transaction_id,student_id,book_id,issue_date,return_date,status
T03027,S0105,B03731,2025-04-21,2025-10-25,Issued
T03028,S0434,B02632,2025-03-14,2026-07-10,Issued
T03029,S0940,B01936,2025-10-07,2025-10-28,Late Return
T03030,S0165,B04807,2025-08-24,2026-07-03,Returned
T03031,S0510,B03238,2025-10-26,2026-03-25,Late Return
T03032,S0460,B00251,2026-07-09,2026-07-29,Issued
T03033,S0392,B01196,2025-11-04,2026-01-10,Late Return
T03034,S0130,B01476,2026-05-16,2026-07-16,Returned
T03035,S0375,B01320,2024-09-15,2025-07-23,Issued
T03036,S0813,B04535,2026-01-11,2026-02-23,Issued
T03037,S0295,B02834,2025-07-09,2026-04-04,Late Return
T03038,S0985,B04096,2026-06-23,2026-08-10,Issued
T03039,S0211,B00607,2025-01-10,2025-02-14,Returned
T03040,S0049,B02238,2025-09-19,2026-04-04,Late Return
T03041,S0688,B02492,2026-05-26,2026-06-06,Returned
T03042,S0968,B02600,2026-07-13,2026-07-16,Late Return
T03043,S0273,B02241,2024-09-04,2025-04-04,Returned
T03044,S0759,B03859,2025-11-06,2026-07-26,Issued
T03045,S0047,B03775,2026-05-04,2026-05-17,Returned
T03046,S0619,B01356,2025-04-22,2026-07-20,Late Return
T03047,S0213,B02779,2024-12-27,2025-12-13,Late Return
T03048,S0811,B01800,2025-11-23,2026-04-19,Issued
T03049,S0896,B04220,2026-06-19,2026-08-06,Returned
T03050,S0068,B03294,2025-08-20,2026-03-15,Issued
T03051,S1000,B02473,2025-07-31,2026-06-14,Issued
T03052,S0390,B04992,2024-11-21,2026-04-06,Issued
T03053,S0793,B04736,2026-05-01,2026-08-01,Late Return
T03054,S0192,B00115,2024-09-06,2024-11-14,Returned
T03055,S0244,B03692,2025-02-17,2026-05-22,Returned
T03056,S0782,B03857,2025-05-13,2025-09-08,Issued
T03057,S0922,B00522,2026-02-06,2026-04-12,Late Return
T03058,S0034,B00552,2026-07-15,2026-07-18,Returned
T03059,S0486,B00564,2025-11-17,2026-08-11,Returned
T03060,S0875,B02224,2024-12-15,2026-04-13,Late Return
T03061,S0270,B03617,2025-12-04,2026-02-20,Late Return
T03062,S0368,B03367,2024-11-07,2025-12-08,Issued
T03063,S0679,B00964,2024-09-05,2026-03-19,Issued
T03064,S0915,B03604,2025-04-14,2025-12-04,Issued
T03065,S0863,B01948,2026-06-26,2026-07-22,Late Return
T03066,S0595,B04202,2025-02-11,2025-08-29,Late Return
T03067,S0871,B02972,2024-12-05,2025-05-02,Late Return
T03068,S0559,B01524,2025-03-22,2026-02-26,Returned
T03069,S0527,B04479,2024-07-26,2026-04-02,Issued
T03070,S0905,B01541,2024-09-18,2026-04-21,Late Return
T03071,S0755,B01313,2025-09-14,2025-10-30,Returned
T03072,S0249,B01027,2025-06-25,2026-06-25,Returned
T03073,S0271,B01527,2025-04-09,2025-04-16,Issued
T03074,S0565,B03456,2025-02-26,2025-12-07,Returned
T03075,S0390,B00239,2025-10-29,2026-06-17,Late Return
T03076,S0089,B03762,2025-05-01,2026-06-08,Issued
T03077,S0209,B00584,2025-07-31,2025-11-06,Returned
T03078,S0742,B03710,2025-04-10,2025-09-23,Late Return
T03079,S0213,B03122,2025-06-28,2026-02-05,Issued
T03080,S0824,B02685,2026-04-18,2026-08-03,Late Return
T03081,S0760,B00679,2025-06-19,2026-06-19,Issued
T03082,S0772,B04150,2026-05-24,2026-07-14,Late Return
T03083,S0457,B01664,2025-11-03,2026-05-18,Issued
T03084,S0404,B04166,2024-10-19,2025-05-25,Returned
T03085,S0954,B03227,2025-06-04,2025-12-11,Returned
T03086,S0409,B04957,2024-07-23,2025-09-06,Returned
T03087,S0476,B02799,2025-01-29,2025-05-15,Late Return
T03088,S0964,B00790,2025-10-24,2025-12-03,Returned
T03089,S0344,B04761,2024-09-22,2025-10-29,Issued
T03090,S0782,B01602,2024-10-16,2024-12-24,Returned
T03091,S0430,B02739,2026-04-20,2026-07-17,Returned
T03092,S0158,B02991,2024-08-05,2025-01-01,Returned
T03093,S0714,B04094,2025-04-07,2026-08-10,Returned
T03094,S0722,B02933,2025-07-02,2025-10-04,Issued
T03095,S0690,B00524,2025-04-27,2025-07-09,Returned
T03096,S0012,B03041,2026-06-09,2026-06-13,Issued
T03097,S0526,B01479,2024-08-07,2026-02-22,Issued
T03098,S0134,B04004,2025-04-01,2025-12-14,Returned
T03099,S0089,B03612,2025-08-18,2025-09-04,Returned
T03100,S0293,B03471,2026-03-24,2026-04-17,Returned
T03101,S0443,B02949,2025-02-20,2025-12-21,Late Return
T03102,S0751,B04683,2024-09-07,2026-06-27,Returned
T03103,S0238,B01411,2025-07-06,2025-07-29,Issued
T03104,S0543,B00624,2025-01-28,2026-04-19,Late Return
T03105,S0820,B01312,2025-07-04,2026-02-14,Late Return
T03106,S0761,B04356,2025-01-22,2026-08-08,Issued
T03107,S0294,B03886,2024-10-08,2025-07-31,Late Return
T03108,S0137,B02045,2024-10-02,2026-03-25,Issued
T03109,S0875,B00747,2024-07-17,2025-08-27,Returned
T03110,S0736,B00554,2025-06-23,2026-07-20,Late Return
T03111,S0523,B02902,2025-06-17,2025-08-28,Late Return
T03112,S0193,B02516,2025-09-21,2026-03-24,Returned
T03113,S0731,B01144,2026-04-02,2026-04-07,Returned
T03114,S0698,B01261,2025-12-07,2026-04-03,Issued
T03115,S0365,B04190,2025-10-11,2026-08-14,Returned
T03116,S0967,B04223,2025-04-11,2025-05-01,Late Return
T03117,S0928,B01810,2025-07-10,2026-06-24,Returned
T03118,S0337,B00967,2026-01-21,2026-02-12,Late Return
T03119,S0130,B01478,2025-05-26,2026-07-08,Issued
T03120,S0592,B00747,2024-08-17,2026-02-20,Returned
T03121,S0688,B04271,2025-07-09,2026-01-23,Returned
T03122,S0129,B03319,2024-12-05,2024-12-10,Late Return
T03123,S0200,B04333,2026-01-14,2026-07-13,Issued
T03124,S0939,B01225,2025-11-28,2026-08-09,Issued
T03125,S0639,B03974,2025-07-01,2025-09-30,Returned
T03126,S0042,B02121,2026-06-11,2026-06-13,Late Return
T03127,S0377,B03695,2025-11-25,2026-05-21,Late Return
T03128,S0436,B02350,2025-09-25,2026-02-17,Returned
T03129,S0245,B01574,2026-01-06,2026-04-18,Late Return
T03130,S0871,B02211,2026-01-29,2026-03-01,Issued
T03131,S0151,B03852,2025-08-28,2025-10-06,Returned
T03132,S0407,B00161,2024-07-26,2025-02-14,Late Return
T03133,S0303,B04349,2024-10-24,2025-02-18,Issued
T03134,S0353,B02150,2026-06-07,2026-07-29,Returned
T03135,S0459,B03187,2025-03-21,2025-07-31,Issued
T03136,S0306,B04477,2025-05-29,2026-03-18,Returned
T03137,S0177,B00788,2026-02-04,2026-02-17,Issued
T03138,S0791,B02297,2025-10-14,2025-12-07,Returned
T03139,S0558,B04227,2025-03-08,2026-04-21,Issued
T03140,S0158,B04221,2026-01-29,2026-06-07,Late Return
T03141,S0821,B01364,2025-07-05,2025-08-07,Issued
T03142,S0586,B02719,2025-08-30,2026-05-01,Returned
T03143,S0392,B04062,2025-08-13,2026-01-02,Late Return
T03144,S0215,B04602,2026-06-28,2026-07-04,Late Return
T03145,S0464,B01651,2024-07-24,2026-04-28,Late Return
T03146,S0026,B01653,2024-10-25,2025-10-29,Late Return
T03147,S0710,B01280,2025-03-29,2025-09-15,Late Return
T03148,S0038,B03095,2025-12-12,2026-07-13,Late Return
T03149,S0567,B03313,2026-06-26,2026-08-11,Late Return
T03150,S0181,B04119,2026-04-02,2026-08-08,Returned
T03151,S0178,B01237,2025-11-29,2026-07-31,Late Return
T03152,S0244,B04210,2026-03-26,2026-07-14,Issued
T03153,S0088,B03682,2025-08-05,2025-11-20,Issued
T03154,S0030,B01905,2025-05-27,2025-10-22,Late Return
T03155,S0704,B01825,2024-09-21,2024-11-18,Issued
T03156,S0287,B03792,2026-05-28,2026-06-05,Late Return
T03157,S0877,B04721,2026-03-21,2026-07-23,Returned
T03158,S0976,B02694,2025-10-06,2026-03-12,Issued
T03159,S0474,B03485,2024-09-24,2025-01-10,Returned
T03160,S0549,B03742,2026-06-23,2026-08-02,Late Return
T03161,S0381,B02652,2026-02-28,2026-03-19,Late Return
T03162,S0640,B01828,2026-03-08,2026-06-27,Late Return
T03163,S0136,B00214,2026-05-26,2026-08-05,Late Return
T03164,S0811,B01523,2025-12-06,2026-01-08,Returned
T03165,S0931,B02877,2024-10-09,2025-06-05,Late Return
T03166,S0396,B01665,2025-07-05,2025-12-08,Late Return
T03167,S0901,B00070,2025-02-16,2025-06-09,Issued
T03168,S0015,B04728,2024-09-07,2024-09-28,Late Return
T03169,S0347,B01209,2025-07-28,2026-07-29,Issued
T03170,S0451,B01848,2025-11-13,2025-11-14,Late Return
T03171,S0210,B00769,2024-10-28,2026-01-26,Returned
T03172,S0177,B04408,2025-09-03,2025-12-22,Late Return
T03173,S0446,B02116,2025-03-02,2025-11-16,Returned
T03174,S0640,B02526,2025-11-03,2026-05-13,Issued
T03175,S0600,B03157,2026-01-15,2026-01-29,Late Return
T03176,S0491,B01645,2024-09-24,2025-01-08,Returned
T03177,S0227,B01738,2025-04-04,2025-06-07,Late Return
T03178,S0513,B03523,2026-04-17,2026-06-28,Issued
T03179,S0768,B03965,2025-10-12,2026-05-22,Issued
T03180,S0324,B04941,2024-08-22,2025-01-04,Issued
T03181,S0338,B02806,2026-05-03,2026-05-15,Issued
T03182,S0056,B00654,2024-12-27,2026-02-08,Returned
T03183,S0336,B00445,2025-03-10,2025-10-15,Issued
T03184,S0069,B04639,2025-06-25,2026-03-23,Issued
T03185,S0879,B02272,2025-07-01,2026-03-19,Late Return
T03186,S0636,B01521,2025-10-28,2026-02-13,Late Return
T03187,S0509,B02912,2025-07-30,2025-08-07,Returned
T03188,S0120,B03660,2025-06-09,2026-08-01,Returned
T03189,S0840,B01920,2025-05-16,2025-11-07,Returned
T03190,S0083,B01926,2024-12-07,2026-01-13,Returned
T03191,S0006,B04850,2025-07-05,2026-04-29,Returned
T03192,S0221,B02189,2024-08-12,2026-08-09,Issued
T03193,S0296,B01213,2025-06-14,2026-04-30,Late Return
T03194,S0505,B04692,2026-01-21,2026-03-13,Issued
T03195,S0614,B01444,2025-05-11,2026-07-29,Issued
T03196,S0688,B04908,2024-08-25,2026-04-09,Issued
T03197,S0675,B03473,2025-07-22,2026-05-11,Issued
T03198,S0800,B02684,2025-03-01,2026-01-11,Issued
T03199,S0168,B01524,2025-11-15,2026-08-03,Returned
T03200,S0794,B00164,2026-01-21,2026-07-20,Late Return
T03201,S0285,B02764,2026-07-14,2026-08-07,Late Return
T03202,S0574,B01530,2025-10-05,2026-07-30,Issued
T03203,S0128,B01991,2026-02-05,2026-04-07,Late Return
T03204,S0660,B02948,2024-11-24,2024-12-15,Issued
T03205,S0298,B00035,2026-03-18,2026-03-26,Issued
T03206,S0099,B04901,2025-03-11,2025-07-09,Returned
T03207,S0855,B00865,2026-04-08,2026-07-23,Issued
T03208,S0336,B02328,2025-06-09,2026-02-28,Returned
T03209,S0291,B02653,2025-12-10,2026-05-06,Late Return
T03210,S0051,B03130,2025-03-20,2026-04-20,Returned
T03211,S0285,B02114,2025-09-09,2026-01-30,Returned
T03212,S0223,B03468,2026-07-07,2026-07-28,Late Return
T03213,S0076,B01928,2025-06-18,2025-08-10,Late Return
T03214,S0093,B04503,2026-05-28,2026-07-29,Returned
T03215,S0243,B00958,2026-06-26,2026-07-31,Issued
T03216,S0065,B03221,2025-04-03,2026-02-19,Returned
T03217,S0404,B04474,2025-02-01,2025-03-21,Issued
T03218,S0855,B04161,2026-04-23,2026-08-02,Returned
T03219,S0703,B02531,2025-09-14,2026-06-18,Returned
T03220,S0490,B01717,2024-11-08,2025-07-24,Late Return
T03221,S0168,B02882,2025-01-18,2025-08-30,Issued
T03222,S0071,B04080,2025-02-13,2025-06-29,Issued
T03223,S0313,B01608,2024-08-30,2025-11-08,Late Return
T03224,S0640,B01707,2025-03-09,2026-07-08,Returned
T03225,S0915,B01119,2026-03-07,2026-03-09,Late Return
T03226,S0066,B00679,2025-10-16,2026-06-19,Returned
T03227,S0650,B01669,2026-01-22,2026-04-16,Returned
T03228,S0658,B01804,2025-09-09,2025-12-07,Late Return
T03229,S0887,B03952,2026-03-19,2026-03-22,Issued
T03230,S0708,B02898,2025-06-16,2025-08-01,Issued
T03231,S0100,B04001,2025-11-25,2026-04-09,Issued
T03232,S0866,B03702,2025-11-10,2026-06-14,Late Return
T03233,S0150,B03762,2025-07-14,2025-08-22,Late Return
T03234,S0689,B03795,2024-12-20,2026-01-02,Issued
T03235,S0303,B00698,2025-03-03,2025-08-31,Late Return
T03236,S0778,B04117,2025-10-27,2025-11-17,Late Return
T03237,S0138,B02587,2025-11-02,2026-01-05,Issued
T03238,S0496,B01205,2026-05-19,2026-07-27,Returned
T03239,S0889,B01817,2026-06-14,2026-08-15,Returned
T03240,S0089,B02843,2025-02-25,2026-06-29,Issued
T03241,S0739,B04180,2024-09-12,2024-12-02,Issued
T03242,S0337,B00538,2026-03-02,2026-04-03,Returned
T03243,S0772,B03559,2024-11-25,2025-04-09,Late Return
T03244,S0345,B00259,2026-05-19,2026-07-28,Returned
T03245,S0687,B04098,2025-07-21,2026-06-25,Returned
T03246,S0628,B03288,2026-02-19,2026-03-30,Issued
T03247,S0257,B04459,2026-03-05,2026-06-25,Returned
T03248,S0149,B03288,2024-08-28,2026-02-25,Issued
T03249,S0261,B04446,2024-11-04,2025-04-15,Issued
T03250,S0306,B04154,2025-12-16,2026-04-24,Late Return
T03251,S0565,B00409,2026-03-24,2026-05-16,Issued
T03252,S0127,B04154,2026-06-15,2026-08-03,Issued
T03253,S0655,B02343,2025-02-14,2026-04-25,Issued
T03254,S0692,B02337,2025-08-29,2025-10-30,Issued
T03255,S0598,B04463,2026-01-28,2026-06-27,Returned
T03256,S0145,B04010,2024-09-02,2025-06-10,Late Return
T03257,S0823,B00804,2025-06-01,2025-10-18,Late Return
T03258,S0168,B04579,2025-07-10,2025-08-08,Returned
T03259,S0671,B03513,2026-03-11,2026-07-29,Issued
T03260,S0460,B02911,2025-01-03,2025-12-18,Returned
T03261,S0265,B01323,2025-12-13,2026-03-25,Issued
T03262,S0092,B00367,2026-01-30,2026-06-06,Issued
T03263,S0282,B02572,2025-10-29,2026-07-30,Late Return
T03264,S0917,B03852,2025-01-18,2025-09-22,Returned
T03265,S0375,B00944,2024-10-17,2025-08-09,Returned
T03266,S0399,B01970,2024-10-31,2025-10-07,Late Return
T03267,S0377,B01094,2025-06-13,2026-08-02,Late Return
T03268,S0215,B02262,2024-11-30,2026-05-06,Returned
T03269,S0471,B03197,2024-08-31,2025-10-10,Late Return
T03270,S0577,B01675,2025-06-26,2026-04-11,Issued
T03271,S0800,B02661,2026-01-26,2026-01-26,Returned
T03272,S0447,B00380,2025-03-13,2025-07-03,Issued
T03273,S0256,B03163,2026-04-21,2026-07-19,Returned
T03274,S0303,B00509,2024-08-14,2026-04-03,Returned
T03275,S0400,B03780,2024-11-23,2025-10-04,Issued
T03276,S0366,B00383,2024-08-19,2024-09-21,Late Return
T03277,S0059,B03679,2024-12-28,2025-06-25,Issued
T03278,S0916,B03798,2025-08-17,2025-09-08,Late Return
T03279,S0871,B00758,2025-11-14,2026-01-19,Returned
T03280,S0489,B04013,2026-01-16,2026-05-11,Late Return
T03281,S0759,B03344,2026-06-29,2026-07-22,Issued
T03282,S0715,B02864,2026-02-11,2026-03-01,Issued
T03283,S0362,B04988,2026-05-28,2026-06-16,Issued
T03284,S0301,B01012,2026-06-28,2026-07-11,Late Return
T03285,S0055,B00013,2025-02-02,2026-04-23,Returned
T03286,S0197,B04272,2025-07-05,2025-07-08,Returned
T03287,S0335,B02868,2025-02-28,2026-06-02,Returned
T03288,S0472,B01196,2025-05-04,2026-08-09,Issued
T03289,S0580,B03333,2025-04-16,2026-07-09,Issued
T03290,S0340,B04621,2025-12-14,2026-03-05,Issued
T03291,S0619,B03244,2026-02-11,2026-05-12,Late Return
T03292,S0638,B03309,2026-05-04,2026-06-07,Issued
T03293,S0279,B01522,2025-04-14,2025-10-07,Late Return
T03294,S0828,B00897,2025-12-19,2026-01-24,Returned
T03295,S0209,B00714,2025-08-26,2026-03-12,Issued
T03296,S0492,B01013,2024-11-22,2025-08-08,Returned
T03297,S0159,B03243,2025-01-07,2025-06-04,Returned
T03298,S0737,B03035,2024-09-26,2025-01-07,Issued
T03299,S0043,B02440,2025-04-24,2026-02-18,Late Return
T03300,S0350,B02845,2024-10-26,2025-09-13,Returned
T03301,S0983,B02838,2025-06-11,2025-12-01,Issued
T03302,S0159,B00041,2025-07-20,2026-04-04,Late Return
T03303,S0444,B04891,2025-10-13,2026-01-19,Issued
T03304,S0968,B01514,2026-05-22,2026-07-19,Issued
T03305,S0907,B00486,2026-03-15,2026-05-03,Returned
T03306,S0079,B00864,2025-10-15,2025-11-06,Issued
T03307,S0382,B03389,2024-07-25,2026-05-02,Issued
T03308,S0074,B01900,2026-02-01,2026-06-21,Late Return
T03309,S0767,B01829,2025-09-09,2026-01-10,Issued
T03310,S0229,B01734,2026-06-05,2026-07-16,Late Return
T03311,S0133,B04889,2026-05-03,2026-05-11,Late Return
T03312,S0743,B03204,2026-01-02,2026-06-15,Late Return
T03313,S0425,B00027,2024-12-30,2025-05-04,Late Return
T03314,S0927,B00410,2024-09-20,2025-07-27,Returned
T03315,S0994,B03181,2025-02-09,2026-05-02,Returned
T03316,S0826,B02763,2025-11-28,2026-03-05,Issued
T03317,S0172,B01951,2024-12-08,2026-04-06,Late Return
T03318,S0676,B01538,2024-08-02,2025-12-20,Late Return
T03319,S0633,B03796,2026-04-06,2026-06-23,Returned
T03320,S0979,B03736,2025-05-14,2026-05-01,Late Return
T03321,S0763,B02248,2024-07-26,2024-07-31,Late Return
T03322,S0688,B04499,2025-04-14,2026-04-30,Returned
T03323,S0506,B00671,2025-03-08,2025-06-14,Returned
T03324,S0309,B00764,2025-04-08,2026-04-08,Issued
T03325,S0351,B04938,2025-01-15,2026-07-17,Returned
T03326,S0714,B03917,2025-11-06,2026-02-02,Returned
T03327,S0327,B03709,2025-01-08,2025-12-20,Returned
T03328,S0486,B04838,2025-12-08,2026-08-05,Returned
T03329,S0187,B03358,2025-09-25,2025-12-31,Late Return
T03330,S0135,B04980,2024-07-27,2025-07-13,Issued
T03331,S0454,B04935,2026-01-04,2026-01-06,Late Return
T03332,S0935,B01120,2025-05-09,2026-02-05,Late Return
T03333,S0606,B02754,2025-04-12,2025-07-26,Late Return
T03334,S0901,B02704,2026-02-06,2026-07-15,Returned
T03335,S0514,B03135,2025-01-09,2025-10-24,Returned
T03336,S0748,B01604,2024-11-05,2025-04-27,Late Return
T03337,S0754,B02011,2024-10-16,2025-04-24,Late Return
T03338,S0404,B00504,2025-12-20,2026-06-08,Late Return
T03339,S0579,B04732,2024-09-09,2025-05-26,Returned
T03340,S0778,B00193,2025-01-13,2026-07-26,Late Return
T03341,S0149,B01339,2026-05-26,2026-08-11,Returned
T03342,S0617,B01551,2025-01-22,2026-03-23,Returned
T03343,S0190,B00207,2024-12-29,2026-08-05,Late Return
T03344,S0157,B00274,2026-04-09,2026-04-17,Issued
T03345,S0179,B04459,2025-04-26,2025-10-25,Issued
T03346,S0229,B00110,2026-05-02,2026-06-12,Issued
T03347,S0515,B00826,2026-05-03,2026-06-09,Late Return
T03348,S0156,B04910,2024-08-26,2026-05-13,Issued
T03349,S0767,B04959,2024-08-25,2026-03-24,Returned
T03350,S0386,B01724,2025-05-10,2025-12-17,Late Return
T03351,S0740,B00273,2024-11-30,2026-05-23,Late Return
T03352,S0465,B00839,2024-10-11,2026-01-14,Returned
T03353,S0812,B03652,2025-06-14,2025-10-06,Issued
T03354,S0653,B04472,2026-02-11,2026-08-10,Late Return
T03355,S0376,B04206,2025-02-10,2025-11-27,Late Return
T03356,S0137,B01773,2024-12-19,2025-02-14,Issued
T03357,S0066,B01609,2025-08-20,2026-07-26,Returned
T03358,S0838,B03447,2025-03-02,2025-07-26,Issued
T03359,S0753,B03908,2024-11-22,2025-04-19,Issued
T03360,S0058,B02863,2024-11-26,2025-09-13,Returned
T03361,S0543,B01400,2025-11-03,2026-06-22,Returned
T03362,S0918,B04757,2025-05-01,2026-02-07,Issued
T03363,S0563,B00956,2024-12-20,2025-11-18,Issued
T03364,S0677,B02591,2024-12-01,2025-07-20,Late Return
T03365,S0243,B00645,2026-03-02,2026-03-09,Late Return
T03366,S0349,B01457,2025-11-15,2026-05-14,Late Return
T03367,S0570,B02171,2025-10-31,2026-05-08,Issued
T03368,S0935,B03064,2024-12-03,2026-06-04,Issued
T03369,S0763,B00305,2026-03-05,2026-06-13,Issued
T03370,S0444,B00915,2024-08-10,2026-08-02,Late Return
T03371,S0686,B04897,2025-05-22,2025-08-04,Late Return
T03372,S0342,B02745,2025-02-01,2026-06-24,Returned
T03373,S0278,B03063,2025-04-15,2026-05-18,Late Return
T03374,S0711,B03120,2024-09-25,2025-07-17,Returned
T03375,S0823,B04972,2025-08-28,2026-03-19,Returned
T03376,S0592,B03294,2026-04-04,2026-04-20,Late Return
T03377,S0819,B04327,2025-05-20,2026-04-16,Returned
T03378,S0653,B02878,2026-06-12,2026-08-13,Issued
T03379,S0412,B01612,2025-05-18,2025-07-17,Returned
T03380,S0645,B02645,2026-02-28,2026-04-23,Returned
T03381,S0600,B00006,2024-09-19,2025-07-06,Late Return
T03382,S0676,B04015,2025-11-01,2026-02-10,Issued
T03383,S0155,B03662,2025-05-31,2026-05-25,Returned
T03384,S0487,B02200,2025-01-08,2025-02-09,Late Return
T03385,S0937,B00305,2024-11-06,2025-08-02,Returned
T03386,S0192,B01990,2025-03-28,2025-03-29,Late Return
T03387,S0510,B00667,2025-03-12,2025-07-25,Issued
T03388,S0400,B01026,2025-04-15,2026-01-05,Late Return
T03389,S0291,B01898,2024-10-26,2025-02-04,Returned
T03390,S0036,B03643,2024-11-30,2025-06-28,Late Return
T03391,S0596,B00771,2024-10-19,2025-06-04,Issued
T03392,S0320,B01803,2025-05-24,2025-09-07,Late Return
T03393,S0440,B02265,2024-12-01,2025-05-29,Issued
T03394,S0317,B03706,2024-10-23,2024-12-27,Late Return
T03395,S0611,B01527,2025-06-18,2025-06-29,Returned
T03396,S0395,B03607,2024-10-03,2025-07-02,Returned
T03397,S0093,B04878,2025-12-12,2026-07-06,Issued
T03398,S0759,B04958,2024-11-08,2025-04-01,Issued
T03399,S0766,B02373,2025-12-29,2026-04-02,Returned
T03400,S0480,B03286,2025-07-24,2026-01-27,Late Return
T03401,S0960,B03374,2026-04-15,2026-07-11,Issued
T03402,S0612,B00758,2026-01-25,2026-04-27,Returned
T03403,S0788,B01920,2025-05-30,2026-05-12,Issued
T03404,S0306,B03653,2026-06-07,2026-06-12,Issued
T03405,S0132,B00774,2024-12-31,2025-11-10,Returned
T03406,S0547,B04156,2025-06-07,2025-11-10,Returned
T03407,S0468,B02999,2024-12-29,2025-02-03,Issued
T03408,S0428,B01309,2026-02-17,2026-07-03,Issued
T03409,S0709,B02496,2024-08-07,2025-09-15,Late Return
T03410,S0287,B04072,2025-07-03,2025-11-06,Returned
T03411,S0912,B02003,2025-12-09,2026-06-04,Late Return
T03412,S0388,B02896,2026-06-08,2026-07-13,Returned
T03413,S0711,B04205,2024-09-21,2025-07-02,Returned
T03414,S0855,B03829,2025-01-16,2025-01-29,Returned
T03415,S0730,B04365,2025-10-19,2026-03-14,Returned
T03416,S0189,B01169,2026-01-19,2026-06-13,Issued
T03417,S0463,B03013,2025-04-12,2025-12-08,Issued
T03418,S0546,B04834,2026-03-25,2026-05-30,Late Return
T03419,S0931,B01538,2026-06-11,2026-07-15,Issued
T03420,S0194,B04340,2026-07-15,2026-08-11,Issued
T03421,S0504,B02670,2025-12-03,2026-06-26,Issued
T03422,S0311,B04507,2026-03-15,2026-05-08,Late Return
T03423,S0955,B03092,2025-07-16,2025-09-26,Issued
T03424,S0353,B04891,2025-12-22,2026-04-08,Late Return
T03425,S0946,B04828,2025-01-07,2025-07-13,Late Return
T03426,S0514,B01460,2026-05-26,2026-05-27,Returned
T03427,S0528,B02172,2025-12-05,2026-03-11,Issued
T03428,S0737,B04507,2026-02-12,2026-04-29,Late Return
T03429,S0155,B00519,2025-01-31,2025-04-11,Returned
T03430,S0210,B00602,2025-05-02,2026-07-25,Returned
T03431,S0408,B04509,2025-08-02,2026-07-25,Returned
T03432,S0665,B00853,2025-08-15,2025-12-24,Late Return
T03433,S0671,B03709,2024-11-21,2025-08-30,Issued
T03434,S0738,B03141,2024-10-02,2025-04-24,Issued
T03435,S0438,B01611,2025-07-13,2025-11-18,Returned
T03436,S0168,B03474,2026-03-11,2026-06-11,Issued
T03437,S0815,B01214,2025-11-14,2026-02-18,Returned
T03438,S0609,B03485,2025-06-12,2026-04-16,Issued
T03439,S0367,B02530,2025-12-09,2026-08-07,Returned
T03440,S0500,B00668,2026-06-18,2026-08-12,Returned
T03441,S0077,B03948,2025-09-20,2025-12-03,Issued
T03442,S0769,B02772,2026-06-29,2026-07-23,Issued
T03443,S0684,B00011,2026-06-21,2026-06-22,Late Return
T03444,S0172,B03460,2025-04-25,2026-05-05,Issued
T03445,S0069,B01653,2025-07-24,2025-09-21,Late Return
T03446,S0480,B00184,2025-02-03,2025-10-21,Returned
T03447,S0551,B04082,2025-09-24,2026-03-10,Issued
T03448,S0742,B02082,2025-01-10,2025-07-18,Issued
T03449,S0536,B04220,2024-10-25,2025-01-19,Returned
T03450,S0655,B03896,2024-08-04,2025-06-12,Returned
T03451,S0861,B03241,2024-11-15,2025-06-30,Late Return
T03452,S0472,B03193,2025-01-17,2026-04-04,Returned
T03453,S0204,B03240,2025-07-06,2025-11-18,Issued
T03454,S0950,B02651,2026-01-22,2026-05-06,Issued
T03455,S0917,B04635,2025-07-19,2025-09-19,Late Return
T03456,S0716,B04999,2025-05-31,2026-07-21,Late Return
T03457,S0536,B04403,2024-09-07,2026-01-18,Returned
T03458,S0959,B00763,2025-04-15,2025-08-26,Issued
T03459,S0648,B04348,2025-07-27,2025-10-23,Returned
T03460,S0355,B01973,2024-12-25,2024-12-25,Returned
T03461,S0031,B01740,2024-12-27,2025-07-10,Late Return
T03462,S0941,B04823,2025-09-22,2026-01-08,Issued
T03463,S0999,B02759,2024-12-18,2025-11-03,Late Return
T03464,S0740,B01714,2025-01-23,2026-06-27,Returned
T03465,S0531,B00039,2025-09-19,2026-07-03,Returned
T03466,S0031,B02133,2025-07-03,2025-12-14,Returned
T03467,S0574,B04273,2025-04-29,2025-11-07,Issued
T03468,S0783,B02258,2025-06-25,2026-05-22,Late Return
T03469,S0457,B00116,2025-09-26,2025-12-01,Late Return
T03470,S0420,B04100,2024-07-16,2024-09-27,Issued
T03471,S0212,B03516,2025-03-11,2025-09-07,Returned
T03472,S0137,B01647,2025-11-03,2026-07-23,Returned
T03473,S0838,B00179,2026-07-14,2026-07-19,Issued
T03474,S0093,B04268,2025-07-21,2025-11-17,Returned
T03475,S0509,B03508,2026-05-30,2026-06-09,Issued
T03476,S0652,B04987,2024-08-05,2025-12-04,Issued
T03477,S0353,B04024,2026-02-01,2026-08-14,Late Return
T03478,S0810,B00733,2025-03-29,2026-04-30,Issued
T03479,S0242,B00502,2025-10-07,2026-02-12,Late Return
T03480,S0476,B00399,2026-04-27,2026-07-14,Late Return
T03481,S0463,B02471,2026-02-03,2026-02-03,Issued
T03482,S0770,B04684,2025-01-21,2026-05-25,Late Return
T03483,S0749,B01745,2025-02-04,2025-08-02,Issued
T03484,S0449,B02620,2025-11-19,2025-12-10,Late Return
T03485,S0800,B00410,2025-10-10,2025-12-04,Returned
T03486,S0737,B02320,2026-01-23,2026-06-01,Returned
