timetable_id,day,time_slot,subject_id,faculty_id,room
TT0449,Wednesday,12:15-01:15,SUB0267,F0638,A143
TT0450,Tuesday,10:00-11:00,SUB0082,F0183,A105
TT0451,Wednesday,02:00-03:00,SUB0817,F0717,A123
TT0452,Thursday,09:00-10:00,SUB0030,F0614,A128
TT0453,Wednesday,09:00-10:00,SUB0155,F0616,A131
TT0454,Thursday,11:15-12:15,SUB0500,F0770,A148
TT0455,Monday,03:00-04:00,SUB0457,F0954,A129
TT0456,Monday,02:00-03:00,SUB0192,F0024,B219
TT0457,Wednesday,11:15-12:15,SUB0262,F0637,B213
TT0458,Monday,03:00-04:00,SUB0094,F0969,B208
TT0459,Monday,02:00-03:00,SUB0182,F0577,A102
TT0460,Friday,12:15-01:15,SUB0951,F0419,B207
TT0461,Monday,10:00-11:00,SUB0781,F0614,A121
TT0462,Monday,09:00-10:00,SUB0413,F0251,A117
TT0463,Monday,09:00-10:00,SUB0490,F0544,B232
TT0464,Wednesday,02:00-03:00,SUB0467,F0800,B208
TT0465,Thursday,03:00-04:00,SUB0363,F0595,B247
TT0466,Wednesday,09:00-10:00,SUB0917,F0532,B205
TT0467,Monday,12:15-01:15,SUB0194,F0014,A111
TT0468,Friday,02:00-03:00,SUB0372,F0782,B227
TT0469,Friday,02:00-03:00,SUB0826,F0907,A134
TT0470,Tuesday,09:00-10:00,SUB0565,F0840,B231
TT0471,Tuesday,12:15-01:15,SUB0254,F0034,B201
TT0472,Wednesday,10:00-11:00,SUB0212,F0189,A120
TT0473,Wednesday,09:00-10:00,SUB0025,F0217,B236
TT0474,Wednesday,03:00-04:00,SUB0091,F0769,B223
TT0475,Friday,12:15-01:15,SUB0302,F0375,B228
TT0476,Friday,11:15-12:15,SUB0408,F0824,B247
TT0477,Thursday,10:00-11:00,SUB0593,F0382,B249
TT0478,Friday,12:15-01:15,SUB0638,F0269,A148
TT0479,Wednesday,02:00-03:00,SUB0847,F0769,A107
TT0480,Friday,11:15-12:15,SUB0697,F0189,B222
TT0481,Wednesday,03:00-04:00,SUB0718,F0517,A142
TT0482,Monday,02:00-03:00,SUB0015,F0385,B240
TT0483,Wednesday,11:15-12:15,SUB0534,F0308,A147
TT0484,Thursday,12:15-01:15,SUB0707,F0739,B228
TT0485,Thursday,03:00-04:00,SUB0278,F0461,B230
TT0486,Friday,10:00-11:00,SUB0700,F0603,A143
TT0487,Friday,12:15-01:15,SUB0336,F0439,B216
TT0488,Monday,12:15-01:15,SUB0499,F0473,B224
TT0489,Monday,02:00-03:00,SUB0109,F0658,B249
TT0490,Tuesday,12:15-01:15,SUB0298,F0106,A111
TT0491,Monday,10:00-11:00,SUB0255,F0276,B206
TT0492,Monday,02:00-03:00,SUB0138,F0875,A142
TT0493,Friday,12:15-01:15,SUB0003,F0659,B203
TT0494,Wednesday,02:00-03:00,SUB0175,F0543,B217
TT0495,Friday,12:15-01:15,SUB0281,F0370,B238
TT0496,Friday,09:00-10:00,SUB0658,F0691,A136
TT0497,Friday,10:00-11:00,SUB0637,F0221,B217
TT0498,Monday,11:15-12:15,SUB0373,F0472,B211
TT0499,Thursday,09:00-10:00,SUB0954,F0575,A132
TT0500,Tuesday,09:00-10:00,SUB0290,F0709,B201
TT0501,Tuesday,02:00-03:00,SUB0345,F0669,B209
TT0502,Friday,10:00-11:00,SUB0470,F0499,B204
TT0503,Tuesday,12:15-01:15,SUB0002,F0236,B246
TT0504,Friday,12:15-01:15,SUB0505,F0839,A132
TT0505,Friday,03:00-04:00,SUB0145,F0870,B250
TT0506,Friday,12:15-01:15,SUB0376,F0068,B221
TT0507,Wednesday,12:15-01:15,SUB0830,F0561,A135
TT0508,Wednesday,12:15-01:15,SUB0374,F0462,A102
TT0509,Wednesday,10:00-11:00,SUB0224,F0359,B249
TT0510,Friday,09:00-10:00,SUB0983,F0725,B217
TT0511,Friday,03:00-04:00,SUB0712,F0837,A126
TT0512,Thursday,02:00-03:00,SUB0175,F0240,B223
TT0513,Tuesday,10:00-11:00,SUB0849,F0526,A141
TT0514,Thursday,10:00-11:00,SUB0616,F0585,A111
TT0515,Thursday,11:15-12:15,SUB0573,F0585,B231
TT0516,Friday,10:00-11:00,SUB0694,F0243,A143
TT0517,Friday,10:00-11:00,SUB0886,F0446,A150
TT0518,Friday,09:00-10:00,SUB0282,F0973,B217
TT0519,Monday,11:15-12:15,SUB0412,F0267,B233
TT0520,Friday,12:15-01:15,SUB0452,F0966,B205
TT0521,Tuesday,12:15-01:15,SUB0788,F0782,B210
TT0522,Tuesday,12:15-01:15,SUB0887,F0011,A119
TT0523,Wednesday,10:00-11:00,SUB0957,F0222,B236
TT0524,Wednesday,11:15-12:15,SUB0720,F0096,A121
TT0525,Wednesday,12:15-01:15,SUB0546,F0264,A115
TT0526,Thursday,02:00-03:00,SUB0724,F0168,A143
TT0527,Thursday,12:15-01:15,SUB0345,F0995,A115
TT0528,Tuesday,09:00-10:00,SUB0163,F0348,B234
TT0529,Friday,10:00-11:00,SUB0804,F0288,B249
TT0530,Friday,03:00-04:00,SUB0250,F0361,B207
TT0531,Wednesday,11:15-12:15,SUB0753,F0398,A113
TT0532,Tuesday,03:00-04:00,SUB0951,F0159,B219
TT0533,Wednesday,09:00-10:00,SUB0054,F0757,A105
TT0534,Thursday,11:15-12:15,SUB0768,F0795,A119
TT0535,Thursday,03:00-04:00,SUB0529,F0730,B224
TT0536,Thursday,09:00-10:00,SUB0216,F0893,A134
TT0537,Monday,11:15-12:15,SUB0343,F0942,B221
TT0538,Tuesday,12:15-01:15,SUB0786,F0937,B213
TT0539,Wednesday,11:15-12:15,SUB0699,F0567,A103
TT0540,Monday,09:00-10:00,SUB0923,F0966,B228
TT0541,Friday,10:00-11:00,SUB0278,F0222,A102
TT0542,Monday,10:00-11:00,SUB0543,F0342,A129
TT0543,Thursday,11:15-12:15,SUB0663,F0223,A116
TT0544,Wednesday,12:15-01:15,SUB0002,F0773,A137
TT0545,Monday,03:00-04:00,SUB0894,F0525,B231
TT0546,Thursday,10:00-11:00,SUB0702,F0694,B201
TT0547,Wednesday,02:00-03:00,SUB0203,F0101,B221
TT0548,Wednesday,10:00-11:00,SUB0660,F0170,B225
TT0549,Wednesday,02:00-03:00,SUB0752,F0481,A147
TT0550,Wednesday,03:00-04:00,SUB0533,F0527,B233
TT0551,Friday,03:00-04:00,SUB0033,F0900,B234
TT0552,Friday,09:00-10:00,SUB0750,F0459,B247
TT0553,Monday,10:00-11:00,SUB0605,F0965,A115
TT0554,Thursday,02:00-03:00,SUB0652,F0657,B222
TT0555,Wednesday,10:00-11:00,SUB0861,F0372,B232
TT0556,Tuesday,12:15-01:15,SUB0788,F0826,A115
TT0557,Wednesday,09:00-10:00,SUB0560,F0298,A134
TT0558,Friday,10:00-11:00,SUB0906,F0772,A107
TT0559,Monday,02:00-03:00,SUB0070,F0899,A127
TT0560,Wednesday,02:00-03:00,SUB0358,F0538,A121
TT0561,Monday,12:15-01:15,SUB0134,F0510,B226
TT0562,Wednesday,02:00-03:00,SUB0732,F0988,A111
TT0563,Wednesday,09:00-10:00,SUB0320,F0198,A139
TT0564,Wednesday,10:00-11:00,SUB0428,F0517,A102
TT0565,Wednesday,12:15-01:15,SUB0502,F0294,B249
TT0566,Tuesday,10:00-11:00,SUB0268,F0935,A107
TT0567,Wednesday,12:15-01:15,SUB0257,F0473,A121
TT0568,Friday,03:00-04:00,SUB0424,F0632,B220
TT0569,Monday,11:15-12:15,SUB0275,F0540,B216
TT0570,Tuesday,03:00-04:00,SUB0293,F0396,A140
TT0571,Tuesday,03:00-04:00,SUB0144,F0025,B208
TT0572,Monday,02:00-03:00,SUB0686,F0775,B219
TT0573,Wednesday,09:00-10:00,SUB0753,F0396,B206
TT0574,Friday,11:15-12:15,SUB0958,F0683,B241
TT0575,Monday,12:15-01:15,SUB0724,F0725,B223
TT0576,Friday,03:00-04:00,SUB0810,F0446,A104
TT0577,Friday,10:00-11:00,SUB0803,F0812,B209
TT0578,Monday,10:00-11:00,SUB0091,F0002,A145
TT0579,Wednesday,12:15-01:15,SUB0088,F0612,A115
TT0580,Tuesday,02:00-03:00,SUB0929,F0242,B244
TT0581,Tuesday,10:00-11:00,SUB0349,F0416,B244
TT0582,Friday,02:00-03:00,SUB0604,F0578,B240
TT0583,Monday,10:00-11:00,SUB0897,F0995,B227
TT0584,Friday,11:15-12:15,SUB0920,F0309,A118
TT0585,Monday,03:00-04:00,SUB0949,F0264,B218
TT0586,Thursday,11:15-12:15,SUB0361,F0824,B250
TT0587,Wednesday,09:00-10:00,SUB0287,F0907,A115
TT0588,Wednesday,09:00-10:00,SUB0875,F0067,A150
TT0589,Monday,11:15-12:15,SUB0176,F0485,A110
TT0590,Thursday,09:00-10:00,SUB0807,F0643,B240
TT0591,Tuesday,12:15-01:15,SUB0787,F0935,A129
TT0592,Friday,09:00-10:00,SUB0130,F0403,B204
TT0593,Thursday,03:00-04:00,SUB0067,F0313,B237
TT0594,Monday,09:00-10:00,SUB0894,F0173,B204
TT0595,Wednesday,09:00-10:00,SUB0591,F0025,A105
TT0596,Monday,10:00-11:00,SUB0744,F0257,B248
TT0597,Thursday,03:00-04:00,SUB0142,F0695,B210
TT0598,Thursday,09:00-10:00,SUB0184,F0246,B223
TT0599,Wednesday,11:15-12:15,SUB0384,F0573,B203
TT0600,Monday,03:00-04:00,SUB0880,F0604,B222
TT0601,Friday,02:00-03:00,SUB0128,F0771,A141
TT0602,Monday,03:00-04:00,SUB0578,F0151,B208
TT0603,Friday,10:00-11:00,SUB0535,F0397,B229
TT0604,Wednesday,12:15-01:15,SUB0270,F0096,A132
TT0605,Monday,10:00-11:00,SUB0834,F0791,A110
TT0606,Tuesday,12:15-01:15,SUB0986,F0128,B249
TT0607,Monday,09:00-10:00,SUB0248,F0212,A141
TT0608,Wednesday,03:00-04:00,SUB0593,F0302,A122
TT0609,Wednesday,12:15-01:15,SUB0055,F0812,B242
TT0610,Tuesday,11:15-12:15,SUB0092,F0116,A116
TT0611,Friday,09:00-10:00,SUB0195,F0791,B242
TT0612,Friday,09:00-10:00,SUB0148,F0158,B245
TT0613,Thursday,03:00-04:00,SUB0995,F0025,B246
TT0614,Friday,11:15-12:15,SUB0414,F0973,B236
TT0615,Monday,10:00-11:00,SUB0629,F0067,B209
TT0616,Tuesday,03:00-04:00,SUB0293,F0546,B229
TT0617,Friday,10:00-11:00,SUB0752,F0988,A119
TT0618,Monday,10:00-11:00,SUB0585,F0086,A148
TT0619,Wednesday,03:00-04:00,SUB0345,F0400,A112
TT0620,Tuesday,09:00-10:00,SUB0815,F0331,B204
TT0621,Monday,09:00-10:00,SUB0589,F0656,B204
TT0622,Thursday,10:00-11:00,SUB0622,F0510,B238
TT0623,Monday,03:00-04:00,SUB0301,F0559,A106
TT0624,Monday,03:00-04:00,SUB0527,F0673,B243
TT0625,Tuesday,03:00-04:00,SUB0981,F0943,B206
TT0626,Thursday,11:15-12:15,SUB0079,F0929,B217
TT0627,Wednesday,10:00-11:00,SUB0234,F0964,B245
TT0628,Friday,03:00-04:00,SUB0778,F0626,A132
TT0629,Wednesday,10:00-11:00,SUB0186,F0767,B216
TT0630,Wednesday,10:00-11:00,SUB0782,F0511,A107
TT0631,Friday,10:00-11:00,SUB0085,F0379,B220
TT0632,Friday,09:00-10:00,SUB0062,F0272,A103
TT0633,Wednesday,09:00-10:00,SUB0611,F0045,B236
TT0634,Friday,10:00-11:00,SUB0479,F0826,B247
TT0635,Monday,12:15-01:15,SUB0784,F0182,B235
TT0636,Wednesday,12:15-01:15,SUB0423,F0377,A135
TT0637,Tuesday,12:15-01:15,SUB0566,F0623,B244
TT0638,Thursday,09:00-10:00,SUB0135,F0484,B239
TT0639,Thursday,12:15-01:15,SUB0510,F0491,B227
TT0640,Tuesday,02:00-03:00,SUB0017,F0364,B241
TT0641,Wednesday,12:15-01:15,SUB0364,F0284,B201
TT0642,Wednesday,11:15-12:15,SUB0068,F0933,B216
TT0643,Thursday,12:15-01:15,SUB0269,F0778,B244
TT0644,Thursday,09:00-10:00,SUB0419,F0799,A113
TT0645,Friday,10:00-11:00,SUB0583,F0664,B243
TT0646,Monday,11:15-12:15,SUB0835,F0410,A135
TT0647,Tuesday,09:00-10:00,SUB0504,F0521,B244
TT0648,Friday,02:00-03:00,SUB0421,F0128,B243
TT0649,Friday,02:00-03:00,SUB0412,F0208,A103
TT0650,Thursday,09:00-10:00,SUB0505,F0098,B250
TT0651,Wednesday,12:15-01:15,SUB0258,F0932,B231
TT0652,Wednesday,12:15-01:15,SUB0116,F0987,B202
TT0653,Tuesday,10:00-11:00,SUB0263,F0934,A115
TT0654,Monday,12:15-01:15,SUB0983,F0402,B246
TT0655,Tuesday,02:00-03:00,SUB0265,F0839,A124
TT0656,Tuesday,10:00-11:00,SUB0040,F0536,A110
TT0657,Thursday,09:00-10:00,SUB0057,F0543,B229
TT0658,Friday,10:00-11:00,SUB0056,F0269,B211
TT0659,Thursday,02:00-03:00,SUB0034,F0504,A133
TT0660,Friday,11:15-12:15,SUB0431,F0236,A124
TT0661,Tuesday,10:00-11:00,SUB0348,F0081,A107
TT0662,Thursday,09:00-10:00,SUB0462,F0700,A121
TT0663,Wednesday,09:00-10:00,SUB0498,F0631,A149
TT0664,Thursday,02:00-03:00,SUB0357,F0825,B221
TT0665,Tuesday,11:15-12:15,SUB0486,F0594,A133
TT0666,Wednesday,03:00-04:00,SUB0902,F0163,A144
TT0667,Monday,10:00-11:00,SUB0698,F0005,B244
TT0668,Thursday,10:00-11:00,SUB0961,F0027,B235
TT0669,Friday,03:00-04:00,SUB0300,F0210,B241
TT0670,Friday,12:15-01:15,SUB0261,F0727,A131
TT0671,Monday,09:00-10:00,SUB0268,F0411,A106
TT0672,Wednesday,12:15-01:15,SUB0890,F0800,B206
TT0673,Tuesday,12:15-01:15,SUB0062,F0054,A138
TT0674,Monday,03:00-04:00,SUB0376,F0600,B215
TT0675,Wednesday,09:00-10:00,SUB0802,F0430,A138
TT0676,Wednesday,02:00-03:00,SUB0983,F0649,B239
TT0677,Friday,12:15-01:15,SUB0805,F0514,A136
TT0678,Tuesday,09:00-10:00,SUB0523,F0199,B227
TT0679,Friday,10:00-11:00,SUB0719,F0570,B204
TT0680,Monday,12:15-01:15,SUB0572,F0094,B203
TT0681,Wednesday,10:00-11:00,SUB0805,F0606,B249
TT0682,Thursday,02:00-03:00,SUB0509,F0222,A107
TT0683,Wednesday,03:00-04:00,SUB0854,F0916,B213
TT0684,Wednesday,10:00-11:00,SUB0162,F0123,B249
TT0685,Tuesday,10:00-11:00,SUB0644,F0142,B213
TT0686,Tuesday,10:00-11:00,SUB0521,F0038,B234
TT0687,Tuesday,02:00-03:00,SUB0955,F0480,B229
TT0688,Tuesday,12:15-01:15,SUB0219,F0117,B243
TT0689,Thursday,10:00-11:00,SUB0722,F0200,A150
TT0690,Friday,11:15-12:15,SUB0291,F0298,A102
TT0691,Wednesday,11:15-12:15,SUB0976,F0573,B202
TT0692,Tuesday,11:15-12:15,SUB0177,F0449,B211
TT0693,Monday,11:15-12:15,SUB0486,F0474,A148
TT0694,Thursday,02:00-03:00,SUB0309,F0711,A117
TT0695,Friday,03:00-04:00,SUB0379,F0304,A113
TT0696,Thursday,12:15-01:15,SUB0989,F0669,A130
TT0697,Friday,03:00-04:00,SUB0655,F0596,B247
TT0698,Thursday,02:00-03:00,SUB0569,F0815,B224
TT0699,Wednesday,03:00-04:00,SUB0363,F0204,B220
TT0700,Wednesday,09:00-10:00,SUB0187,F0456,A144
TT0701,Tuesday,12:15-01:15,SUB0173,F0048,B240
TT0702,Tuesday,12:15-01:15,SUB0339,F0035,B234
TT0703,Tuesday,12:15-01:15,SUB0977,F0982,B221
TT0704,Wednesday,10:00-11:00,SUB0543,F0185,A102
TT0705,Thursday,10:00-11:00,SUB0945,F0009,B225
TT0706,Wednesday,02:00-03:00,SUB0761,F0157,B220
TT0707,Wednesday,02:00-03:00,SUB0810,F0274,B225
TT0708,Friday,09:00-10:00,SUB0397,F0344,A123
TT0709,Monday,12:15-01:15,SUB0714,F0151,B208
TT0710,Friday,10:00-11:00,SUB0852,F0412,A142
TT0711,Wednesday,03:00-04:00,SUB0611,F0282,A133
TT0712,Tuesday,09:00-10:00,SUB0377,F0087,A132
TT0713,Monday,02:00-03:00,SUB0960,F0453,B223
TT0714,Tuesday,02:00-03:00,SUB0159,F0783,B244
TT0715,Monday,12:15-01:15,SUB0432,F0496,A114
TT0716,Thursday,03:00-04:00,SUB0085,F0267,A123
TT0717,Thursday,09:00-10:00,SUB0473,F0285,A111
TT0718,Thursday,10:00-11:00,SUB0470,F0730,A142
TT0719,Tuesday,12:15-01:15,SUB0170,F0063,A118
TT0720,Thursday,09:00-10:00,SUB0045,F0730,A103
TT0721,Tuesday,09:00-10:00,SUB0962,F0777,B215
TT0722,Thursday,03:00-04:00,SUB0845,F0877,B222
TT0723,Monday,11:15-12:15,SUB0411,F0909,A124
TT0724,Wednesday,12:15-01:15,SUB0821,F0643,A120
TT0725,Wednesday,11:15-12:15,SUB0582,F0046,B243
TT0726,Thursday,11:15-12:15,SUB0833,F0143,A146
TT0727,Wednesday,03:00-04:00,SUB0166,F0925,B246
TT0728,Friday,09:00-10:00,SUB0602,F0058,B210
TT0729,Monday,09:00-10:00,SUB0189,F0223,A136
TT0730,Friday,12:15-01:15,SUB0673,F0759,B249
TT0731,Monday,02:00-03:00,SUB0196,F0213,B218
TT0732,Tuesday,09:00-10:00,SUB0710,F0746,B250
TT0733,Thursday,11:15-12:15,SUB0615,F0450,A114
TT0734,Tuesday,12:15-01:15,SUB0097,F0893,A112
TT0735,Monday,10:00-11:00,SUB0592,F0921,B211
TT0736,Monday,10:00-11:00,SUB0187,F0592,B203
TT0737,Friday,10:00-11:00,SUB0016,F0480,A134
TT0738,Tuesday,09:00-10:00,SUB0421,F0194,B249
TT0739,Thursday,02:00-03:00,SUB0010,F0527,A106
TT0740,Friday,10:00-11:00,SUB0180,F0048,B249
TT0741,Friday,02:00-03:00,SUB0775,F0034,A111
TT0742,Thursday,10:00-11:00,SUB0817,F0466,A103
TT0743,Friday,11:15-12:15,SUB0009,F0407,B227
TT0744,Tuesday,03:00-04:00,SUB0549,F0011,B234
TT0745,Wednesday,03:00-04:00,SUB0368,F0260,B215
TT0746,Thursday,11:15-12:15,SUB0971,F0056,A127
TT0747,Friday,10:00-11:00,SUB0435,F0804,A118
TT0748,Monday,03:00-04:00,SUB0394,F0444,A123
TT0749,Tuesday,09:00-10:00,SUB0113,F0431,B233
TT0750,Tuesday,02:00-03:00,SUB0560,F0612,B242
TT0751,Monday,12:15-01:15,SUB0773,F0954,B235
TT0752,Tuesday,02:00-03:00,SUB0079,F0435,A143
TT0753,Wednesday,09:00-10:00,SUB0924,F0746,A115
TT0754,Thursday,12:15-01:15,SUB0825,F0243,A136
TT0755,Tuesday,12:15-01:15,SUB0322,F0628,A143
TT0756,Monday,10:00-11:00,SUB0269,F0566,A146
TT0757,Monday,03:00-04:00,SUB0807,F0001,B247
TT0758,Friday,11:15-12:15,SUB0857,F0358,B216
TT0759,Wednesday,09:00-10:00,SUB0868,F0143,B231
TT0760,Wednesday,09:00-10:00,SUB0468,F0703,B226
TT0761,Wednesday,12:15-01:15,SUB0890,F0183,B201
TT0762,Thursday,09:00-10:00,SUB0050,F0365,A114
TT0763,Monday,10:00-11:00,SUB0455,F0417,B248
TT0764,Wednesday,02:00-03:00,SUB0473,F0055,A106
TT0765,Tuesday,03:00-04:00,SUB0042,F0156,B240
TT0766,Friday,12:15-01:15,SUB0432,F0049,B207
TT0767,Thursday,10:00-11:00,SUB0145,F0356,B230
TT0768,Wednesday,10:00-11:00,SUB0844,F0322,A120
TT0769,Tuesday,10:00-11:00,SUB0463,F0037,B209
TT0770,Wednesday,11:15-12:15,SUB0432,F0314,B211
TT0771,Friday,09:00-10:00,SUB0997,F0922,B222
TT0772,Wednesday,03:00-04:00,SUB0758,F0933,B209
TT0773,Thursday,09:00-10:00,SUB0067,F0955,B235
TT0774,Wednesday,09:00-10:00,SUB0781,F0360,B230
TT0775,Thursday,10:00-11:00,SUB0522,F0670,B224
TT0776,Wednesday,11:15-12:15,SUB0327,F0464,A136
TT0777,Monday,11:15-12:15,SUB0069,F0862,A143
TT0778,Thursday,03:00-04:00,SUB0726,F0212,B217
TT0779,Wednesday,10:00-11:00,SUB0918,F0131,A144
TT0780,Tuesday,12:15-01:15,SUB0701,F0138,A144
TT0781,Friday,11:15-12:15,SUB0327,F0225,B217
TT0782,Monday,03:00-04:00,SUB0085,F0741,B207
TT0783,Monday,09:00-10:00,SUB0095,F0605,B205
TT0784,Friday,11:15-12:15,SUB0845,F0022,B229
TT0785,Thursday,02:00-03:00,SUB0537,F0819,A112
TT0786,Wednesday,12:15-01:15,SUB0677,F0253,A134
TT0787,Friday,03:00-04:00,SUB0068,F0786,B236
TT0788,Tuesday,09:00-10:00,SUB0392,F0403,B210
TT0789,Monday,03:00-04:00,SUB0470,F0708,B215
TT0790,Monday,03:00-04:00,SUB0264,F0422,A131
TT0791,Friday,10:00-11:00,SUB0457,F0189,A119
TT0792,Monday,02:00-03:00,SUB0948,F0554,A104
TT0793,Tuesday,11:15-12:15,SUB0180,F0078,B247
TT0794,Monday,10:00-11:00,SUB0167,F0726,B231
TT0795,Thursday,10:00-11:00,SUB0150,F0939,B235
TT0796,Monday,02:00-03:00,SUB0843,F0476,A132
TT0797,Thursday,12:15-01:15,SUB0659,F0897,B207
TT0798,Friday,03:00-04:00,SUB0754,F0247,B217
TT0799,Wednesday,03:00-04:00,SUB0621,F0069,B235
TT0800,Wednesday,02:00-03:00,SUB0212,F0267,B210
TT0801,Thursday,09:00-10:00,SUB0762,F0971,B249
TT0802,Thursday,12:15-01:15,SUB0434,F0205,B226
TT0803,Thursday,03:00-04:00,SUB0746,F0185,A107
TT0804,Monday,03:00-04:00,SUB0482,F0822,A119
TT0805,Thursday,09:00-10:00,SUB0757,F0123,B248
TT0806,Tuesday,11:15-12:15,SUB0939,F0233,B219
TT0807,Tuesday,03:00-04:00,SUB0055,F0935,B241
TT0808,Monday,12:15-01:15,SUB0075,F0447,B236
TT0809,Thursday,02:00-03:00,SUB0193,F0307,A138
TT0810,Monday,03:00-04:00,SUB0247,F0173,B214
TT0811,Friday,09:00-10:00,SUB0869,F0878,B231
TT0812,Friday,02:00-03:00,SUB0137,F0395,B214
TT0813,Friday,11:15-12:15,SUB0840,F0655,B234
TT0814,Friday,03:00-04:00,SUB0845,F0036,A132
TT0815,Friday,03:00-04:00,SUB0965,F0199,B243
TT0816,Monday,12:15-01:15,SUB0055,F0998,A150
TT0817,Friday,12:15-01:15,SUB0600,F0227,B238
TT0818,Wednesday,02:00-03:00,SUB0438,F0555,B209
TT0819,Monday,02:00-03:00,SUB0814,F0708,B238
TT0820,Thursday,11:15-12:15,SUB0529,F0861,A146
TT0821,Thursday,03:00-04:00,SUB0719,F0787,A116
TT0822,Monday,02:00-03:00,SUB0474,F0330,B202
TT0823,Monday,02:00-03:00,SUB0054,F0763,A115
TT0824,Monday,03:00-04:00,SUB0960,F0563,B233
TT0825,Monday,11:15-12:15,SUB0367,F0165,B211
TT0826,Monday,11:15-12:15,SUB0051,F0217,B217
TT0827,Friday,12:15-01:15,SUB0246,F0115,A105
TT0828,Monday,10:00-11:00,SUB0007,F0401,A120
TT0829,Wednesday,11:15-12:15,SUB0644,F0714,B205
TT0830,Wednesday,02:00-03:00,SUB0362,F0694,B229
TT0831,Wednesday,02:00-03:00,SUB0914,F0352,B226
TT0832,Monday,10:00-11:00,SUB0112,F0468,B206
TT0833,Wednesday,03:00-04:00,SUB0339,F0127,A129
TT0834,Friday,12:15-01:15,SUB0545,F0215,B243
TT0835,Friday,03:00-04:00,SUB0410,F0489,B236
TT0836,Friday,03:00-04:00,SUB0526,F0929,B212
TT0837,Monday,10:00-11:00,SUB0045,F0951,B209
TT0838,Wednesday,12:15-01:15,SUB0381,F0090,B222
TT0839,Wednesday,10:00-11:00,SUB0964,F0973,A109
TT0840,Wednesday,03:00-04:00,SUB0873,F0310,B208
TT0841,Friday,09:00-10:00,SUB0357,F0809,A113
TT0842,Tuesday,02:00-03:00,SUB0792,F0207,B241
TT0843,Friday,11:15-12:15,SUB0957,F0873,A106
TT0844,Wednesday,03:00-04:00,SUB0376,F0514,A101
TT0845,Friday,11:15-12:15,SUB0936,F0459,B213
TT0846,Thursday,12:15-01:15,SUB0926,F0780,A118
TT0847,Wednesday,10:00-11:00,SUB0305,F0585,B232
TT0848,Thursday,09:00-10:00,SUB0045,F0482,A118
TT0849,Monday,03:00-04:00,SUB0723,F0801,B232
TT0850,Wednesday,09:00-10:00,SUB0373,F0667,A105
TT0851,Monday,11:15-12:15,SUB0676,F0924,A118
TT0852,Monday,10:00-11:00,SUB0258,F0852,B247
TT0853,Friday,02:00-03:00,SUB0155,F0838,A129
TT0854,Monday,12:15-01:15,SUB0162,F0690,A117
TT0855,Wednesday,02:00-03:00,SUB0493,F0817,B218
TT0856,Tuesday,10:00-11:00,SUB0671,F0721,B219
TT0857,Tuesday,03:00-04:00,SUB0238,F0617,A110
TT0858,Thursday,10:00-11:00,SUB0657,F0909,A125
TT0859,Thursday,09:00-10:00,SUB0606,F0266,A116
TT0860,Tuesday,10:00-11:00,SUB0889,F0347,A122
TT0861,Wednesday,02:00-03:00,SUB0340,F0513,A143
TT0862,Thursday,10:00-11:00,SUB0874,F0464,A109
TT0863,Thursday,02:00-03:00,SUB0444,F0931,A116
TT0864,Monday,02:00-03:00,SUB0231,F0770,A133
TT0865,Thursday,11:15-12:15,SUB0373,F0362,B237
TT0866,Wednesday,03:00-04:00,SUB0802,F0329,A106
TT0867,Monday,12:15-01:15,SUB0888,F0442,B232
TT0868,Friday,09:00-10:00,SUB0134,F0845,B202
TT0869,Friday,09:00-10:00,SUB0187,F0061,B239
TT0870,Tuesday,10:00-11:00,SUB0022,F0038,B241
TT0871,Wednesday,02:00-03:00,SUB0788,F0260,A142
TT0872,Wednesday,09:00-10:00,SUB0341,F0898,A127
TT0873,Monday,02:00-03:00,SUB0835,F0611,A133
TT0874,Wednesday,10:00-11:00,SUB0088,F0869,A145
TT0875,Friday,02:00-03:00,SUB0483,F0293,B249
TT0876,Tuesday,10:00-11:00,SUB0507,F0071,A138
TT0877,Monday,12:15-01:15,SUB0413,F0089,B227
TT0878,Tuesday,11:15-12:15,SUB0682,F0142,A134
TT0879,Wednesday,03:00-04:00,SUB0198,F0271,A136
TT0880,Monday,02:00-03:00,SUB0757,F0941,A101
TT0881,Tuesday,02:00-03:00,SUB0043,F0309,A124
TT0882,Wednesday,10:00-11:00,SUB0182,F0954,B208
TT0883,Monday,10:00-11:00,SUB0398,F0918,A141
TT0884,Thursday,03:00-04:00,SUB0079,F0753,B243
TT0885,Tuesday,02:00-03:00,SUB0804,F0002,A118
TT0886,Friday,03:00-04:00,SUB0709,F0601,A148
TT0887,Friday,02:00-03:00,SUB0156,F0885,A128
TT0888,Wednesday,10:00-11:00,SUB0068,F0601,A141
TT0889,Monday,10:00-11:00,SUB0428,F0691,B229
TT0890,Monday,11:15-12:15,SUB0863,F0058,A124
TT0891,Tuesday,03:00-04:00,SUB0944,F0885,A143
TT0892,Wednesday,09:00-10:00,SUB0528,F0179,A128
TT0893,Wednesday,10:00-11:00,SUB0842,F0910,B221
TT0894,Thursday,03:00-04:00,SUB0974,F0974,B241
TT0895,Thursday,09:00-10:00,SUB0774,F0573,A134
TT0896,Thursday,11:15-12:15,SUB0592,F0328,B229
TT0897,Friday,12:15-01:15,SUB0756,F0818,A136
TT0898,Wednesday,10:00-11:00,SUB0215,F0933,A124
TT0899,Thursday,10:00-11:00,SUB0807,F0619,B230
