subject_id,subject_name,semester,credits,course_id
SUB0691,Deep Learning,2,2,C009
SUB0692,Compiler Design,3,3,C002
SUB0693,Object Oriented Programming,8,5,C010
SUB0694,Programming in C,8,5,C001
SUB0695,Digital Logic,6,3,C010
SUB0696,Programming in C,5,4,C009
SUB0697,Microprocessors,4,3,C007
SUB0698,Deep Learning,2,5,C009
SUB0699,Engineering Mathematics,6,4,C008
SUB0700,Statistics,6,5,C008
SUB0701,Algorithms,1,5,C009
SUB0702,Programming in C,8,5,C008
SUB0703,Cloud Computing,2,2,C002
SUB0704,Database Management System,2,2,C010
SUB0705,Microprocessors,4,3,C004
SUB0706,Algorithms,1,5,C005
SUB0707,Cloud Computing,8,2,C004
SUB0708,Software Engineering,8,2,C007
SUB0709,Statistics,5,4,C008
SUB0710,Data Analytics,3,2,C008
SUB0711,Artificial Intelligence,5,2,C009
SUB0712,Engineering Mathematics,2,4,C001
SUB0713,Microprocessors,3,4,C005
SUB0714,Microprocessors,8,3,C010
SUB0715,Artificial Intelligence,4,2,C001
SUB0716,Big Data,8,2,C004
SUB0717,Microprocessors,5,4,C001
SUB0718,Programming in C,1,2,C006
SUB0719,Programming in Python,8,2,C010
SUB0720,Data Structures,1,2,C002
SUB0721,Algorithms,2,5,C009
SUB0722,Programming in C,5,3,C010
SUB0723,Computer Networks,7,3,C003
SUB0724,Compiler Design,4,5,C003
SUB0725,Digital Logic,5,5,C001
SUB0726,Cyber Security,4,5,C008
SUB0727,Database Management System,2,5,C005
SUB0728,Computer Graphics,5,4,C002
SUB0729,Computer Graphics,3,5,C002
SUB0730,Programming in C,7,2,C001
SUB0731,Cyber Security,1,4,C006
SUB0732,Operating Systems,5,4,C007
SUB0733,Algorithms,5,5,C004
SUB0734,Programming in C,7,3,C009
SUB0735,Data Mining,2,4,C007
SUB0736,Operating Systems,7,3,C009
SUB0737,Machine Learning,2,2,C007
SUB0738,Data Mining,1,2,C004
SUB0739,Database Management System,8,5,C004
SUB0740,Digital Logic,6,2,C010
SUB0741,Computer Graphics,8,2,C004
SUB0742,Programming in C,7,3,C008
SUB0743,Programming in Java,8,2,C010
SUB0744,Data Structures,5,5,C006
SUB0745,Statistics,8,5,C003
SUB0746,Cyber Security,6,3,C006
SUB0747,Computer Networks,6,3,C007
SUB0748,Data Structures,7,5,C003
SUB0749,Digital Logic,5,4,C006
SUB0750,Programming in Java,3,4,C002
SUB0751,Data Mining,4,3,C003
SUB0752,Computer Graphics,1,3,C006
SUB0753,Compiler Design,1,4,C002
SUB0754,Statistics,2,3,C002
SUB0755,Data Structures,4,4,C001
SUB0756,Discrete Mathematics,3,5,C004
SUB0757,Big Data,1,5,C006
SUB0758,Software Engineering,6,3,C001
SUB0759,Compiler Design,8,4,C009
SUB0760,Software Engineering,7,2,C002
SUB0761,Cloud Computing,4,3,C002
SUB0762,Programming in C,1,2,C007
SUB0763,Engineering Mathematics,5,5,C001
SUB0764,Data Mining,3,3,C010
SUB0765,Digital Logic,4,5,C007
SUB0766,Software Engineering,7,4,C001
SUB0767,Algorithms,4,5,C009
SUB0768,Database Management System,7,2,C007
SUB0769,Cloud Computing,8,2,C007
SUB0770,Object Oriented Programming,8,3,C004
SUB0771,Cloud Computing,3,5,C008
SUB0772,Machine Learning,1,3,C002
SUB0773,Data Mining,4,3,C009
SUB0774,Data Structures,1,3,C002
SUB0775,Programming in Java,3,3,C009
SUB0776,Object Oriented Programming,7,5,C003
SUB0777,Digital Logic,5,2,C001
SUB0778,Software Engineering,7,2,C004
SUB0779,Operating Systems,3,4,C002
SUB0780,Compiler Design,1,3,C002
SUB0781,Digital Logic,3,4,C010
SUB0782,Statistics,4,4,C005
SUB0783,Compiler Design,3,5,C005
SUB0784,Digital Logic,3,2,C007
SUB0785,Object Oriented Programming,5,2,C005
SUB0786,Discrete Mathematics,5,2,C006
SUB0787,Object Oriented Programming,2,5,C006
SUB0788,Cyber Security,1,3,C009
SUB0789,Microprocessors,7,3,C001
SUB0790,Computer Graphics,5,4,C010
SUB0791,Data Structures,4,3,C010
SUB0792,Cyber Security,1,5,C008
SUB0793,Microprocessors,6,2,C009
SUB0794,Discrete Mathematics,7,4,C008
SUB0795,Operating Systems,3,4,C010
SUB0796,Discrete Mathematics,3,2,C008
SUB0797,Microprocessors,7,5,C002
SUB0798,Digital Logic,6,5,C009
SUB0799,Software Engineering,4,3,C003
SUB0800,Programming in Java,2,4,C010
SUB0801,Computer Networks,6,5,C010
SUB0802,Engineering Mathematics,8,5,C010
SUB0803,Operating Systems,5,2,C010
SUB0804,Computer Graphics,6,2,C002
SUB0805,Programming in Python,4,3,C010
SUB0806,Data Analytics,8,5,C002
SUB0807,Computer Networks,4,4,C002
SUB0808,Object Oriented Programming,7,5,C001
SUB0809,Computer Networks,4,5,C007
SUB0810,Big Data,5,5,C002
SUB0811,Machine Learning,4,3,C006
SUB0812,Programming in C,4,4,C003
SUB0813,Machine Learning,4,3,C005
SUB0814,Operating Systems,7,3,C003
SUB0815,Operating Systems,4,2,C004
SUB0816,Engineering Mathematics,3,4,C007
SUB0817,Data Analytics,5,5,C003
SUB0818,Cloud Computing,1,4,C007
SUB0819,Compiler Design,7,4,C003
SUB0820,Microprocessors,5,5,C009
SUB0821,Algorithms,8,3,C007
SUB0822,Cloud Computing,6,5,C005
SUB0823,Engineering Mathematics,8,2,C007
SUB0824,Database Management System,4,3,C003
SUB0825,Database Management System,5,5,C004
SUB0826,Machine Learning,7,5,C009
SUB0827,Algorithms,7,2,C009
SUB0828,Software Engineering,4,4,C002
SUB0829,Discrete Mathematics,1,3,C002
SUB0830,Data Structures,4,5,C008
SUB0831,Software Engineering,7,5,C005
SUB0832,Machine Learning,5,3,C010
SUB0833,Big Data,1,5,C006
SUB0834,Operating Systems,5,2,C004
SUB0835,Microprocessors,6,3,C001
SUB0836,Computer Graphics,6,4,C002
SUB0837,Microprocessors,6,4,C004
SUB0838,Compiler Design,1,3,C009
SUB0839,Artificial Intelligence,1,4,C008
SUB0840,Database Management System,5,2,C008
SUB0841,Cloud Computing,5,2,C002
SUB0842,Deep Learning,4,3,C005
SUB0843,Compiler Design,4,3,C004
SUB0844,Digital Logic,2,4,C001
SUB0845,Engineering Mathematics,7,4,C006
SUB0846,Software Engineering,7,4,C006
SUB0847,Compiler Design,8,2,C002
SUB0848,Statistics,5,2,C008
SUB0849,Digital Logic,4,4,C008
SUB0850,Artificial Intelligence,2,2,C005
SUB0851,Statistics,4,4,C010
SUB0852,Engineering Mathematics,6,5,C007
SUB0853,Algorithms,3,3,C006
SUB0854,Software Engineering,6,3,C003
SUB0855,Programming in C,7,4,C005
SUB0856,Data Mining,7,3,C001
SUB0857,Programming in Python,2,4,C004
SUB0858,Computer Graphics,8,5,C008
SUB0859,Programming in C,1,3,C009
SUB0860,Machine Learning,2,4,C003
SUB0861,Discrete Mathematics,4,3,C009
SUB0862,Database Management System,6,3,C004
SUB0863,Data Analytics,7,5,C007
SUB0864,Algorithms,5,3,C008
SUB0865,Microprocessors,7,2,C001
SUB0866,Machine Learning,1,5,C010
SUB0867,Computer Graphics,5,3,C009
SUB0868,Programming in Python,2,5,C003
SUB0869,Discrete Mathematics,8,3,C007
SUB0870,Algorithms,1,3,C005
SUB0871,Discrete Mathematics,6,4,C004
SUB0872,Statistics,7,3,C006
SUB0873,Machine Learning,1,5,C001
SUB0874,Data Analytics,4,2,C005
SUB0875,Big Data,6,3,C006
SUB0876,Data Structures,8,5,C007
SUB0877,Algorithms,2,2,C002
SUB0878,Discrete Mathematics,6,3,C009
SUB0879,Digital Logic,8,5,C009
SUB0880,Engineering Mathematics,1,5,C009
SUB0881,Machine Learning,1,5,C004
SUB0882,Cyber Security,6,5,C009
SUB0883,Big Data,3,5,C010
SUB0884,Artificial Intelligence,4,5,C001
SUB0885,Programming in C,2,3,C006
SUB0886,Software Engineering,6,4,C010
SUB0887,Cloud Computing,2,2,C007
SUB0888,Machine Learning,3,5,C003
SUB0889,Operating Systems,2,2,C008
SUB0890,Big Data,8,2,C002
SUB0891,Digital Logic,8,3,C003
SUB0892,Database Management System,7,2,C004
SUB0893,Operating Systems,3,5,C003
SUB0894,Data Structures,3,2,C004
SUB0895,Big Data,7,3,C007
SUB0896,Data Mining,8,4,C003
SUB0897,Object Oriented Programming,6,4,C001
SUB0898,Algorithms,1,5,C002
SUB0899,Data Analytics,6,4,C007
SUB0900,Data Structures,1,5,C001
SUB0901,Machine Learning,2,3,C001
SUB0902,Algorithms,6,3,C001
SUB0903,Object Oriented Programming,7,4,C009
SUB0904,Cloud Computing,4,4,C002
SUB0905,Engineering Mathematics,2,5,C009
SUB0906,Engineering Mathematics,2,2,C009
SUB0907,Database Management System,4,4,C010
SUB0908,Statistics,2,3,C009
SUB0909,Discrete Mathematics,3,4,C005
SUB0910,Computer Networks,6,2,C004
SUB0911,Digital Logic,3,2,C001
SUB0912,Engineering Mathematics,7,3,C007
SUB0913,Software Engineering,2,3,C008
SUB0914,Microprocessors,1,3,C002
SUB0915,Engineering Mathematics,2,3,C010
SUB0916,Machine Learning,7,4,C006
SUB0917,Deep Learning,5,4,C005
SUB0918,Cloud Computing,3,2,C006
SUB0919,Cyber Security,3,2,C001
SUB0920,Programming in Java,2,5,C008
SUB0921,Discrete Mathematics,5,2,C009
SUB0922,Discrete Mathematics,6,3,C002
SUB0923,Data Structures,7,2,C005
SUB0924,Cyber Security,4,3,C009
SUB0925,Programming in Python,2,2,C004
SUB0926,Programming in Python,5,2,C002
SUB0927,Statistics,5,5,C007
SUB0928,Computer Networks,2,5,C001
SUB0929,Deep Learning,7,4,C009
SUB0930,Statistics,4,5,C005
SUB0931,Machine Learning,5,4,C006
SUB0932,Data Structures,5,4,C007
SUB0933,Statistics,4,2,C004
SUB0934,Deep Learning,1,5,C007
SUB0935,Cyber Security,2,4,C010
SUB0936,Big Data,2,4,C009
SUB0937,Algorithms,4,5,C006
SUB0938,Database Management System,7,5,C002
SUB0939,Data Analytics,6,2,C010
SUB0940,Deep Learning,7,3,C007
SUB0941,Compiler Design,6,4,C003
SUB0942,Cloud Computing,3,4,C010
SUB0943,Engineering Mathematics,2,4,C002
SUB0944,Discrete Mathematics,5,2,C004
SUB0945,Cyber Security,7,4,C003
SUB0946,Statistics,2,3,C010
SUB0947,Discrete Mathematics,5,5,C007
SUB0948,Artificial Intelligence,2,5,C010
SUB0949,Database Management System,2,5,C006
SUB0950,Programming in Python,2,3,C010
SUB0951,Cyber Security,6,5,C006
SUB0952,Programming in Java,2,3,C009
SUB0953,Programming in Java,7,5,C003
SUB0954,Operating Systems,7,3,C002
SUB0955,Artificial Intelligence,4,4,C006
SUB0956,Data Mining,8,5,C003
SUB0957,Cyber Security,4,4,C001
SUB0958,Programming in Python,4,5,C005
SUB0959,Artificial Intelligence,2,4,C009
SUB0960,Database Management System,1,2,C003
SUB0961,Operating Systems,5,5,C001
SUB0962,Machine Learning,6,2,C007
SUB0963,Cyber Security,1,5,C004
SUB0964,Algorithms,7,3,C006
SUB0965,Cloud Computing,8,2,C009
SUB0966,Machine Learning,5,5,C008
SUB0967,Operating Systems,2,5,C003
SUB0968,Artificial Intelligence,6,4,C002
SUB0969,Digital Logic,1,4,C008
SUB0970,Computer Graphics,1,5,C008
SUB0971,Big Data,1,5,C006
SUB0972,Database Management System,8,2,C001
SUB0973,Object Oriented Programming,7,2,C002
SUB0974,Data Mining,6,3,C009
SUB0975,Statistics,6,4,C009
SUB0976,Data Structures,8,2,C008
SUB0977,Software Engineering,7,2,C005
SUB0978,Operating Systems,6,2,C001
SUB0979,Deep Learning,2,4,C009
SUB0980,Programming in Java,1,2,C006
SUB0981,Data Analytics,5,5,C008
SUB0982,Cyber Security,1,3,C009
SUB0983,Computer Networks,3,2,C010
SUB0984,Computer Graphics,6,3,C010
SUB0985,Operating Systems,3,4,C004
SUB0986,Cloud Computing,6,2,C007
SUB0987,Object Oriented Programming,6,5,C009
SUB0988,Cloud Computing,1,2,C002
SUB0989,Algorithms,8,5,C003
SUB0990,Statistics,7,2,C005
SUB0991,Artificial Intelligence,8,5,C006
SUB0992,Machine Learning,1,5,C003
SUB0993,Data Mining,3,5,C004
SUB0994,Data Mining,7,3,C002
SUB0995,Operating Systems,2,5,C005
SUB0996,Programming in Java,6,3,C006
SUB0997,Programming in C,5,3,C009
SUB0998,Artificial Intelligence,3,5,C001
SUB0999,Data Mining,6,4,C007
SUB1000,Cyber Security,2,4,C004
