attendance_id,student_id,subject_id,date,status
10672,S0642,SUB0638,2025-09-18,Absent
10673,S0683,SUB0942,2026-05-21,Leave
10674,S0558,SUB0808,2026-02-24,Absent
10675,S0643,SUB0238,2026-05-04,Absent
10676,S0141,SUB0882,2025-10-17,Absent
10677,S0951,SUB0691,2026-05-12,Absent
10678,S0864,SUB0291,2026-07-12,Leave
10679,S0275,SUB0883,2026-02-28,Absent
10680,S0616,SUB0366,2025-07-30,Present
10681,S0845,SUB0050,2026-07-15,Leave
10682,S0023,SUB0099,2025-09-04,Absent
10683,S0408,SUB0001,2026-01-05,Leave
10684,S0034,SUB0140,2025-12-24,Absent
10685,S0939,SUB0784,2025-09-26,Leave
10686,S0969,SUB0732,2025-09-28,Present
10687,S0371,SUB0068,2026-06-19,Absent
10688,S0632,SUB0671,2026-01-22,Leave
10689,S0975,SUB0340,2025-12-02,Leave
10690,S0171,SUB0934,2025-12-12,Present
10691,S0453,SUB0553,2025-09-17,Absent
10692,S0364,SUB0601,2026-05-18,Present
10693,S0979,SUB0485,2025-11-02,Absent
10694,S0587,SUB0117,2026-05-05,Present
10695,S0740,SUB0696,2025-12-08,Absent
10696,S0197,SUB0525,2025-10-01,Present
10697,S0269,SUB0165,2025-10-26,Absent
10698,S0255,SUB0183,2025-12-13,Leave
10699,S0310,SUB0933,2026-07-08,Absent
10700,S0859,SUB0289,2026-03-25,Leave
10701,S0670,SUB0764,2025-10-27,Absent
10702,S0373,SUB0957,2025-12-16,Present
10703,S0782,SUB0660,2025-09-17,Leave
10704,S0859,SUB0442,2025-07-23,Leave
10705,S0458,SUB0843,2025-09-06,Absent
10706,S0551,SUB0592,2025-10-16,Absent
10707,S0108,SUB0709,2025-08-11,Leave
10708,S0546,SUB0927,2025-09-24,Present
10709,S0094,SUB0247,2025-08-27,Present
10710,S0385,SUB0864,2026-02-27,Leave
10711,S0436,SUB0445,2025-08-30,Absent
10712,S0504,SUB0274,2026-07-02,Absent
10713,S0370,SUB0767,2025-10-08,Present
10714,S0699,SUB0973,2026-01-08,Absent
10715,S0809,SUB0967,2026-03-15,Present
10716,S0990,SUB0800,2026-06-08,Present
10717,S0784,SUB0511,2026-01-27,Present
10718,S0969,SUB0344,2025-07-18,Absent
10719,S0224,SUB0531,2025-11-05,Absent
10720,S0369,SUB0339,2026-07-06,Absent
10721,S0739,SUB0168,2026-07-16,Present
10722,S0769,SUB0439,2025-11-24,Present
10723,S0808,SUB0205,2026-05-16,Absent
10724,S0956,SUB0301,2026-07-05,Present
10725,S0816,SUB0807,2025-12-30,Absent
10726,S0148,SUB0965,2026-05-21,Absent
10727,S0959,SUB0421,2026-05-16,Present
10728,S0721,SUB0626,2026-02-26,Present
10729,S0503,SUB0516,2025-08-09,Leave
10730,S0612,SUB0556,2026-07-01,Leave
10731,S0990,SUB0533,2026-01-06,Absent
10732,S0424,SUB0188,2026-02-20,Absent
10733,S0263,SUB0193,2025-10-27,Absent
10734,S0726,SUB0380,2025-11-07,Present
10735,S0267,SUB0112,2026-01-30,Present
10736,S0776,SUB0431,2025-11-27,Leave
10737,S0394,SUB0088,2026-07-09,Absent
10738,S0141,SUB0533,2026-01-09,Absent
10739,S0517,SUB0187,2026-03-05,Absent
10740,S0756,SUB0614,2026-04-17,Absent
10741,S0159,SUB0059,2026-01-09,Present
10742,S0780,SUB0795,2026-07-09,Present
10743,S0117,SUB0918,2026-04-29,Absent
10744,S0141,SUB0123,2026-01-24,Present
10745,S0326,SUB0742,2025-07-25,Leave
10746,S0129,SUB0281,2025-11-27,Leave
10747,S0204,SUB0199,2026-02-04,Present
10748,S0342,SUB0971,2026-06-19,Absent
10749,S0665,SUB0020,2026-02-12,Absent
10750,S0690,SUB0641,2026-05-15,Absent
10751,S0263,SUB0648,2026-01-18,Absent
10752,S0368,SUB0004,2025-09-02,Leave
10753,S0215,SUB0893,2026-01-07,Leave
10754,S0233,SUB0100,2025-07-28,Absent
10755,S0071,SUB0945,2026-03-19,Leave
10756,S0395,SUB0194,2026-05-20,Present
10757,S0184,SUB0412,2025-07-17,Present
10758,S0394,SUB0756,2025-11-14,Leave
10759,S0709,SUB0503,2025-10-11,Present
10760,S0862,SUB0132,2026-05-18,Leave
10761,S0304,SUB0412,2026-01-18,Leave
10762,S0874,SUB0428,2025-07-29,Absent
10763,S0451,SUB0360,2025-08-09,Leave
10764,S0701,SUB0107,2026-01-17,Present
10765,S0047,SUB0109,2026-01-30,Present
10766,S0935,SUB0740,2026-07-06,Absent
10767,S0278,SUB0827,2025-11-03,Present
10768,S0688,SUB0914,2026-01-24,Absent
10769,S0222,SUB0707,2025-09-16,Present
10770,S0250,SUB0865,2025-08-06,Present
10771,S0811,SUB0205,2025-09-11,Present
10772,S0043,SUB0535,2026-06-05,Absent
10773,S0350,SUB0370,2026-03-29,Leave
10774,S0999,SUB0606,2026-06-28,Present
10775,S0732,SUB0366,2026-01-18,Present
10776,S0519,SUB0326,2026-06-25,Leave
10777,S0107,SUB0712,2025-08-23,Leave
10778,S0247,SUB0198,2025-09-22,Present
10779,S0663,SUB0617,2026-01-15,Absent
10780,S0729,SUB0692,2025-08-21,Present
10781,S0967,SUB0677,2025-12-22,Absent
10782,S0297,SUB0163,2026-07-10,Absent
10783,S0833,SUB0142,2026-04-07,Absent
10784,S0835,SUB0335,2026-03-23,Absent
10785,S0879,SUB0596,2025-09-14,Leave
10786,S0012,SUB0035,2026-03-02,Present
10787,S0348,SUB0680,2025-10-28,Present
10788,S0753,SUB0428,2025-09-30,Leave
10789,S0842,SUB0050,2026-02-26,Leave
10790,S0855,SUB0894,2026-07-04,Leave
10791,S0979,SUB0657,2026-02-06,Present
10792,S0514,SUB0710,2026-07-05,Absent
10793,S0430,SUB0175,2025-11-18,Absent
10794,S0448,SUB0796,2025-12-30,Leave
10795,S0638,SUB0011,2025-12-01,Absent
10796,S0458,SUB0253,2026-07-03,Absent
10797,S0067,SUB0399,2026-04-26,Leave
10798,S0797,SUB0577,2025-12-06,Present
10799,S0348,SUB0979,2026-06-15,Absent
10800,S0545,SUB0713,2025-08-14,Absent
10801,S0942,SUB0051,2025-11-23,Absent
10802,S0477,SUB0214,2026-06-05,Present
10803,S0689,SUB0036,2026-01-17,Absent
10804,S0783,SUB0832,2026-04-15,Absent
10805,S0476,SUB0572,2026-07-05,Leave
10806,S0998,SUB0397,2025-11-18,Present
10807,S0868,SUB0380,2025-10-07,Absent
10808,S0148,SUB0562,2026-04-24,Present
10809,S0500,SUB0923,2026-05-22,Present
10810,S0167,SUB0934,2026-07-02,Absent
10811,S0139,SUB0094,2026-07-06,Absent
10812,S0613,SUB0028,2026-04-02,Absent
10813,S0445,SUB0528,2026-05-19,Present
10814,S0273,SUB0396,2025-08-05,Absent
10815,S0095,SUB0318,2026-03-29,Present
10816,S0072,SUB0786,2025-10-28,Leave
10817,S0028,SUB0973,2025-08-27,Absent
10818,S0376,SUB0689,2026-02-05,Leave
10819,S0424,SUB0936,2025-12-09,Present
10820,S0070,SUB0115,2025-12-11,Leave
10821,S0506,SUB0764,2026-04-06,Present
10822,S0328,SUB0643,2026-06-25,Absent
10823,S0114,SUB0388,2026-04-08,Absent
10824,S0058,SUB0917,2025-10-27,Leave
10825,S0382,SUB0991,2026-05-05,Leave
10826,S0208,SUB0742,2025-08-26,Leave
10827,S0582,SUB0133,2025-07-25,Leave
10828,S0715,SUB0376,2026-06-29,Present
10829,S0368,SUB0498,2026-02-26,Present
10830,S0694,SUB0781,2025-08-05,Absent
10831,S0472,SUB0351,2026-02-09,Leave
10832,S0579,SUB0473,2025-11-26,Present
10833,S0543,SUB0722,2025-09-18,Absent
10834,S0286,SUB0261,2025-09-25,Absent
10835,S0325,SUB0562,2026-06-19,Leave
10836,S0949,SUB0959,2025-07-19,Present
10837,S0140,SUB0152,2026-01-25,Absent
10838,S0973,SUB0730,2026-07-01,Absent
10839,S0059,SUB0936,2025-10-11,Absent
10840,S0294,SUB0206,2025-08-27,Absent
10841,S0649,SUB0849,2026-04-12,Present
10842,S0570,SUB0106,2026-02-18,Present
10843,S0277,SUB0978,2026-03-26,Absent
10844,S0308,SUB0074,2025-10-13,Present
10845,S0353,SUB0704,2026-02-24,Leave
10846,S0218,SUB0548,2025-10-15,Present
10847,S0134,SUB0691,2026-06-02,Leave
10848,S0060,SUB0774,2025-10-09,Absent
10849,S0904,SUB0952,2026-06-18,Absent
10850,S0280,SUB0446,2026-02-04,Leave
10851,S0644,SUB0586,2025-08-09,Leave
10852,S0239,SUB0057,2025-07-27,Leave
10853,S0305,SUB0382,2025-08-02,Absent
10854,S0658,SUB0477,2026-07-02,Present
10855,S1000,SUB0467,2026-05-13,Absent
10856,S0400,SUB0549,2025-10-30,Absent
10857,S0728,SUB0284,2026-07-15,Present
10858,S0252,SUB0081,2025-10-22,Absent
10859,S0125,SUB0776,2026-02-13,Leave
10860,S0097,SUB0982,2026-02-18,Leave
10861,S0068,SUB0762,2025-10-12,Absent
10862,S0451,SUB0330,2026-05-20,Absent
10863,S0504,SUB0354,2026-04-03,Present
10864,S0843,SUB0019,2026-02-20,Leave
10865,S0535,SUB0967,2026-07-13,Leave
10866,S0560,SUB0854,2026-03-14,Present
10867,S0335,SUB0462,2026-04-02,Present
10868,S0012,SUB0424,2026-04-05,Leave
10869,S0743,SUB0093,2026-05-21,Absent
10870,S0688,SUB0899,2026-01-01,Leave
10871,S0566,SUB0589,2025-07-19,Present
10872,S0349,SUB0969,2025-09-03,Leave
10873,S0881,SUB0673,2026-06-06,Present
10874,S0672,SUB0022,2025-08-31,Present
10875,S0418,SUB0962,2026-01-12,Leave
10876,S0246,SUB0980,2025-08-18,Leave
10877,S0911,SUB0741,2026-05-03,Absent
10878,S0917,SUB0098,2026-02-12,Leave
10879,S0201,SUB0926,2026-05-01,Leave
10880,S0004,SUB0759,2025-11-19,Absent
10881,S0117,SUB0740,2025-11-14,Leave
10882,S0153,SUB0345,2025-08-13,Leave
10883,S0797,SUB0515,2026-02-21,Absent
10884,S0074,SUB0414,2026-06-18,Absent
10885,S0800,SUB0582,2026-06-11,Present
10886,S0225,SUB0964,2026-01-13,Absent
10887,S0844,SUB0566,2026-03-22,Present
10888,S0764,SUB0891,2025-12-11,Leave
10889,S0515,SUB0084,2025-09-22,Leave
10890,S0777,SUB0741,2026-03-18,Absent
10891,S0011,SUB0557,2026-02-20,Absent
10892,S0310,SUB0981,2026-05-11,Leave
10893,S0784,SUB0341,2025-07-20,Absent
10894,S0937,SUB0352,2026-01-21,Present
10895,S0660,SUB0862,2026-04-04,Present
10896,S0332,SUB0915,2026-03-11,Absent
10897,S0003,SUB0866,2026-04-03,Absent
10898,S0121,SUB0749,2026-07-15,Leave
10899,S0881,SUB0233,2025-10-23,Present
10900,S0969,SUB0396,2025-09-07,Present
10901,S0596,SUB0439,2025-08-24,Absent
10902,S0950,SUB0619,2025-10-12,Absent
10903,S0001,SUB0848,2026-04-07,Absent
10904,S0733,SUB0948,2025-11-17,Present
10905,S0025,SUB0540,2025-11-24,Present
10906,S0215,SUB0506,2026-02-11,Present
10907,S0749,SUB0428,2025-10-14,Leave
10908,S0945,SUB0601,2025-12-28,Absent
10909,S0907,SUB0232,2026-06-17,Present
10910,S0073,SUB0214,2025-12-27,Present
10911,S0824,SUB0211,2026-05-24,Absent
10912,S0760,SUB0138,2026-03-03,Leave
10913,S0359,SUB0229,2025-07-21,Absent
10914,S0335,SUB0772,2026-02-01,Absent
10915,S0036,SUB0505,2025-12-07,Present
10916,S0225,SUB0349,2025-11-13,Leave
10917,S0071,SUB0513,2025-12-16,Absent
10918,S0941,SUB0203,2026-04-26,Absent
10919,S0165,SUB0290,2025-07-19,Leave
10920,S0434,SUB0267,2026-04-27,Leave
10921,S0454,SUB0466,2025-09-06,Present
10922,S0731,SUB0221,2025-09-24,Present
10923,S0943,SUB0974,2025-10-13,Present
10924,S0721,SUB0174,2026-02-22,Leave
10925,S0971,SUB0484,2026-04-28,Absent
10926,S0820,SUB0398,2025-08-03,Absent
10927,S0327,SUB0606,2026-01-07,Leave
10928,S0263,SUB0862,2025-09-05,Present
10929,S0555,SUB0873,2025-12-29,Leave
10930,S0255,SUB0156,2026-05-02,Absent
10931,S0335,SUB0080,2026-05-09,Absent
10932,S0567,SUB0739,2026-04-05,Absent
10933,S0387,SUB0587,2025-08-01,Present
10934,S0816,SUB0926,2025-12-20,Present
10935,S0741,SUB0857,2026-02-21,Present
10936,S0506,SUB0170,2026-04-30,Absent
10937,S0713,SUB0807,2025-08-03,Present
10938,S0968,SUB0754,2025-09-03,Leave
10939,S0347,SUB0337,2026-03-16,Leave
10940,S0322,SUB0732,2025-10-14,Absent
10941,S0546,SUB0271,2025-08-12,Leave
10942,S0199,SUB0976,2026-05-29,Leave
10943,S0328,SUB0833,2025-11-04,Leave
10944,S0624,SUB0287,2025-08-19,Absent
10945,S0287,SUB0035,2026-06-27,Leave
10946,S0474,SUB0816,2025-07-29,Present
10947,S0907,SUB0824,2025-08-30,Leave
10948,S0491,SUB0952,2026-05-16,Absent
10949,S0428,SUB0780,2025-08-21,Absent
10950,S0560,SUB0656,2026-04-28,Leave
10951,S0314,SUB0995,2026-04-11,Present
10952,S0907,SUB0111,2026-01-04,Leave
10953,S0989,SUB0330,2025-09-20,Absent
10954,S0115,SUB0962,2026-02-10,Leave
10955,S0604,SUB0520,2026-03-16,Leave
10956,S0102,SUB0386,2025-08-22,Leave
10957,S0956,SUB0362,2026-06-12,Absent
10958,S0563,SUB0312,2026-06-28,Present
10959,S0968,SUB0314,2025-07-31,Leave
10960,S0074,SUB0255,2026-04-04,Present
10961,S0774,SUB0907,2026-04-26,Present
10962,S0755,SUB0739,2026-05-13,Absent
10963,S0900,SUB0653,2026-05-03,Present
10964,S0769,SUB0029,2025-10-10,Present
10965,S0502,SUB0490,2026-04-14,Present
10966,S0020,SUB0763,2026-02-24,Absent
10967,S0028,SUB0829,2025-11-26,Absent
10968,S0695,SUB0532,2026-04-25,Present
10969,S0746,SUB0606,2025-07-24,Absent
10970,S0541,SUB0741,2026-01-15,Present
10971,S0403,SUB0602,2026-07-04,Present
10972,S0908,SUB0386,2026-05-19,Leave
10973,S0141,SUB0036,2026-01-16,Present
10974,S0425,SUB0980,2025-08-24,Absent
10975,S0513,SUB0587,2026-02-24,Absent
10976,S0055,SUB0908,2025-10-07,Present
10977,S0225,SUB0039,2025-09-07,Leave
10978,S0900,SUB0053,2026-02-15,Present
10979,S0707,SUB0429,2025-12-23,Present
10980,S0245,SUB0095,2026-05-04,Absent
10981,S0616,SUB0890,2025-10-08,Absent
10982,S0220,SUB0636,2025-11-10,Absent
10983,S0979,SUB0052,2025-09-23,Present
10984,S0061,SUB0078,2026-07-16,Leave
10985,S0942,SUB0945,2026-03-17,Leave
10986,S0756,SUB0116,2025-12-21,Absent
10987,S0087,SUB0104,2025-08-07,Absent
10988,S0849,SUB0387,2025-07-23,Absent
10989,S0204,SUB0802,2025-07-17,Absent
10990,S0140,SUB0325,2026-04-10,Leave
10991,S0032,SUB0190,2025-09-29,Present
10992,S0313,SUB0502,2026-05-29,Leave
10993,S0160,SUB0482,2026-03-16,Present
10994,S0788,SUB0693,2026-03-04,Present
10995,S0442,SUB0982,2025-11-28,Present
10996,S0664,SUB0123,2025-08-16,Leave
10997,S0898,SUB0767,2026-06-16,Present
10998,S0488,SUB0015,2025-09-12,Absent
10999,S0466,SUB0628,2026-07-02,Leave
11000,S0529,SUB0758,2026-01-19,Leave
11001,S0760,SUB0351,2026-03-24,Absent
11002,S0195,SUB0444,2026-01-21,Leave
11003,S0041,SUB0666,2026-07-01,Absent
11004,S0685,SUB0759,2026-05-28,Leave
11005,S0496,SUB0645,2026-01-22,Present
11006,S0646,SUB0267,2026-01-24,Present
11007,S0232,SUB0254,2026-01-14,Present
11008,S0169,SUB0814,2025-10-25,Present
11009,S0312,SUB0773,2026-03-03,Present
11010,S0192,SUB0660,2025-08-24,Leave
11011,S0876,SUB0074,2026-01-11,Absent
11012,S0178,SUB0748,2025-09-13,Absent
11013,S0622,SUB0634,2025-07-21,Present
11014,S0889,SUB0583,2025-10-05,Present
11015,S0950,SUB0371,2025-08-02,Present
11016,S0460,SUB0767,2025-11-07,Leave
11017,S0442,SUB0601,2026-05-01,Leave
11018,S0524,SUB0189,2025-09-09,Leave
11019,S0055,SUB0743,2026-03-31,Absent
11020,S0195,SUB0346,2025-10-09,Present
11021,S0736,SUB0219,2026-03-20,Present
11022,S0496,SUB0496,2026-04-11,Present
11023,S0733,SUB0863,2025-11-21,Leave
11024,S0535,SUB0210,2025-12-25,Absent
11025,S0242,SUB0925,2025-09-19,Present
11026,S0694,SUB0222,2026-06-28,Leave
11027,S0341,SUB0015,2026-02-01,Present
11028,S0611,SUB0486,2026-05-07,Absent
11029,S0372,SUB0394,2026-03-23,Absent
11030,S0634,SUB0111,2026-05-11,Leave
11031,S0368,SUB0518,2025-10-31,Leave
11032,S0377,SUB0040,2025-11-18,Present
11033,S0420,SUB0356,2026-06-07,Leave
11034,S0166,SUB0058,2026-01-01,Absent
11035,S0855,SUB0007,2025-11-01,Present
11036,S0909,SUB0505,2025-11-01,Absent
11037,S0327,SUB0631,2026-02-24,Present
11038,S0060,SUB0987,2025-11-12,Absent
11039,S0143,SUB0982,2026-05-10,Present
11040,S0597,SUB0037,2025-10-24,Present
11041,S0075,SUB0502,2025-12-24,Absent
11042,S0887,SUB0135,2026-02-07,Leave
11043,S0178,SUB0353,2025-10-01,Leave
11044,S0961,SUB0606,2026-07-07,Leave
11045,S0554,SUB0486,2025-07-26,Absent
11046,S0373,SUB0565,2026-01-16,Absent
11047,S0208,SUB0370,2026-05-08,Leave
11048,S0090,SUB0050,2025-08-16,Present
11049,S0581,SUB0849,2025-09-12,Leave
11050,S0671,SUB0056,2026-05-20,Leave
11051,S0235,SUB0077,2025-09-26,Leave
11052,S0383,SUB0092,2025-11-06,Leave
11053,S0854,SUB0707,2025-09-27,Absent
11054,S0599,SUB0619,2025-10-07,Absent
11055,S0068,SUB0800,2026-03-27,Absent
11056,S0947,SUB0897,2026-01-18,Absent
11057,S0235,SUB0267,2026-04-08,Present
11058,S0186,SUB0787,2026-02-26,Absent
11059,S0047,SUB0934,2025-08-15,Leave
11060,S0024,SUB0096,2025-10-12,Present
11061,S0401,SUB0827,2025-11-05,Present
11062,S0817,SUB0775,2025-08-01,Absent
11063,S0090,SUB0698,2026-03-22,Leave
11064,S0441,SUB0573,2026-01-29,Leave
11065,S0389,SUB0527,2026-03-28,Absent
11066,S0220,SUB0510,2026-05-21,Present
11067,S0361,SUB0567,2025-10-25,Absent
11068,S0100,SUB0271,2025-09-30,Leave
11069,S0733,SUB0808,2026-06-23,Leave
11070,S0950,SUB0837,2026-03-07,Absent
11071,S0030,SUB0912,2026-03-22,Leave
11072,S0468,SUB0713,2026-01-14,Leave
11073,S0375,SUB0017,2025-08-18,Present
11074,S0320,SUB0095,2026-01-29,Present
11075,S0603,SUB0273,2026-02-18,Present
11076,S0940,SUB0057,2025-11-06,Present
11077,S0122,SUB0198,2025-12-24,Present
11078,S0127,SUB0930,2026-05-31,Present
11079,S0249,SUB0320,2026-07-05,Leave
11080,S0197,SUB0761,2025-10-22,Leave
11081,S0792,SUB0215,2026-06-21,Absent
11082,S0662,SUB0984,2026-01-09,Absent
11083,S0106,SUB0621,2025-07-31,Leave
11084,S0749,SUB0948,2025-10-01,Leave
11085,S0790,SUB0797,2025-10-23,Leave
11086,S0842,SUB0883,2026-02-28,Absent
11087,S0772,SUB0448,2026-03-25,Absent
11088,S0634,SUB0461,2025-12-21,Absent
11089,S0694,SUB0607,2025-10-30,Leave
11090,S0598,SUB0082,2026-02-24,Absent
11091,S0204,SUB0269,2026-07-12,Leave
11092,S0177,SUB0729,2025-12-01,Present
11093,S0969,SUB0741,2026-01-27,Absent
11094,S0156,SUB0423,2025-12-25,Leave
11095,S0746,SUB0257,2025-12-02,Leave
11096,S0702,SUB0547,2025-10-08,Leave
11097,S0816,SUB0040,2025-09-26,Absent
11098,S0153,SUB0694,2026-04-09,Present
11099,S0530,SUB0112,2026-07-10,Leave
11100,S0587,SUB0743,2025-10-26,Present
11101,S0654,SUB0677,2025-07-17,Absent
11102,S0109,SUB0647,2025-09-03,Leave
11103,S0854,SUB0070,2025-12-23,Absent
11104,S0273,SUB0569,2026-05-03,Absent
11105,S0220,SUB0516,2026-02-18,Absent
11106,S0202,SUB0747,2025-11-10,Absent
11107,S0700,SUB0004,2026-03-30,Leave
11108,S0725,SUB0317,2026-05-13,Leave
11109,S0166,SUB0151,2026-01-21,Absent
11110,S0369,SUB0647,2026-04-05,Absent
11111,S0767,SUB0388,2025-12-22,Absent
11112,S0391,SUB0592,2025-09-04,Absent
11113,S0141,SUB0425,2026-05-21,Leave
11114,S0448,SUB0664,2026-04-26,Absent
11115,S0529,SUB0805,2025-12-19,Absent
11116,S0165,SUB0542,2026-01-09,Leave
11117,S0792,SUB0428,2026-02-23,Absent
11118,S0861,SUB0805,2025-12-25,Present
11119,S0962,SUB0008,2025-10-11,Present
11120,S0512,SUB0177,2025-08-17,Leave
11121,S0908,SUB0146,2025-09-09,Absent
11122,S0288,SUB0853,2026-03-28,Absent
11123,S0814,SUB0577,2026-06-03,Absent
11124,S0897,SUB0588,2026-02-28,Absent
11125,S0914,SUB0393,2025-08-17,Present
11126,S0287,SUB0699,2025-11-11,Leave
11127,S0264,SUB0751,2026-05-05,Leave
11128,S0265,SUB0123,2026-05-30,Present
11129,S0388,SUB0325,2026-05-26,Absent
11130,S0083,SUB0524,2026-02-19,Present
11131,S0668,SUB0305,2025-09-12,Present
11132,S0328,SUB0297,2025-10-16,Present
11133,S0243,SUB0837,2026-06-05,Absent
11134,S0546,SUB0983,2025-11-04,Leave
11135,S0206,SUB0713,2026-02-15,Absent
11136,S0520,SUB0009,2025-12-26,Leave
11137,S0376,SUB0433,2026-02-06,Leave
11138,S0275,SUB0382,2026-06-03,Absent
11139,S0590,SUB0146,2026-06-02,Leave
11140,S0758,SUB0370,2026-05-26,Present
11141,S0249,SUB0773,2025-12-07,Present
11142,S0314,SUB0940,2026-07-02,Absent
11143,S0055,SUB0624,2025-09-16,Leave
11144,S0960,SUB0817,2026-05-26,Leave
11145,S0959,SUB0958,2025-07-28,Absent
11146,S0496,SUB0699,2025-11-20,Absent
11147,S0197,SUB0597,2025-11-26,Leave
11148,S0573,SUB0877,2026-05-14,Absent
11149,S0721,SUB0914,2025-11-17,Leave
11150,S0132,SUB0749,2025-09-02,Present
11151,S0691,SUB0073,2026-06-26,Present
11152,S0130,SUB0208,2025-11-05,Absent
11153,S0243,SUB0577,2026-05-21,Absent
11154,S0232,SUB0143,2026-06-06,Absent
11155,S0041,SUB0472,2026-04-29,Leave
11156,S0307,SUB0732,2026-06-29,Absent
11157,S0716,SUB0993,2026-06-30,Leave
11158,S0843,SUB0971,2026-01-06,Present
11159,S0799,SUB0744,2025-09-17,Leave
11160,S0274,SUB0841,2025-08-28,Absent
11161,S0143,SUB0758,2025-11-07,Absent
11162,S0754,SUB0233,2025-10-11,Absent
11163,S0066,SUB0833,2026-05-22,Present
11164,S0270,SUB0988,2025-12-05,Leave
11165,S0276,SUB0698,2026-02-11,Present
11166,S0285,SUB0128,2025-09-19,Present
11167,S0990,SUB0577,2026-01-07,Leave
11168,S0683,SUB0380,2025-07-28,Present
11169,S0716,SUB0021,2025-12-11,Absent
11170,S0782,SUB0703,2026-02-10,Leave
11171,S0883,SUB0444,2025-10-22,Absent
11172,S0109,SUB0373,2025-09-01,Present
11173,S0130,SUB0595,2026-07-06,Present
11174,S0287,SUB0972,2026-02-06,Leave
11175,S0421,SUB0353,2025-11-08,Absent
11176,S0355,SUB0201,2026-01-03,Present
11177,S0629,SUB0979,2025-11-03,Absent
11178,S0131,SUB0971,2026-03-19,Leave
11179,S0547,SUB0112,2026-01-28,Absent
11180,S0538,SUB0618,2026-07-08,Leave
11181,S0612,SUB0730,2025-12-15,Absent
11182,S0572,SUB0730,2025-10-12,Leave
11183,S0546,SUB0162,2025-11-25,Absent
11184,S0672,SUB0557,2026-05-17,Present
11185,S0472,SUB0585,2025-11-03,Present
11186,S0091,SUB0525,2025-09-17,Absent
11187,S0226,SUB0422,2025-10-10,Leave
11188,S0800,SUB0876,2026-01-07,Absent
11189,S0702,SUB0623,2026-06-14,Present
11190,S0079,SUB0006,2025-10-27,Present
11191,S0786,SUB0689,2026-03-11,Absent
11192,S0793,SUB0901,2025-10-28,Leave
11193,S0716,SUB0329,2026-03-14,Present
11194,S0506,SUB0485,2025-09-19,Present
11195,S0779,SUB0965,2026-07-14,Absent
11196,S0853,SUB0389,2025-12-09,Absent
11197,S0129,SUB0266,2025-10-02,Absent
11198,S0083,SUB0413,2026-04-08,Leave
11199,S0882,SUB0388,2026-05-23,Leave
11200,S0089,SUB0073,2026-05-16,Absent
11201,S0882,SUB0611,2026-07-16,Absent
11202,S0573,SUB0189,2026-05-12,Present
11203,S0171,SUB0618,2025-12-01,Absent
11204,S0523,SUB0573,2026-04-17,Leave
11205,S0746,SUB0095,2025-11-04,Leave
11206,S0047,SUB0881,2026-05-05,Present
11207,S0030,SUB0091,2026-03-15,Absent
11208,S0696,SUB0388,2026-05-27,Leave
11209,S0277,SUB0268,2025-10-17,Present
11210,S0572,SUB0720,2026-04-23,Leave
11211,S0426,SUB0934,2025-11-20,Present
11212,S0237,SUB0948,2025-10-01,Leave
11213,S0880,SUB0145,2026-04-02,Present
11214,S0267,SUB0248,2025-08-18,Leave
11215,S0529,SUB0560,2026-01-24,Leave
11216,S0608,SUB0925,2025-11-09,Present
11217,S0942,SUB0495,2026-03-03,Leave
11218,S0774,SUB0178,2025-11-04,Present
11219,S0386,SUB0256,2026-07-05,Present
11220,S0819,SUB0483,2026-02-04,Absent
11221,S0924,SUB0212,2026-03-12,Absent
11222,S0208,SUB0478,2025-09-27,Present
11223,S0664,SUB0673,2026-01-02,Present
11224,S0752,SUB0489,2026-01-08,Leave
11225,S0836,SUB0875,2025-10-11,Absent
11226,S0994,SUB0740,2026-06-28,Absent
11227,S0301,SUB0911,2026-06-25,Absent
11228,S0812,SUB0105,2026-07-01,Leave
11229,S0985,SUB0457,2025-07-29,Absent
11230,S0883,SUB0466,2026-05-11,Leave
11231,S0837,SUB0426,2025-09-21,Absent
11232,S0129,SUB0978,2026-07-08,Absent
11233,S0611,SUB0590,2025-09-13,Leave
11234,S0937,SUB0547,2026-03-15,Leave
11235,S0094,SUB0153,2026-03-13,Absent
11236,S0545,SUB0447,2026-02-26,Absent
11237,S0125,SUB0394,2026-06-29,Present
11238,S0995,SUB0548,2026-04-18,Absent
11239,S0587,SUB0245,2025-12-29,Leave
11240,S0534,SUB0333,2026-01-15,Present
11241,S0100,SUB0723,2025-07-21,Leave
11242,S0993,SUB0745,2025-12-11,Leave
11243,S0426,SUB0672,2026-05-22,Leave
11244,S0720,SUB0384,2025-12-09,Absent
11245,S0450,SUB0181,2026-05-05,Absent
11246,S0564,SUB0310,2025-12-23,Present
11247,S0143,SUB0017,2026-07-14,Present
11248,S0732,SUB0876,2025-10-13,Absent
11249,S0367,SUB0152,2026-05-30,Present
11250,S0641,SUB0712,2026-05-28,Leave
11251,S0678,SUB0810,2026-05-27,Leave
11252,S0498,SUB0495,2026-01-29,Leave
11253,S0918,SUB0472,2025-09-24,Absent
11254,S0738,SUB0941,2026-01-26,Leave
11255,S0189,SUB0351,2026-06-23,Leave
11256,S0231,SUB0193,2026-02-24,Present
11257,S0147,SUB0923,2026-02-17,Absent
11258,S0215,SUB0351,2026-03-04,Absent
11259,S0166,SUB0420,2026-03-21,Present
11260,S0646,SUB0837,2025-09-02,Present
11261,S0311,SUB0345,2026-04-03,Leave
