placement_id,student_id,company_name,job_role,package_lpa,placement_year
P0556,S0556,HCL,Data Analyst,38,2025
P0557,S0557,IBM,Cloud Engineer,25,2025
P0558,S0558,Oracle,ML Engineer,5,2026
P0559,S0559,Capgemini,Software Engineer,26,2026
P0560,S0560,TCS,Data Analyst,7,2026
P0561,S0561,Cisco,Software Engineer,20,2025
P0562,S0562,Wipro,Cloud Engineer,34,2026
P0563,S0563,IBM,Data Analyst,6,2025
P0564,S0564,TCS,Backend Developer,8,2025
P0565,S0565,Google,Data Engineer,7,2025
P0566,S0566,Infosys,Data Engineer,13,2026
P0567,S0567,Microsoft,Data Analyst,38,2025
P0568,S0568,Capgemini,Cloud Engineer,36,2025
P0569,S0569,HCL,Data Analyst,29,2025
P0570,S0570,IBM,Software Engineer,38,2024
P0571,S0571,Deloitte,ML Engineer,31,2026
P0572,S0572,Capgemini,Backend Developer,7,2025
P0573,S0573,Intel,Data Analyst,15,2025
P0574,S0574,Deloitte,Software Engineer,30,2026
P0575,S0575,IBM,Software Engineer,10,2025
P0576,S0576,HCL,Cloud Engineer,16,2026
P0577,S0577,TCS,Backend Developer,31,2026
P0578,S0578,Adobe,Software Engineer,28,2025
P0579,S0579,Deloitte,Data Engineer,10,2024
P0580,S0580,Oracle,Cloud Engineer,23,2025
P0581,S0581,Deloitte,Data Analyst,34,2026
P0582,S0582,Wipro,Cloud Engineer,24,2024
P0583,S0583,Wipro,Software Engineer,33,2026
P0584,S0584,Intel,Software Engineer,13,2026
P0585,S0585,Wipro,Data Engineer,30,2026
P0586,S0586,Google,ML Engineer,4,2026
P0587,S0587,Wipro,ML Engineer,35,2025
P0588,S0588,Cisco,Backend Developer,29,2024
P0589,S0589,Capgemini,ML Engineer,14,2026
P0590,S0590,Google,Backend Developer,33,2025
P0591,S0591,Microsoft,Backend Developer,4,2026
P0592,S0592,Amazon,Cloud Engineer,40,2024
P0593,S0593,Cisco,Backend Developer,18,2026
P0594,S0594,Adobe,Data Engineer,30,2025
P0595,S0595,Oracle,ML Engineer,27,2024
P0596,S0596,Intel,ML Engineer,20,2026
P0597,S0597,Google,Software Engineer,28,2024
P0598,S0598,Infosys,Cloud Engineer,31,2024
P0599,S0599,Amazon,Software Engineer,11,2026
P0600,S0600,IBM,Data Analyst,18,2024
P0601,S0601,Cisco,Backend Developer,6,2025
P0602,S0602,Intel,Backend Developer,29,2025
P0603,S0603,Cisco,Backend Developer,20,2026
P0604,S0604,Deloitte,Data Analyst,36,2024
P0605,S0605,Cisco,Data Analyst,16,2025
P0606,S0606,Adobe,Backend Developer,16,2025
P0607,S0607,Microsoft,Backend Developer,37,2024
P0608,S0608,Infosys,Cloud Engineer,24,2025
P0609,S0609,Oracle,Software Engineer,34,2026
P0610,S0610,Microsoft,Software Engineer,9,2024
P0611,S0611,Amazon,ML Engineer,37,2025
P0612,S0612,TCS,Software Engineer,11,2025
P0613,S0613,Intel,ML Engineer,26,2025
P0614,S0614,Wipro,Software Engineer,6,2024
P0615,S0615,Accenture,Cloud Engineer,9,2025
P0616,S0616,Google,Cloud Engineer,15,2025
P0617,S0617,Oracle,Software Engineer,39,2025
P0618,S0618,Deloitte,Backend Developer,36,2026
P0619,S0619,TCS,ML Engineer,21,2025
P0620,S0620,TCS,Software Engineer,31,2025
P0621,S0621,Capgemini,Software Engineer,19,2025
P0622,S0622,Adobe,Software Engineer,22,2025
P0623,S0623,Google,Data Engineer,9,2026
P0624,S0624,Wipro,ML Engineer,36,2025
P0625,S0625,Oracle,Backend Developer,25,2026
P0626,S0626,TCS,Backend Developer,37,2024
P0627,S0627,Adobe,Data Engineer,21,2024
P0628,S0628,Oracle,Software Engineer,14,2024
P0629,S0629,IBM,Cloud Engineer,6,2026
P0630,S0630,Google,Data Analyst,14,2024
P0631,S0631,Google,Backend Developer,21,2026
P0632,S0632,Adobe,Software Engineer,20,2025
P0633,S0633,HCL,Data Analyst,32,2024
P0634,S0634,Wipro,Data Engineer,29,2024
P0635,S0635,Infosys,Software Engineer,31,2025
P0636,S0636,Infosys,Cloud Engineer,22,2026
P0637,S0637,HCL,Backend Developer,17,2024
P0638,S0638,Capgemini,Cloud Engineer,27,2024
P0639,S0639,Microsoft,Cloud Engineer,24,2025
P0640,S0640,IBM,Cloud Engineer,23,2024
P0641,S0641,TCS,ML Engineer,21,2026
P0642,S0642,Intel,Backend Developer,15,2025
P0643,S0643,HCL,ML Engineer,30,2024
P0644,S0644,IBM,Data Analyst,39,2025
P0645,S0645,HCL,ML Engineer,24,2024
P0646,S0646,Capgemini,Backend Developer,18,2026
P0647,S0647,Deloitte,ML Engineer,29,2026
P0648,S0648,Deloitte,Data Analyst,23,2024
P0649,S0649,Adobe,ML Engineer,9,2025
P0650,S0650,Intel,Software Engineer,9,2025
P0651,S0651,IBM,ML Engineer,25,2026
P0652,S0652,Intel,Cloud Engineer,13,2026
P0653,S0653,IBM,Data Engineer,14,2024
P0654,S0654,Capgemini,Cloud Engineer,21,2026
P0655,S0655,Accenture,Data Engineer,14,2025
P0656,S0656,Amazon,Data Analyst,14,2026
P0657,S0657,Intel,Data Engineer,8,2024
P0658,S0658,Infosys,Software Engineer,18,2024
P0659,S0659,Google,Cloud Engineer,32,2024
P0660,S0660,Oracle,Backend Developer,14,2026
P0661,S0661,Intel,Data Engineer,20,2026
P0662,S0662,Infosys,Backend Developer,7,2026
P0663,S0663,Cisco,Software Engineer,36,2025
P0664,S0664,Infosys,Data Analyst,22,2025
P0665,S0665,Deloitte,Data Engineer,34,2024
P0666,S0666,Deloitte,ML Engineer,30,2025
P0667,S0667,HCL,Data Analyst,36,2026
P0668,S0668,TCS,Data Analyst,12,2026
P0669,S0669,Adobe,Data Analyst,31,2025
P0670,S0670,Google,Cloud Engineer,8,2026
P0671,S0671,Oracle,ML Engineer,27,2026
P0672,S0672,TCS,Data Analyst,35,2025
P0673,S0673,Cisco,Backend Developer,25,2026
P0674,S0674,Adobe,Data Analyst,19,2025
P0675,S0675,Google,Data Analyst,34,2024
P0676,S0676,Infosys,ML Engineer,4,2026
P0677,S0677,Adobe,Software Engineer,22,2025
P0678,S0678,Deloitte,Backend Developer,38,2025
P0679,S0679,Intel,Backend Developer,39,2025
P0680,S0680,Deloitte,Software Engineer,4,2024
P0681,S0681,Accenture,Data Analyst,15,2025
P0682,S0682,TCS,Data Analyst,24,2024
P0683,S0683,Infosys,ML Engineer,25,2026
P0684,S0684,Accenture,ML Engineer,15,2025
P0685,S0685,Accenture,ML Engineer,32,2024
P0686,S0686,Intel,Cloud Engineer,16,2024
P0687,S0687,Adobe,Data Engineer,33,2024
P0688,S0688,Capgemini,Data Engineer,35,2024
P0689,S0689,HCL,Cloud Engineer,30,2024
P0690,S0690,Infosys,Cloud Engineer,8,2025
P0691,S0691,Capgemini,Backend Developer,24,2024
P0692,S0692,IBM,Software Engineer,4,2024
P0693,S0693,Oracle,ML Engineer,37,2024
P0694,S0694,Amazon,Data Engineer,28,2026
P0695,S0695,Oracle,ML Engineer,40,2025
P0696,S0696,Capgemini,Backend Developer,27,2024
P0697,S0697,Wipro,Data Engineer,37,2024
P0698,S0698,Adobe,Backend Developer,25,2025
P0699,S0699,Wipro,Data Analyst,37,2024
P0700,S0700,Cisco,Cloud Engineer,25,2026
P0701,S0701,Accenture,ML Engineer,23,2025
P0702,S0702,Google,Data Analyst,39,2025
P0703,S0703,Intel,Data Engineer,40,2025
P0704,S0704,Accenture,Data Engineer,27,2024
P0705,S0705,Google,Data Analyst,13,2024
P0706,S0706,TCS,Backend Developer,30,2024
P0707,S0707,Deloitte,Software Engineer,7,2025
P0708,S0708,Wipro,Software Engineer,12,2026
P0709,S0709,HCL,Data Engineer,32,2024
P0710,S0710,HCL,Data Analyst,13,2025
P0711,S0711,IBM,Software Engineer,7,2025
P0712,S0712,IBM,Cloud Engineer,25,2026
P0713,S0713,IBM,Data Engineer,37,2026
P0714,S0714,Accenture,Cloud Engineer,12,2025
P0715,S0715,HCL,Software Engineer,24,2025
P0716,S0716,Infosys,Backend Developer,26,2024
P0717,S0717,Wipro,Software Engineer,33,2026
P0718,S0718,Wipro,Data Engineer,29,2025
P0719,S0719,TCS,Backend Developer,28,2024
P0720,S0720,Microsoft,Software Engineer,18,2024
P0721,S0721,Wipro,Cloud Engineer,13,2026
P0722,S0722,Adobe,Data Engineer,32,2024
P0723,S0723,Wipro,Data Analyst,21,2024
P0724,S0724,IBM,ML Engineer,17,2026
P0725,S0725,IBM,Data Engineer,9,2026
P0726,S0726,HCL,Cloud Engineer,15,2024
P0727,S0727,Microsoft,Data Analyst,23,2025
P0728,S0728,Oracle,Data Analyst,39,2025
P0729,S0729,Accenture,Cloud Engineer,16,2026
P0730,S0730,Infosys,Cloud Engineer,17,2024
P0731,S0731,Oracle,Backend Developer,34,2024
P0732,S0732,Google,Backend Developer,5,2024
P0733,S0733,Wipro,Backend Developer,31,2024
P0734,S0734,Microsoft,Data Engineer,9,2024
P0735,S0735,Microsoft,Data Engineer,10,2024
P0736,S0736,IBM,Cloud Engineer,33,2024
P0737,S0737,Amazon,Data Analyst,36,2025
P0738,S0738,Adobe,Data Engineer,33,2024
P0739,S0739,Adobe,Cloud Engineer,23,2024
P0740,S0740,Capgemini,ML Engineer,15,2024
P0741,S0741,Intel,Data Analyst,33,2026
P0742,S0742,Capgemini,Data Engineer,24,2024
P0743,S0743,Cisco,Data Engineer,32,2025
P0744,S0744,Microsoft,ML Engineer,10,2025
P0745,S0745,IBM,Cloud Engineer,15,2026
P0746,S0746,Accenture,Backend Developer,8,2025
P0747,S0747,Deloitte,Backend Developer,38,2025
P0748,S0748,Amazon,Cloud Engineer,36,2024
P0749,S0749,HCL,Software Engineer,21,2025
P0750,S0750,Infosys,Data Analyst,7,2026
P0751,S0751,Wipro,Cloud Engineer,29,2026
P0752,S0752,Google,Software Engineer,13,2026
P0753,S0753,Amazon,Software Engineer,26,2025
P0754,S0754,Microsoft,Backend Developer,8,2024
P0755,S0755,Google,ML Engineer,40,2026
P0756,S0756,Deloitte,Software Engineer,15,2025
P0757,S0757,Oracle,Cloud Engineer,40,2024
P0758,S0758,Intel,Backend Developer,38,2024
P0759,S0759,Adobe,Software Engineer,22,2025
P0760,S0760,Accenture,Data Engineer,23,2026
P0761,S0761,Infosys,Software Engineer,19,2025
P0762,S0762,Adobe,Backend Developer,13,2026
P0763,S0763,TCS,Data Analyst,22,2026
P0764,S0764,Cisco,ML Engineer,19,2026
P0765,S0765,HCL,Data Analyst,7,2024
P0766,S0766,TCS,ML Engineer,17,2026
P0767,S0767,Adobe,ML Engineer,36,2025
P0768,S0768,Deloitte,Cloud Engineer,31,2024
P0769,S0769,Infosys,Data Engineer,12,2026
P0770,S0770,Accenture,Cloud Engineer,11,2024
P0771,S0771,Adobe,Software Engineer,27,2026
P0772,S0772,Adobe,Cloud Engineer,37,2025
P0773,S0773,Amazon,ML Engineer,22,2026
P0774,S0774,Adobe,Cloud Engineer,37,2025
P0775,S0775,Wipro,Software Engineer,26,2025
P0776,S0776,Cisco,ML Engineer,10,2026
P0777,S0777,Intel,Software Engineer,18,2025
P0778,S0778,Microsoft,Cloud Engineer,35,2025
P0779,S0779,Cisco,Cloud Engineer,32,2024
P0780,S0780,Google,Data Engineer,7,2026
P0781,S0781,Wipro,Software Engineer,5,2025
P0782,S0782,Adobe,Data Analyst,25,2026
P0783,S0783,Google,Backend Developer,30,2024
P0784,S0784,Capgemini,Backend Developer,31,2026
P0785,S0785,Accenture,Data Engineer,11,2024
P0786,S0786,Infosys,Software Engineer,8,2024
P0787,S0787,Deloitte,Software Engineer,15,2025
P0788,S0788,Amazon,ML Engineer,24,2025
P0789,S0789,Amazon,Software Engineer,15,2026
P0790,S0790,Google,Data Analyst,20,2025
P0791,S0791,Wipro,Cloud Engineer,10,2024
P0792,S0792,Capgemini,Cloud Engineer,20,2026
P0793,S0793,Google,Software Engineer,32,2026
P0794,S0794,TCS,Software Engineer,10,2025
P0795,S0795,Wipro,Software Engineer,9,2025
P0796,S0796,Google,Backend Developer,5,2024
P0797,S0797,Capgemini,Backend Developer,5,2024
P0798,S0798,Microsoft,ML Engineer,12,2025
P0799,S0799,TCS,Data Analyst,5,2025
P0800,S0800,Infosys,Cloud Engineer,13,2025
P0801,S0801,Oracle,ML Engineer,34,2026
P0802,S0802,Infosys,Backend Developer,32,2026
P0803,S0803,Cisco,Software Engineer,34,2024
P0804,S0804,Capgemini,Cloud Engineer,31,2024
P0805,S0805,Oracle,ML Engineer,18,2025
P0806,S0806,Adobe,ML Engineer,20,2024
P0807,S0807,Google,Software Engineer,13,2025
P0808,S0808,Amazon,ML Engineer,14,2025
P0809,S0809,Microsoft,Software Engineer,7,2024
P0810,S0810,Microsoft,Software Engineer,33,2025
P0811,S0811,Adobe,Cloud Engineer,11,2025
P0812,S0812,Microsoft,Software Engineer,37,2024
P0813,S0813,Wipro,ML Engineer,6,2026
P0814,S0814,Wipro,Data Analyst,10,2025
P0815,S0815,Infosys,Software Engineer,14,2024
P0816,S0816,Deloitte,Data Analyst,17,2025
P0817,S0817,Intel,Backend Developer,21,2024
P0818,S0818,Capgemini,ML Engineer,8,2026
P0819,S0819,Accenture,ML Engineer,23,2025
P0820,S0820,Microsoft,ML Engineer,29,2024
P0821,S0821,Infosys,Data Analyst,32,2025
P0822,S0822,Google,Software Engineer,7,2024
P0823,S0823,Wipro,Software Engineer,20,2025
P0824,S0824,Amazon,Data Analyst,28,2026
P0825,S0825,Google,Data Analyst,14,2026
P0826,S0826,Cisco,Data Engineer,18,2026
P0827,S0827,Google,Software Engineer,13,2025
P0828,S0828,Accenture,Data Analyst,31,2026
P0829,S0829,Wipro,Software Engineer,24,2026
P0830,S0830,Adobe,ML Engineer,5,2025
P0831,S0831,Capgemini,Cloud Engineer,22,2024
P0832,S0832,Wipro,Data Analyst,35,2024
P0833,S0833,Amazon,Data Analyst,32,2025
P0834,S0834,TCS,Backend Developer,23,2025
P0835,S0835,Microsoft,Cloud Engineer,33,2024
P0836,S0836,TCS,Cloud Engineer,26,2025
P0837,S0837,IBM,Software Engineer,33,2025
P0838,S0838,Amazon,Software Engineer,36,2024
P0839,S0839,Oracle,Data Analyst,19,2026
P0840,S0840,Deloitte,Cloud Engineer,33,2024
P0841,S0841,Oracle,Data Engineer,19,2024
P0842,S0842,Google,Software Engineer,14,2025
P0843,S0843,IBM,Software Engineer,34,2025
P0844,S0844,Capgemini,Data Engineer,9,2026
P0845,S0845,Wipro,ML Engineer,35,2024
P0846,S0846,Intel,Software Engineer,19,2025
P0847,S0847,Oracle,Data Analyst,16,2024
P0848,S0848,Google,Data Analyst,33,2025
P0849,S0849,Wipro,ML Engineer,39,2025
P0850,S0850,Intel,Backend Developer,40,2024
P0851,S0851,Wipro,Software Engineer,29,2025
P0852,S0852,Capgemini,Backend Developer,9,2024
P0853,S0853,Google,Cloud Engineer,10,2024
P0854,S0854,Adobe,Software Engineer,29,2025
P0855,S0855,Infosys,Data Analyst,35,2026
P0856,S0856,Oracle,Backend Developer,35,2025
P0857,S0857,Infosys,ML Engineer,27,2025
P0858,S0858,Accenture,Software Engineer,6,2024
P0859,S0859,Deloitte,Data Engineer,19,2025
P0860,S0860,Intel,Backend Developer,13,2026
P0861,S0861,Deloitte,Backend Developer,17,2024
P0862,S0862,Intel,Data Engineer,12,2024
P0863,S0863,IBM,Cloud Engineer,30,2024
P0864,S0864,Oracle,Backend Developer,19,2024
P0865,S0865,Google,ML Engineer,36,2025
P0866,S0866,Microsoft,Data Analyst,8,2024
P0867,S0867,Capgemini,Data Analyst,23,2024
P0868,S0868,Adobe,Data Analyst,28,2026
P0869,S0869,Infosys,Backend Developer,26,2024
P0870,S0870,Accenture,Data Engineer,37,2025
P0871,S0871,Accenture,Cloud Engineer,13,2026
P0872,S0872,Capgemini,Data Engineer,6,2026
P0873,S0873,HCL,Cloud Engineer,21,2024
P0874,S0874,Accenture,ML Engineer,28,2024
P0875,S0875,Accenture,Data Analyst,30,2024
P0876,S0876,Capgemini,ML Engineer,14,2025
P0877,S0877,Infosys,Data Engineer,30,2026
P0878,S0878,TCS,Data Engineer,12,2026
P0879,S0879,Amazon,Cloud Engineer,34,2025
P0880,S0880,Microsoft,Software Engineer,28,2025
P0881,S0881,TCS,Data Analyst,13,2025
P0882,S0882,Adobe,Data Engineer,7,2026
P0883,S0883,Amazon,Backend Developer,30,2026
P0884,S0884,Deloitte,Data Engineer,23,2025
P0885,S0885,Microsoft,Data Analyst,19,2026
P0886,S0886,Microsoft,Data Engineer,28,2024
P0887,S0887,Amazon,Backend Developer,37,2024
P0888,S0888,Wipro,Cloud Engineer,36,2026
P0889,S0889,Capgemini,Backend Developer,13,2025
P0890,S0890,Accenture,Backend Developer,27,2026
P0891,S0891,Infosys,Data Analyst,38,2026
P0892,S0892,IBM,Data Analyst,28,2026
P0893,S0893,Microsoft,Data Analyst,40,2025
P0894,S0894,Google,Software Engineer,26,2025
P0895,S0895,Capgemini,Cloud Engineer,24,2026
P0896,S0896,IBM,Cloud Engineer,33,2024
P0897,S0897,Cisco,Data Analyst,37,2026
P0898,S0898,TCS,Data Engineer,27,2025
P0899,S0899,Accenture,Data Engineer,36,2025
P0900,S0900,Deloitte,Data Analyst,27,2025
P0901,S0901,Infosys,Data Analyst,10,2025
P0902,S0902,Oracle,Data Engineer,28,2026
P0903,S0903,Cisco,Cloud Engineer,34,2024
P0904,S0904,Wipro,Cloud Engineer,7,2025
P0905,S0905,TCS,Data Engineer,20,2024
P0906,S0906,HCL,Cloud Engineer,21,2026
P0907,S0907,IBM,Software Engineer,17,2025
P0908,S0908,Cisco,Data Engineer,18,2024
P0909,S0909,TCS,Backend Developer,38,2024
P0910,S0910,Intel,Data Engineer,6,2025
P0911,S0911,Capgemini,ML Engineer,13,2026
P0912,S0912,TCS,Backend Developer,36,2024
P0913,S0913,Google,Data Engineer,33,2024
P0914,S0914,TCS,ML Engineer,40,2025
P0915,S0915,Cisco,Software Engineer,24,2025
P0916,S0916,Infosys,ML Engineer,35,2025
P0917,S0917,Adobe,Software Engineer,6,2025
P0918,S0918,Intel,Backend Developer,38,2025
P0919,S0919,Cisco,Cloud Engineer,11,2025
P0920,S0920,TCS,Backend Developer,8,2026
P0921,S0921,Accenture,Data Analyst,25,2026
P0922,S0922,Accenture,ML Engineer,13,2026
P0923,S0923,Cisco,Software Engineer,5,2026
P0924,S0924,IBM,Data Analyst,7,2025
P0925,S0925,TCS,Software Engineer,23,2025
P0926,S0926,Accenture,Software Engineer,4,2024
P0927,S0927,Intel,Software Engineer,32,2025
P0928,S0928,Deloitte,Data Analyst,10,2026
P0929,S0929,IBM,Backend Developer,19,2025
P0930,S0930,Capgemini,Cloud Engineer,4,2025
P0931,S0931,Google,Cloud Engineer,15,2025
P0932,S0932,Accenture,Data Analyst,13,2025
P0933,S0933,IBM,ML Engineer,38,2026
P0934,S0934,Adobe,Backend Developer,12,2024
P0935,S0935,Infosys,Data Analyst,12,2025
P0936,S0936,IBM,Data Analyst,10,2025
P0937,S0937,Infosys,Data Analyst,34,2026
P0938,S0938,Google,Cloud Engineer,33,2024
P0939,S0939,Deloitte,Backend Developer,5,2026
P0940,S0940,Oracle,ML Engineer,11,2025
P0941,S0941,HCL,Cloud Engineer,12,2026
P0942,S0942,Google,Data Analyst,34,2024
P0943,S0943,Capgemini,Backend Developer,26,2026
P0944,S0944,Cisco,Backend Developer,27,2026
P0945,S0945,IBM,Data Engineer,28,2025
P0946,S0946,Google,Data Engineer,25,2024
P0947,S0947,Google,Cloud Engineer,30,2024
P0948,S0948,Capgemini,ML Engineer,8,2026
P0949,S0949,Adobe,Backend Developer,29,2025
P0950,S0950,Adobe,Cloud Engineer,10,2024
P0951,S0951,HCL,Cloud Engineer,16,2024
P0952,S0952,Oracle,Cloud Engineer,29,2024
P0953,S0953,Amazon,Software Engineer,36,2025
P0954,S0954,Microsoft,Software Engineer,8,2025
P0955,S0955,Capgemini,Cloud Engineer,12,2026
P0956,S0956,Capgemini,ML Engineer,35,2025
P0957,S0957,IBM,Cloud Engineer,16,2026
P0958,S0958,Wipro,Data Engineer,38,2025
P0959,S0959,Capgemini,Software Engineer,23,2026
P0960,S0960,Adobe,Data Analyst,34,2025
P0961,S0961,HCL,ML Engineer,27,2024
P0962,S0962,IBM,Data Analyst,18,2024
P0963,S0963,Wipro,Cloud Engineer,33,2026
P0964,S0964,Adobe,ML Engineer,28,2025
P0965,S0965,Intel,Backend Developer,34,2024
P0966,S0966,Capgemini,Cloud Engineer,25,2025
P0967,S0967,TCS,Data Engineer,21,2025
P0968,S0968,Infosys,Software Engineer,33,2026
P0969,S0969,Wipro,Software Engineer,10,2026
P0970,S0970,Cisco,Cloud Engineer,5,2026
P0971,S0971,Infosys,Software Engineer,25,2025
P0972,S0972,Adobe,Backend Developer,20,2025
P0973,S0973,HCL,Data Engineer,28,2024
P0974,S0974,Microsoft,Data Engineer,12,2024
P0975,S0975,Amazon,Backend Developer,5,2026
P0976,S0976,Microsoft,Data Analyst,25,2024
P0977,S0977,Infosys,Data Engineer,15,2024
P0978,S0978,TCS,ML Engineer,40,2026
P0979,S0979,Amazon,Data Engineer,30,2024
P0980,S0980,HCL,ML Engineer,27,2025
P0981,S0981,Microsoft,Data Engineer,23,2025
P0982,S0982,Cisco,Data Analyst,21,2024
P0983,S0983,Infosys,Backend Developer,22,2025
P0984,S0984,Accenture,Data Engineer,8,2026
P0985,S0985,Capgemini,Data Engineer,15,2024
P0986,S0986,Capgemini,ML Engineer,13,2026
P0987,S0987,Cisco,ML Engineer,30,2024
P0988,S0988,Adobe,Backend Developer,18,2025
P0989,S0989,Oracle,Software Engineer,16,2025
P0990,S0990,Cisco,Backend Developer,36,2026
P0991,S0991,HCL,ML Engineer,25,2026
P0992,S0992,Cisco,Cloud Engineer,33,2024
P0993,S0993,Capgemini,ML Engineer,33,2024
P0994,S0994,Google,ML Engineer,10,2024
P0995,S0995,Google,ML Engineer,34,2026
P0996,S0996,Microsoft,ML Engineer,11,2026
P0997,S0997,Google,Data Analyst,30,2026
P0998,S0998,Adobe,Data Analyst,6,2025
P0999,S0999,Intel,Data Engineer,5,2026
P1000,S1000,Intel,Data Engineer,16,2024
