book_id,book_name,author,publisher,publication_year
B01083,Software Engineering,James,Wiley,2020
B01084,Cloud Computing,Korth,Oxford,2019
B01085,Cyber Security,Silberschatz,Oxford,2011
B01086,Operating Systems,Korth,McGraw Hill,2018
B01087,Algorithms,Sutton,Oxford,2016
B01088,Microprocessors,Goodfellow,Springer,2014
B01089,Computer Networks,Korth,McGraw Hill,2021
B01090,Discrete Mathematics,Tanenbaum,Oxford,2024
B01091,Database Management Systems,Korth,Wiley,2018
B01092,Big Data,Sutton,Springer,2016
B01093,Operating Systems,Sutton,McGraw Hill,2012
B01094,Machine Learning,Cormen,Springer,2012
B01095,Statistics,Korth,McGraw Hill,2025
B01096,Cloud Computing,Korth,Wiley,2015
B01097,Algorithms,Goodfellow,Wiley,2015
B01098,Digital Logic,Ross,Pearson,2011
B01099,Database Management Systems,Galvin,Wiley,2023
B01100,Data Structures,Galvin,Oxford,2022
B01101,Algorithms,Sutton,McGraw Hill,2016
B01102,Database Management Systems,Stallings,Oxford,2024
B01103,Cyber Security,James,Wiley,2025
B01104,Data Mining,Galvin,McGraw Hill,2018
B01105,Artificial Intelligence,Goodfellow,Springer,2015
B01106,Database Management Systems,Galvin,McGraw Hill,2020
B01107,Software Engineering,Goodfellow,Wiley,2022
B01108,Statistics,Tanenbaum,Springer,2025
B01109,Deep Learning,Sutton,Wiley,2026
B01110,Cloud Computing,Ross,Oxford,2024
B01111,Deep Learning,Tanenbaum,Pearson,2018
B01112,Cyber Security,James,McGraw Hill,2013
B01113,Discrete Mathematics,Galvin,Oxford,2021
B01114,Cyber Security,Tanenbaum,Springer,2022
B01115,Data Mining,Galvin,Wiley,2020
B01116,Deep Learning,Galvin,Oxford,2020
B01117,Data Mining,Sutton,Oxford,2015
B01118,Algorithms,Galvin,Oxford,2011
B01119,Computer Networks,Galvin,Pearson,2018
B01120,Cloud Computing,Sutton,Springer,2011
B01121,Digital Logic,Silberschatz,Springer,2012
B01122,Artificial Intelligence,Sutton,Wiley,2016
B01123,Artificial Intelligence,Tanenbaum,Wiley,2020
B01124,Artificial Intelligence,Sutton,Wiley,2022
B01125,Microprocessors,Silberschatz,McGraw Hill,2014
B01126,Discrete Mathematics,Ross,Oxford,2019
B01127,Computer Networks,Sutton,McGraw Hill,2015
B01128,Cyber Security,Sutton,McGraw Hill,2024
B01129,Artificial Intelligence,James,McGraw Hill,2012
B01130,Operating Systems,Cormen,Pearson,2020
B01131,Software Engineering,James,Pearson,2023
B01132,Digital Logic,Tanenbaum,Oxford,2025
B01133,Data Mining,Galvin,McGraw Hill,2019
B01134,Artificial Intelligence,Cormen,Springer,2015
B01135,Deep Learning,Sutton,McGraw Hill,2014
B01136,Statistics,Galvin,Pearson,2011
B01137,Digital Logic,Sutton,Oxford,2019
B01138,Computer Networks,Goodfellow,McGraw Hill,2023
B01139,Statistics,Goodfellow,Wiley,2013
B01140,Algorithms,Goodfellow,Springer,2019
B01141,Artificial Intelligence,Tanenbaum,Oxford,2023
B01142,Discrete Mathematics,Cormen,McGraw Hill,2010
B01143,Python Programming,Korth,McGraw Hill,2025
B01144,Cyber Security,Stallings,McGraw Hill,2014
B01145,Machine Learning,Galvin,Oxford,2013
B01146,Microprocessors,Sutton,Springer,2024
B01147,Python Programming,Stallings,Springer,2026
B01148,Deep Learning,Korth,Wiley,2023
B01149,Cloud Computing,Galvin,Springer,2017
B01150,Database Management Systems,Cormen,Wiley,2025
B01151,Deep Learning,Stallings,Wiley,2015
B01152,Data Structures,James,Springer,2010
B01153,Microprocessors,Goodfellow,Wiley,2013
B01154,Operating Systems,James,Oxford,2013
B01155,Cloud Computing,James,Pearson,2010
B01156,Algorithms,Cormen,Pearson,2010
B01157,Java Programming,Stallings,Wiley,2015
B01158,Data Mining,Sutton,Wiley,2020
B01159,Compiler Design,James,Pearson,2023
B01160,Discrete Mathematics,Galvin,McGraw Hill,2010
B01161,Statistics,Ross,Oxford,2025
B01162,Microprocessors,Ross,Pearson,2013
B01163,Operating Systems,Cormen,McGraw Hill,2013
B01164,Database Management Systems,Silberschatz,Oxford,2018
B01165,Software Engineering,Galvin,Wiley,2017
B01166,Microprocessors,James,Wiley,2015
B01167,Software Engineering,Ross,Wiley,2019
B01168,Operating Systems,Sutton,McGraw Hill,2015
B01169,Computer Networks,Goodfellow,Wiley,2016
B01170,Database Management Systems,Cormen,Wiley,2025
B01171,Artificial Intelligence,Tanenbaum,Oxford,2022
B01172,Microprocessors,Korth,Pearson,2021
B01173,Machine Learning,Goodfellow,McGraw Hill,2013
B01174,Algorithms,Ross,Springer,2016
B01175,Artificial Intelligence,Cormen,Pearson,2024
B01176,Operating Systems,Galvin,Oxford,2014
B01177,Machine Learning,Korth,Wiley,2016
B01178,Algorithms,Sutton,Pearson,2018
B01179,Data Mining,Sutton,Springer,2023
B01180,Operating Systems,Cormen,Pearson,2010
B01181,Deep Learning,James,McGraw Hill,2026
B01182,Data Mining,Korth,Wiley,2016
B01183,Cloud Computing,Galvin,Oxford,2016
B01184,Cloud Computing,Galvin,McGraw Hill,2013
B01185,Java Programming,James,Wiley,2012
B01186,Algorithms,Korth,Springer,2010
B01187,Compiler Design,Silberschatz,McGraw Hill,2018
B01188,Discrete Mathematics,Korth,Springer,2014
B01189,Python Programming,Goodfellow,Springer,2016
B01190,Machine Learning,Stallings,Pearson,2016
B01191,Algorithms,James,Oxford,2025
B01192,Cloud Computing,Cormen,Oxford,2021
B01193,Statistics,Sutton,Wiley,2014
B01194,Java Programming,Goodfellow,McGraw Hill,2011
B01195,Big Data,Galvin,Oxford,2018
B01196,Machine Learning,Korth,Pearson,2011
B01197,Java Programming,Stallings,Springer,2015
B01198,Computer Networks,Tanenbaum,Springer,2017
B01199,Cloud Computing,Silberschatz,Oxford,2012
B01200,Deep Learning,Tanenbaum,McGraw Hill,2019
B01201,Algorithms,Stallings,Pearson,2020
B01202,Algorithms,Ross,Wiley,2010
B01203,Java Programming,James,Pearson,2018
B01204,Software Engineering,Ross,Springer,2015
B01205,Statistics,Cormen,Springer,2012
B01206,Algorithms,Goodfellow,Springer,2021
B01207,Java Programming,Galvin,McGraw Hill,2012
B01208,Algorithms,Sutton,Pearson,2020
B01209,Computer Networks,Cormen,McGraw Hill,2026
B01210,Cyber Security,James,Oxford,2018
B01211,Data Mining,Ross,Wiley,2012
B01212,Database Management Systems,Korth,Springer,2015
B01213,Discrete Mathematics,Ross,Pearson,2015
B01214,Deep Learning,Goodfellow,Oxford,2017
B01215,Java Programming,Silberschatz,McGraw Hill,2026
B01216,Discrete Mathematics,Galvin,Springer,2024
B01217,Operating Systems,Cormen,McGraw Hill,2020
B01218,Deep Learning,Tanenbaum,Wiley,2017
B01219,Digital Logic,Galvin,Pearson,2024
B01220,Microprocessors,Ross,McGraw Hill,2016
B01221,Discrete Mathematics,Silberschatz,Springer,2024
B01222,Operating Systems,Silberschatz,Pearson,2022
B01223,Microprocessors,James,Pearson,2014
B01224,Database Management Systems,James,Wiley,2014
B01225,Java Programming,Goodfellow,Pearson,2021
B01226,Microprocessors,Goodfellow,Springer,2010
B01227,Discrete Mathematics,James,Oxford,2015
B01228,Discrete Mathematics,Galvin,McGraw Hill,2014
B01229,Digital Logic,Tanenbaum,Wiley,2013
B01230,Java Programming,Ross,Springer,2017
B01231,Big Data,Silberschatz,Springer,2016
B01232,Cloud Computing,Ross,McGraw Hill,2011
B01233,Statistics,Galvin,Pearson,2023
B01234,Deep Learning,Sutton,McGraw Hill,2021
B01235,Cyber Security,Stallings,Pearson,2016
B01236,Microprocessors,Goodfellow,Springer,2014
B01237,Cyber Security,Cormen,Springer,2016
B01238,Java Programming,James,Pearson,2025
B01239,Compiler Design,Korth,Pearson,2019
B01240,Cyber Security,Silberschatz,Springer,2024
B01241,Cyber Security,Galvin,Oxford,2016
B01242,Software Engineering,Goodfellow,Wiley,2023
B01243,Java Programming,Goodfellow,Pearson,2015
B01244,Software Engineering,Stallings,Pearson,2024
B01245,Database Management Systems,Korth,Oxford,2010
B01246,Data Structures,Silberschatz,Oxford,2020
B01247,Java Programming,Tanenbaum,Oxford,2013
B01248,Statistics,Silberschatz,Wiley,2017
B01249,Machine Learning,Ross,Oxford,2024
B01250,Discrete Mathematics,Galvin,McGraw Hill,2020
B01251,Microprocessors,Tanenbaum,Springer,2014
B01252,Artificial Intelligence,Stallings,Springer,2025
B01253,Database Management Systems,Sutton,Wiley,2026
B01254,Discrete Mathematics,Cormen,McGraw Hill,2015
B01255,Statistics,Goodfellow,Springer,2017
B01256,Operating Systems,Cormen,Pearson,2015
B01257,Cloud Computing,Sutton,Wiley,2025
B01258,Big Data,Stallings,Oxford,2024
B01259,Algorithms,James,Springer,2024
B01260,Microprocessors,Korth,Pearson,2024
B01261,Deep Learning,James,Oxford,2014
B01262,Java Programming,Tanenbaum,Springer,2019
B01263,Python Programming,Galvin,Wiley,2023
B01264,Cyber Security,James,Pearson,2010
B01265,Computer Networks,Sutton,Pearson,2019
B01266,Machine Learning,Goodfellow,Pearson,2010
B01267,Data Structures,Ross,McGraw Hill,2023
B01268,Data Structures,Silberschatz,Springer,2024
B01269,Algorithms,Ross,Springer,2019
B01270,Java Programming,Galvin,Pearson,2010
B01271,Compiler Design,James,McGraw Hill,2020
B01272,Artificial Intelligence,Sutton,Oxford,2021
B01273,Operating Systems,James,Springer,2014
B01274,Deep Learning,Silberschatz,Springer,2021
B01275,Cyber Security,James,Pearson,2020
B01276,Data Mining,Korth,Pearson,2024
B01277,Artificial Intelligence,Ross,McGraw Hill,2016
B01278,Database Management Systems,Stallings,Pearson,2019
B01279,Discrete Mathematics,Tanenbaum,Wiley,2012
B01280,Big Data,Galvin,Wiley,2018
B01281,Software Engineering,Goodfellow,Pearson,2012
B01282,Microprocessors,Ross,McGraw Hill,2017
B01283,Digital Logic,James,Wiley,2024
B01284,Cyber Security,Korth,Oxford,2022
B01285,Python Programming,Cormen,McGraw Hill,2024
B01286,Computer Networks,Ross,Oxford,2022
B01287,Big Data,Galvin,Pearson,2026
B01288,Operating Systems,Cormen,Wiley,2025
B01289,Data Structures,James,Springer,2014
B01290,Computer Networks,Ross,Oxford,2010
B01291,Microprocessors,Ross,Pearson,2016
B01292,Data Structures,Goodfellow,Pearson,2012
B01293,Cloud Computing,Cormen,McGraw Hill,2010
B01294,Algorithms,Tanenbaum,Springer,2010
B01295,Machine Learning,Tanenbaum,Wiley,2021
B01296,Compiler Design,Goodfellow,McGraw Hill,2023
B01297,Software Engineering,James,Springer,2013
B01298,Discrete Mathematics,Cormen,McGraw Hill,2011
B01299,Cyber Security,Stallings,McGraw Hill,2015
B01300,Python Programming,Tanenbaum,McGraw Hill,2020
B01301,Data Mining,Galvin,McGraw Hill,2016
B01302,Software Engineering,Sutton,Wiley,2011
B01303,Machine Learning,Silberschatz,Wiley,2014
B01304,Microprocessors,Goodfellow,Pearson,2022
B01305,Database Management Systems,Sutton,Pearson,2025
B01306,Cyber Security,Tanenbaum,McGraw Hill,2018
B01307,Discrete Mathematics,Stallings,Oxford,2014
B01308,Artificial Intelligence,Silberschatz,McGraw Hill,2016
B01309,Software Engineering,Korth,Oxford,2015
B01310,Software Engineering,Korth,Wiley,2024
B01311,Machine Learning,Stallings,Wiley,2022
B01312,Data Structures,Cormen,Oxford,2020
B01313,Data Structures,Korth,Pearson,2013
B01314,Digital Logic,Cormen,McGraw Hill,2022
B01315,Digital Logic,Tanenbaum,Wiley,2014
B01316,Discrete Mathematics,Silberschatz,Pearson,2014
B01317,Java Programming,Galvin,Wiley,2017
B01318,Data Structures,Cormen,Oxford,2024
B01319,Microprocessors,Galvin,Wiley,2014
B01320,Deep Learning,Tanenbaum,Oxford,2021
B01321,Python Programming,Ross,Wiley,2019
B01322,Deep Learning,Korth,McGraw Hill,2019
B01323,Compiler Design,Korth,Oxford,2024
B01324,Cyber Security,Sutton,Pearson,2018
B01325,Software Engineering,Goodfellow,Pearson,2025
B01326,Operating Systems,Galvin,Wiley,2011
B01327,Computer Networks,James,Springer,2014
B01328,Machine Learning,Silberschatz,McGraw Hill,2014
B01329,Data Structures,Korth,Springer,2011
B01330,Operating Systems,Stallings,Wiley,2015
B01331,Software Engineering,Goodfellow,McGraw Hill,2015
B01332,Database Management Systems,Tanenbaum,Oxford,2017
B01333,Data Structures,Galvin,Wiley,2017
B01334,Computer Networks,Tanenbaum,Springer,2010
B01335,Artificial Intelligence,Silberschatz,Oxford,2024
B01336,Digital Logic,James,Oxford,2013
B01337,Python Programming,Tanenbaum,Springer,2013
B01338,Python Programming,Cormen,Pearson,2020
B01339,Statistics,Silberschatz,Oxford,2014
B01340,Cloud Computing,Silberschatz,McGraw Hill,2012
B01341,Data Structures,Stallings,Oxford,2026
B01342,Statistics,Tanenbaum,Springer,2026
B01343,Python Programming,Ross,Pearson,2017
B01344,Computer Networks,Galvin,McGraw Hill,2025
B01345,Operating Systems,Tanenbaum,Pearson,2015
B01346,Software Engineering,Tanenbaum,Wiley,2017
B01347,Artificial Intelligence,Sutton,McGraw Hill,2014
B01348,Python Programming,Silberschatz,Pearson,2010
B01349,Discrete Mathematics,Korth,Oxford,2012
B01350,Digital Logic,Korth,Wiley,2020
B01351,Algorithms,Goodfellow,Wiley,2022
B01352,Digital Logic,Silberschatz,Oxford,2024
B01353,Data Mining,Ross,Pearson,2019
B01354,Operating Systems,Cormen,Pearson,2012
B01355,Algorithms,Silberschatz,Oxford,2015
B01356,Machine Learning,Korth,McGraw Hill,2013
B01357,Cyber Security,Tanenbaum,McGraw Hill,2011
B01358,Algorithms,Sutton,Pearson,2020
B01359,Compiler Design,Galvin,Pearson,2022
B01360,Algorithms,Cormen,Pearson,2019
B01361,Java Programming,Goodfellow,Pearson,2014
B01362,Database Management Systems,Goodfellow,Pearson,2011
B01363,Microprocessors,Goodfellow,Pearson,2020
B01364,Database Management Systems,Tanenbaum,Springer,2023
B01365,Machine Learning,Silberschatz,Oxford,2010
B01366,Algorithms,Goodfellow,McGraw Hill,2013
B01367,Digital Logic,Sutton,Pearson,2015
B01368,Algorithms,Galvin,Springer,2017
B01369,Machine Learning,Silberschatz,Springer,2023
B01370,Java Programming,Sutton,McGraw Hill,2012
B01371,Cloud Computing,Cormen,Oxford,2015
B01372,Compiler Design,Sutton,Pearson,2023
B01373,Artificial Intelligence,Ross,Springer,2014
B01374,Microprocessors,Korth,Springer,2023
B01375,Data Mining,Ross,Wiley,2014
B01376,Big Data,Sutton,Pearson,2014
B01377,Big Data,Silberschatz,Wiley,2013
B01378,Data Structures,Stallings,Pearson,2015
B01379,Microprocessors,Galvin,Springer,2012
B01380,Cyber Security,Galvin,McGraw Hill,2020
B01381,Software Engineering,James,Oxford,2025
B01382,Software Engineering,Goodfellow,Pearson,2017
B01383,Algorithms,Tanenbaum,Springer,2018
B01384,Data Mining,Cormen,Wiley,2022
B01385,Compiler Design,Cormen,Wiley,2011
B01386,Algorithms,Korth,Pearson,2018
B01387,Big Data,Goodfellow,McGraw Hill,2019
B01388,Computer Networks,Korth,Pearson,2019
B01389,Big Data,Stallings,Pearson,2016
B01390,Software Engineering,Galvin,Pearson,2022
B01391,Microprocessors,Tanenbaum,Oxford,2019
B01392,Compiler Design,Galvin,Oxford,2016
B01393,Data Mining,Korth,Pearson,2022
B01394,Operating Systems,Tanenbaum,McGraw Hill,2019
B01395,Big Data,Galvin,Springer,2019
B01396,Microprocessors,Silberschatz,Wiley,2015
B01397,Database Management Systems,Sutton,McGraw Hill,2023
B01398,Operating Systems,Cormen,Pearson,2025
B01399,Microprocessors,James,Wiley,2022
B01400,Algorithms,Cormen,Oxford,2017
B01401,Database Management Systems,Silberschatz,Pearson,2023
B01402,Machine Learning,James,Pearson,2014
B01403,Cyber Security,Galvin,McGraw Hill,2019
B01404,Machine Learning,Stallings,Wiley,2010
B01405,Machine Learning,James,Springer,2013
B01406,Operating Systems,Tanenbaum,Pearson,2017
B01407,Cloud Computing,Silberschatz,Oxford,2013
B01408,Data Structures,Korth,Pearson,2018
B01409,Cloud Computing,Galvin,Pearson,2022
B01410,Data Structures,Stallings,Springer,2011
B01411,Python Programming,Ross,McGraw Hill,2016
B01412,Data Mining,Ross,McGraw Hill,2017
B01413,Artificial Intelligence,Ross,Oxford,2012
B01414,Deep Learning,Korth,Springer,2012
B01415,Discrete Mathematics,Goodfellow,Springer,2026
B01416,Artificial Intelligence,Stallings,Pearson,2024
B01417,Data Structures,Silberschatz,McGraw Hill,2019
B01418,Big Data,Cormen,Pearson,2026
B01419,Software Engineering,Korth,Pearson,2017
B01420,Machine Learning,Goodfellow,Springer,2023
B01421,Deep Learning,Cormen,Pearson,2010
B01422,Statistics,Goodfellow,Springer,2011
B01423,Artificial Intelligence,Korth,Pearson,2019
B01424,Microprocessors,Galvin,Wiley,2014
B01425,Big Data,Ross,McGraw Hill,2017
B01426,Big Data,James,Springer,2013
B01427,Machine Learning,Stallings,McGraw Hill,2025
B01428,Python Programming,Stallings,Pearson,2015
B01429,Cyber Security,Sutton,McGraw Hill,2010
B01430,Data Structures,Stallings,Wiley,2014
B01431,Cloud Computing,Goodfellow,Pearson,2013
B01432,Computer Networks,Sutton,McGraw Hill,2021
B01433,Cyber Security,Galvin,Oxford,2014
B01434,Data Mining,Stallings,Pearson,2024
B01435,Digital Logic,Galvin,Oxford,2026
B01436,Discrete Mathematics,Cormen,Pearson,2017
B01437,Artificial Intelligence,Ross,Oxford,2019
B01438,Cyber Security,Sutton,Wiley,2016
B01439,Algorithms,Tanenbaum,Pearson,2024
B01440,Database Management Systems,Tanenbaum,McGraw Hill,2023
B01441,Microprocessors,Tanenbaum,Oxford,2010
B01442,Data Mining,Galvin,Springer,2014
B01443,Cyber Security,Goodfellow,Springer,2018
B01444,Digital Logic,Ross,Oxford,2019
B01445,Operating Systems,James,McGraw Hill,2016
B01446,Computer Networks,Sutton,Springer,2018
B01447,Computer Networks,Galvin,Springer,2026
B01448,Artificial Intelligence,Sutton,Pearson,2020
B01449,Machine Learning,Goodfellow,Wiley,2022
B01450,Software Engineering,Cormen,Pearson,2010
B01451,Computer Networks,Korth,McGraw Hill,2019
B01452,Artificial Intelligence,Stallings,McGraw Hill,2021
B01453,Compiler Design,Galvin,McGraw Hill,2024
B01454,Big Data,Sutton,Springer,2022
B01455,Java Programming,James,Springer,2012
B01456,Data Mining,Korth,Oxford,2012
B01457,Machine Learning,James,Springer,2023
B01458,Python Programming,Ross,McGraw Hill,2012
B01459,Statistics,Goodfellow,Pearson,2011
B01460,Java Programming,Stallings,Pearson,2020
B01461,Software Engineering,Stallings,Pearson,2018
B01462,Computer Networks,Tanenbaum,Wiley,2021
B01463,Microprocessors,Stallings,Wiley,2015
B01464,Microprocessors,Silberschatz,Oxford,2010
B01465,Python Programming,Korth,Wiley,2016
B01466,Cyber Security,Cormen,Wiley,2017
B01467,Digital Logic,James,Pearson,2024
B01468,Compiler Design,Galvin,McGraw Hill,2025
B01469,Data Structures,Cormen,Pearson,2016
B01470,Discrete Mathematics,Stallings,McGraw Hill,2020
B01471,Computer Networks,Sutton,Pearson,2016
B01472,Digital Logic,Sutton,Pearson,2025
B01473,Compiler Design,Korth,Springer,2014
B01474,Computer Networks,Cormen,Wiley,2013
B01475,Software Engineering,Korth,Wiley,2025
B01476,Artificial Intelligence,Ross,Oxford,2023
B01477,Microprocessors,James,Pearson,2017
B01478,Java Programming,Silberschatz,Pearson,2011
B01479,Machine Learning,Galvin,Springer,2023
B01480,Java Programming,Silberschatz,Springer,2013
B01481,Data Structures,James,Wiley,2010
B01482,Java Programming,Tanenbaum,Pearson,2010
B01483,Java Programming,Tanenbaum,Wiley,2020
B01484,Microprocessors,Tanenbaum,Wiley,2024
B01485,Data Structures,Cormen,Wiley,2012
B01486,Computer Networks,Stallings,Springer,2011
B01487,Computer Networks,James,McGraw Hill,2013
B01488,Digital Logic,Stallings,Springer,2024
B01489,Data Mining,James,Oxford,2023
B01490,Big Data,Korth,Pearson,2025
B01491,Microprocessors,Galvin,Oxford,2015
B01492,Python Programming,Sutton,Pearson,2025
B01493,Algorithms,Cormen,Wiley,2021
B01494,Discrete Mathematics,Sutton,Wiley,2012
B01495,Machine Learning,Stallings,Wiley,2015
B01496,Cyber Security,Ross,Springer,2023
B01497,Algorithms,James,Wiley,2017
B01498,Software Engineering,James,Oxford,2017
B01499,Database Management Systems,Ross,Pearson,2011
B01500,Microprocessors,Galvin,Oxford,2025
B01501,Artificial Intelligence,Sutton,Oxford,2026
B01502,Cloud Computing,Sutton,Oxford,2021
B01503,Algorithms,Ross,McGraw Hill,2026
B01504,Big Data,Stallings,Wiley,2024
B01505,Discrete Mathematics,James,Oxford,2020
B01506,Deep Learning,Silberschatz,Oxford,2014
B01507,Machine Learning,Galvin,Pearson,2015
B01508,Cyber Security,Tanenbaum,Wiley,2024
B01509,Cyber Security,Stallings,Oxford,2021
B01510,Digital Logic,Silberschatz,Pearson,2014
B01511,Cyber Security,Silberschatz,Pearson,2018
B01512,Database Management Systems,Cormen,Springer,2014
B01513,Statistics,Galvin,Wiley,2012
B01514,Big Data,Korth,McGraw Hill,2023
B01515,Deep Learning,Stallings,Oxford,2010
B01516,Python Programming,Stallings,Oxford,2012
B01517,Algorithms,Stallings,McGraw Hill,2018
B01518,Cyber Security,Galvin,Wiley,2013
B01519,Discrete Mathematics,Goodfellow,Springer,2014
B01520,Deep Learning,Korth,McGraw Hill,2015
B01521,Cyber Security,Korth,Oxford,2016
B01522,Software Engineering,Ross,McGraw Hill,2020
B01523,Cyber Security,Stallings,Oxford,2026
B01524,Discrete Mathematics,Tanenbaum,Pearson,2019
B01525,Data Structures,Silberschatz,Pearson,2024
B01526,Algorithms,Tanenbaum,Oxford,2011
B01527,Machine Learning,Stallings,Wiley,2025
B01528,Java Programming,Ross,Pearson,2025
B01529,Big Data,Ross,Oxford,2016
B01530,Big Data,Stallings,McGraw Hill,2017
B01531,Microprocessors,Stallings,Wiley,2019
B01532,Cyber Security,Tanenbaum,Pearson,2014
B01533,Cyber Security,Korth,Pearson,2011
B01534,Microprocessors,Goodfellow,McGraw Hill,2011
B01535,Java Programming,Tanenbaum,Wiley,2012
B01536,Machine Learning,Silberschatz,McGraw Hill,2020
B01537,Algorithms,Silberschatz,Oxford,2022
B01538,Python Programming,Galvin,Oxford,2024
B01539,Microprocessors,Stallings,Springer,2021
B01540,Cloud Computing,Goodfellow,McGraw Hill,2014
B01541,Digital Logic,Silberschatz,Oxford,2026
B01542,Digital Logic,Silberschatz,Wiley,2021
B01543,Artificial Intelligence,Galvin,Pearson,2024
B01544,Data Mining,Ross,Springer,2014
B01545,Operating Systems,Goodfellow,Pearson,2010
B01546,Software Engineering,Tanenbaum,McGraw Hill,2018
B01547,Algorithms,Silberschatz,Wiley,2023
B01548,Database Management Systems,Sutton,Springer,2016
B01549,Python Programming,Ross,Pearson,2017
B01550,Data Mining,Goodfellow,Wiley,2021
B01551,Artificial Intelligence,Goodfellow,Springer,2024
B01552,Microprocessors,James,Wiley,2012
B01553,Deep Learning,Goodfellow,Pearson,2018
B01554,Microprocessors,Stallings,Springer,2015
B01555,Python Programming,Ross,Springer,2011
B01556,Machine Learning,Goodfellow,Wiley,2014
B01557,Cloud Computing,Silberschatz,Wiley,2022
B01558,Discrete Mathematics,Ross,Springer,2012
B01559,Digital Logic,Tanenbaum,Wiley,2026
B01560,Cloud Computing,Silberschatz,McGraw Hill,2015
B01561,Digital Logic,Cormen,Pearson,2021
B01562,Algorithms,Goodfellow,McGraw Hill,2014
B01563,Cyber Security,Galvin,McGraw Hill,2025
B01564,Statistics,Silberschatz,McGraw Hill,2018
B01565,Microprocessors,Goodfellow,Oxford,2016
B01566,Data Mining,Goodfellow,McGraw Hill,2011
B01567,Java Programming,James,Oxford,2024
B01568,Machine Learning,Korth,Pearson,2018
B01569,Python Programming,Galvin,Oxford,2015
B01570,Machine Learning,Sutton,Pearson,2010
B01571,Data Structures,Galvin,Pearson,2014
B01572,Statistics,Cormen,Pearson,2024
B01573,Database Management Systems,Silberschatz,Pearson,2022
B01574,Compiler Design,Goodfellow,Springer,2012
B01575,Database Management Systems,Tanenbaum,McGraw Hill,2025
B01576,Big Data,Goodfellow,Pearson,2010
B01577,Cyber Security,Tanenbaum,Wiley,2023
B01578,Computer Networks,Stallings,Pearson,2020
B01579,Discrete Mathematics,Silberschatz,Oxford,2013
B01580,Microprocessors,Sutton,Pearson,2021
B01581,Data Mining,Galvin,Springer,2023
B01582,Data Structures,Tanenbaum,McGraw Hill,2014
B01583,Cloud Computing,Sutton,Pearson,2012
B01584,Database Management Systems,Ross,Wiley,2020
B01585,Software Engineering,James,Wiley,2017
B01586,Python Programming,Ross,McGraw Hill,2024
B01587,Software Engineering,Goodfellow,Pearson,2012
B01588,Compiler Design,Goodfellow,Wiley,2018
B01589,Discrete Mathematics,Stallings,Springer,2024
B01590,Discrete Mathematics,James,McGraw Hill,2023
B01591,Algorithms,Galvin,Pearson,2024
B01592,Python Programming,Goodfellow,Pearson,2017
B01593,Discrete Mathematics,Stallings,Pearson,2014
B01594,Data Structures,Galvin,Wiley,2010
B01595,Microprocessors,Silberschatz,Springer,2025
B01596,Artificial Intelligence,Sutton,Wiley,2010
B01597,Microprocessors,Galvin,Springer,2019
B01598,Big Data,Korth,Pearson,2011
B01599,Algorithms,Cormen,McGraw Hill,2013
B01600,Digital Logic,Stallings,Pearson,2013
B01601,Machine Learning,Ross,Pearson,2012
B01602,Python Programming,Cormen,Oxford,2024
B01603,Python Programming,Silberschatz,Springer,2024
B01604,Data Mining,Cormen,Springer,2019
B01605,Java Programming,Silberschatz,Wiley,2020
B01606,Python Programming,Goodfellow,Pearson,2025
B01607,Big Data,Sutton,Springer,2021
B01608,Deep Learning,Galvin,Pearson,2016
B01609,Database Management Systems,Ross,Springer,2025
B01610,Operating Systems,Goodfellow,Springer,2010
B01611,Big Data,Stallings,Wiley,2023
B01612,Software Engineering,Silberschatz,Pearson,2011
B01613,Python Programming,James,Wiley,2025
B01614,Python Programming,Silberschatz,Pearson,2013
B01615,Algorithms,Ross,McGraw Hill,2020
B01616,Cloud Computing,Ross,McGraw Hill,2012
B01617,Microprocessors,Korth,Wiley,2020
B01618,Python Programming,Korth,Wiley,2013
B01619,Cyber Security,Silberschatz,Springer,2020
B01620,Cloud Computing,Silberschatz,Oxford,2025
B01621,Algorithms,Stallings,Oxford,2024
B01622,Statistics,Tanenbaum,Springer,2016
B01623,Statistics,Goodfellow,Springer,2015
B01624,Statistics,Galvin,McGraw Hill,2017
B01625,Operating Systems,James,McGraw Hill,2025
B01626,Software Engineering,Galvin,McGraw Hill,2012
B01627,Python Programming,Galvin,Pearson,2014
B01628,Big Data,Goodfellow,Pearson,2011
B01629,Data Structures,Silberschatz,Springer,2022
B01630,Discrete Mathematics,Cormen,Springer,2010
B01631,Compiler Design,Galvin,Wiley,2016
B01632,Deep Learning,Ross,Springer,2025
B01633,Cloud Computing,Silberschatz,McGraw Hill,2022
B01634,Compiler Design,Silberschatz,Pearson,2021
B01635,Compiler Design,Silberschatz,Springer,2012
B01636,Algorithms,Silberschatz,Pearson,2023
B01637,Database Management Systems,James,Oxford,2014
B01638,Discrete Mathematics,Korth,Wiley,2023
B01639,Compiler Design,Cormen,Wiley,2021
B01640,Computer Networks,Sutton,Oxford,2021
B01641,Artificial Intelligence,Stallings,Springer,2017
B01642,Algorithms,Tanenbaum,McGraw Hill,2023
B01643,Statistics,Ross,Pearson,2015
B01644,Microprocessors,Stallings,Pearson,2023
B01645,Digital Logic,Ross,Oxford,2023
B01646,Algorithms,Goodfellow,Springer,2010
B01647,Artificial Intelligence,Tanenbaum,McGraw Hill,2012
B01648,Deep Learning,Silberschatz,McGraw Hill,2013
B01649,Statistics,Silberschatz,McGraw Hill,2017
