fee_id,student_id,amount,status,payment_date
FEE0582,S0582,90000,Partial,2025-06-08
FEE0583,S0583,50000,Pending,2025-02-07
FEE0584,S0584,80000,Pending,2025-07-25
FEE0585,S0585,50000,Partial,2026-05-19
FEE0586,S0586,90000,Pending,2026-01-17
FEE0587,S0587,50000,Pending,2025-06-18
FEE0588,S0588,50000,Pending,2026-01-06
FEE0589,S0589,90000,Pending,2025-06-25
FEE0590,S0590,90000,Pending,2026-04-17
FEE0591,S0591,80000,Paid,2025-12-29
FEE0592,S0592,90000,Pending,2025-11-16
FEE0593,S0593,90000,Paid,2025-06-25
FEE0594,S0594,70000,Paid,2024-09-10
FEE0595,S0595,65000,Partial,2024-11-20
FEE0596,S0596,80000,Paid,2024-07-27
FEE0597,S0597,80000,Pending,2025-06-19
FEE0598,S0598,65000,Pending,2026-03-29
FEE0599,S0599,65000,Pending,2025-10-20
FEE0600,S0600,65000,Pending,2025-06-19
FEE0601,S0601,50000,Paid,2025-08-22
FEE0602,S0602,70000,Partial,2025-07-16
FEE0603,S0603,70000,Paid,2025-07-14
FEE0604,S0604,70000,Paid,2026-06-26
FEE0605,S0605,65000,Partial,2026-01-08
FEE0606,S0606,70000,Partial,2024-11-30
FEE0607,S0607,50000,Paid,2025-01-28
FEE0608,S0608,80000,Pending,2025-03-12
FEE0609,S0609,80000,Pending,2024-10-17
FEE0610,S0610,90000,Partial,2025-07-31
FEE0611,S0611,65000,Partial,2025-03-12
FEE0612,S0612,80000,Partial,2025-09-25
FEE0613,S0613,70000,Paid,2026-04-19
FEE0614,S0614,70000,Paid,2024-08-04
FEE0615,S0615,90000,Partial,2026-01-06
FEE0616,S0616,70000,Partial,2025-12-31
FEE0617,S0617,80000,Partial,2025-07-06
FEE0618,S0618,50000,Paid,2025-10-26
FEE0619,S0619,90000,Partial,2026-01-25
FEE0620,S0620,80000,Pending,2026-05-10
FEE0621,S0621,65000,Partial,2024-09-14
FEE0622,S0622,90000,Paid,2025-12-09
FEE0623,S0623,65000,Paid,2026-07-16
FEE0624,S0624,65000,Partial,2026-05-03
FEE0625,S0625,65000,Pending,2025-08-19
FEE0626,S0626,65000,Partial,2024-08-09
FEE0627,S0627,70000,Paid,2025-09-30
FEE0628,S0628,80000,Partial,2024-07-17
FEE0629,S0629,70000,Paid,2025-07-16
FEE0630,S0630,65000,Pending,2026-01-07
FEE0631,S0631,70000,Paid,2025-01-18
FEE0632,S0632,70000,Paid,2026-06-12
FEE0633,S0633,70000,Pending,2026-06-11
FEE0634,S0634,65000,Paid,2025-10-08
FEE0635,S0635,90000,Paid,2024-07-23
FEE0636,S0636,65000,Pending,2025-12-10
FEE0637,S0637,65000,Pending,2024-07-28
FEE0638,S0638,65000,Paid,2025-11-26
FEE0639,S0639,90000,Partial,2025-12-14
FEE0640,S0640,65000,Pending,2026-06-08
FEE0641,S0641,65000,Pending,2025-09-14
FEE0642,S0642,70000,Pending,2025-06-08
FEE0643,S0643,90000,Partial,2025-07-22
FEE0644,S0644,50000,Partial,2024-08-24
FEE0645,S0645,70000,Partial,2025-10-05
FEE0646,S0646,80000,Pending,2024-09-12
FEE0647,S0647,50000,Pending,2025-10-26
FEE0648,S0648,90000,Pending,2025-01-13
FEE0649,S0649,90000,Partial,2025-01-17
FEE0650,S0650,90000,Paid,2025-12-17
FEE0651,S0651,80000,Pending,2024-12-20
FEE0652,S0652,80000,Paid,2025-12-29
FEE0653,S0653,50000,Paid,2025-02-01
FEE0654,S0654,90000,Pending,2025-05-16
FEE0655,S0655,90000,Partial,2025-11-12
FEE0656,S0656,65000,Pending,2025-04-14
FEE0657,S0657,50000,Paid,2026-02-02
FEE0658,S0658,50000,Paid,2025-02-13
FEE0659,S0659,50000,Pending,2024-08-04
FEE0660,S0660,80000,Partial,2025-04-24
FEE0661,S0661,80000,Paid,2024-12-21
FEE0662,S0662,50000,Pending,2026-02-12
FEE0663,S0663,65000,Partial,2024-08-20
FEE0664,S0664,70000,Partial,2026-03-26
FEE0665,S0665,80000,Pending,2025-03-07
FEE0666,S0666,70000,Partial,2025-05-14
FEE0667,S0667,70000,Partial,2024-09-04
FEE0668,S0668,50000,Partial,2025-03-22
FEE0669,S0669,90000,Pending,2026-05-15
FEE0670,S0670,80000,Pending,2025-06-23
FEE0671,S0671,80000,Pending,2024-10-07
FEE0672,S0672,70000,Pending,2025-04-24
FEE0673,S0673,80000,Paid,2025-12-06
FEE0674,S0674,70000,Pending,2025-02-11
FEE0675,S0675,50000,Paid,2024-12-26
FEE0676,S0676,80000,Pending,2026-02-01
FEE0677,S0677,80000,Paid,2024-08-12
FEE0678,S0678,70000,Pending,2026-06-03
FEE0679,S0679,90000,Paid,2026-04-03
FEE0680,S0680,90000,Paid,2025-12-22
FEE0681,S0681,90000,Pending,2025-03-03
FEE0682,S0682,50000,Partial,2024-10-14
FEE0683,S0683,70000,Paid,2024-11-29
FEE0684,S0684,80000,Paid,2025-06-24
FEE0685,S0685,70000,Pending,2026-06-25
FEE0686,S0686,70000,Pending,2024-12-15
FEE0687,S0687,90000,Paid,2024-12-19
FEE0688,S0688,90000,Pending,2024-10-24
FEE0689,S0689,90000,Paid,2025-02-03
FEE0690,S0690,80000,Paid,2025-09-10
FEE0691,S0691,80000,Pending,2025-02-26
FEE0692,S0692,90000,Pending,2025-11-21
FEE0693,S0693,65000,Pending,2025-06-22
FEE0694,S0694,50000,Pending,2024-10-23
FEE0695,S0695,90000,Partial,2025-09-12
FEE0696,S0696,80000,Partial,2025-11-07
FEE0697,S0697,65000,Partial,2024-11-27
FEE0698,S0698,80000,Partial,2025-11-18
FEE0699,S0699,80000,Paid,2024-12-07
FEE0700,S0700,50000,Partial,2025-02-27
FEE0701,S0701,50000,Pending,2024-12-07
FEE0702,S0702,70000,Paid,2025-02-07
FEE0703,S0703,70000,Pending,2026-06-06
FEE0704,S0704,65000,Pending,2026-01-16
FEE0705,S0705,80000,Pending,2025-04-04
FEE0706,S0706,50000,Pending,2024-12-15
FEE0707,S0707,70000,Pending,2026-07-04
FEE0708,S0708,50000,Partial,2025-06-05
FEE0709,S0709,65000,Partial,2025-08-20
FEE0710,S0710,50000,Partial,2025-04-15
FEE0711,S0711,70000,Paid,2025-11-23
FEE0712,S0712,70000,Partial,2025-10-13
FEE0713,S0713,50000,Pending,2026-03-12
FEE0714,S0714,50000,Partial,2025-11-10
FEE0715,S0715,80000,Partial,2024-12-18
FEE0716,S0716,65000,Pending,2024-10-09
FEE0717,S0717,70000,Pending,2025-04-22
FEE0718,S0718,65000,Paid,2024-10-26
FEE0719,S0719,80000,Paid,2025-09-25
FEE0720,S0720,70000,Paid,2025-09-03
FEE0721,S0721,65000,Partial,2025-10-13
FEE0722,S0722,90000,Pending,2026-06-02
FEE0723,S0723,50000,Paid,2026-07-05
FEE0724,S0724,80000,Paid,2026-02-10
FEE0725,S0725,50000,Partial,2025-12-23
FEE0726,S0726,65000,Paid,2025-07-18
FEE0727,S0727,50000,Pending,2025-02-11
FEE0728,S0728,70000,Pending,2026-02-17
FEE0729,S0729,65000,Partial,2025-09-15
FEE0730,S0730,80000,Paid,2025-09-14
FEE0731,S0731,65000,Pending,2025-06-20
FEE0732,S0732,70000,Pending,2024-08-01
FEE0733,S0733,70000,Partial,2025-02-28
FEE0734,S0734,50000,Partial,2025-04-01
FEE0735,S0735,65000,Partial,2024-07-22
FEE0736,S0736,80000,Paid,2025-12-31
FEE0737,S0737,50000,Paid,2024-10-09
FEE0738,S0738,65000,Partial,2026-07-16
FEE0739,S0739,90000,Paid,2026-02-13
FEE0740,S0740,80000,Partial,2026-05-20
FEE0741,S0741,80000,Pending,2026-01-01
FEE0742,S0742,90000,Paid,2025-01-15
FEE0743,S0743,80000,Pending,2025-01-02
FEE0744,S0744,70000,Paid,2026-07-09
FEE0745,S0745,80000,Pending,2026-02-28
FEE0746,S0746,65000,Paid,2025-06-23
FEE0747,S0747,70000,Pending,2026-02-28
FEE0748,S0748,65000,Partial,2024-08-15
FEE0749,S0749,70000,Pending,2024-09-10
FEE0750,S0750,80000,Pending,2025-02-04
FEE0751,S0751,70000,Pending,2026-02-01
FEE0752,S0752,80000,Partial,2025-04-20
FEE0753,S0753,50000,Pending,2025-09-20
FEE0754,S0754,50000,Pending,2025-06-05
FEE0755,S0755,80000,Paid,2026-05-24
FEE0756,S0756,70000,Paid,2026-06-05
FEE0757,S0757,90000,Partial,2025-08-23
FEE0758,S0758,65000,Paid,2024-12-05
FEE0759,S0759,80000,Partial,2026-02-22
FEE0760,S0760,80000,Pending,2025-05-27
FEE0761,S0761,90000,Pending,2024-08-19
FEE0762,S0762,70000,Pending,2025-06-15
FEE0763,S0763,50000,Pending,2025-08-07
FEE0764,S0764,70000,Partial,2024-08-17
FEE0765,S0765,65000,Paid,2025-11-14
FEE0766,S0766,65000,Pending,2025-03-03
FEE0767,S0767,70000,Paid,2024-10-20
FEE0768,S0768,65000,Pending,2025-01-19
FEE0769,S0769,50000,Pending,2024-09-13
FEE0770,S0770,80000,Pending,2025-11-15
FEE0771,S0771,90000,Pending,2025-03-17
FEE0772,S0772,90000,Partial,2025-04-03
FEE0773,S0773,80000,Pending,2025-05-27
FEE0774,S0774,80000,Partial,2026-06-14
FEE0775,S0775,80000,Paid,2025-10-15
FEE0776,S0776,70000,Paid,2026-06-17
FEE0777,S0777,65000,Paid,2024-09-27
FEE0778,S0778,50000,Partial,2025-03-24
FEE0779,S0779,65000,Pending,2025-07-16
FEE0780,S0780,50000,Pending,2025-07-15
FEE0781,S0781,65000,Paid,2025-02-12
FEE0782,S0782,90000,Partial,2026-02-13
FEE0783,S0783,90000,Paid,2026-04-10
FEE0784,S0784,65000,Pending,2026-03-16
FEE0785,S0785,50000,Partial,2024-10-26
FEE0786,S0786,65000,Partial,2026-01-30
FEE0787,S0787,65000,Pending,2025-03-01
FEE0788,S0788,80000,Paid,2026-06-08
FEE0789,S0789,65000,Pending,2024-07-25
FEE0790,S0790,50000,Paid,2026-06-21
FEE0791,S0791,90000,Pending,2025-07-18
FEE0792,S0792,50000,Paid,2026-01-23
FEE0793,S0793,70000,Partial,2025-03-11
FEE0794,S0794,90000,Partial,2026-05-19
FEE0795,S0795,65000,Pending,2026-05-14
FEE0796,S0796,90000,Pending,2025-08-24
FEE0797,S0797,50000,Pending,2025-03-27
FEE0798,S0798,90000,Partial,2025-08-27
FEE0799,S0799,70000,Partial,2025-02-23
FEE0800,S0800,70000,Partial,2025-10-22
FEE0801,S0801,50000,Paid,2025-04-04
FEE0802,S0802,70000,Paid,2025-02-03
FEE0803,S0803,80000,Paid,2024-10-18
FEE0804,S0804,50000,Paid,2024-11-04
FEE0805,S0805,65000,Paid,2025-06-15
FEE0806,S0806,65000,Paid,2025-06-03
FEE0807,S0807,80000,Paid,2024-11-02
FEE0808,S0808,70000,Partial,2024-07-25
FEE0809,S0809,90000,Pending,2024-07-25
FEE0810,S0810,80000,Paid,2025-06-06
FEE0811,S0811,65000,Pending,2025-01-10
FEE0812,S0812,70000,Pending,2026-06-15
FEE0813,S0813,90000,Paid,2025-05-05
FEE0814,S0814,65000,Pending,2026-02-10
FEE0815,S0815,50000,Paid,2025-07-12
FEE0816,S0816,90000,Paid,2024-10-28
FEE0817,S0817,90000,Partial,2024-11-05
FEE0818,S0818,70000,Paid,2024-10-27
FEE0819,S0819,80000,Pending,2026-03-01
FEE0820,S0820,90000,Pending,2026-03-03
FEE0821,S0821,70000,Partial,2025-09-17
FEE0822,S0822,50000,Pending,2026-07-11
FEE0823,S0823,70000,Paid,2025-09-22
FEE0824,S0824,65000,Paid,2025-09-20
FEE0825,S0825,50000,Paid,2025-06-27
FEE0826,S0826,80000,Partial,2025-12-24
FEE0827,S0827,70000,Partial,2025-09-02
FEE0828,S0828,90000,Paid,2025-11-16
FEE0829,S0829,65000,Paid,2024-09-17
FEE0830,S0830,50000,Pending,2026-06-23
FEE0831,S0831,70000,Partial,2026-02-26
FEE0832,S0832,65000,Paid,2025-10-16
FEE0833,S0833,50000,Paid,2025-03-01
FEE0834,S0834,70000,Pending,2026-05-01
FEE0835,S0835,70000,Pending,2025-05-25
FEE0836,S0836,90000,Partial,2024-07-25
FEE0837,S0837,70000,Pending,2025-04-06
FEE0838,S0838,90000,Pending,2025-06-06
FEE0839,S0839,50000,Partial,2025-01-29
FEE0840,S0840,50000,Partial,2025-07-26
FEE0841,S0841,65000,Pending,2024-09-07
FEE0842,S0842,70000,Pending,2024-07-28
FEE0843,S0843,80000,Partial,2025-01-06
FEE0844,S0844,65000,Partial,2024-10-13
FEE0845,S0845,90000,Partial,2024-12-29
FEE0846,S0846,50000,Paid,2026-04-14
FEE0847,S0847,50000,Partial,2025-02-20
FEE0848,S0848,70000,Partial,2026-05-26
FEE0849,S0849,80000,Partial,2024-11-15
FEE0850,S0850,50000,Partial,2026-06-14
FEE0851,S0851,50000,Partial,2026-04-02
FEE0852,S0852,65000,Pending,2025-03-17
FEE0853,S0853,90000,Partial,2025-01-22
FEE0854,S0854,50000,Pending,2026-03-18
FEE0855,S0855,65000,Paid,2026-04-02
FEE0856,S0856,70000,Pending,2025-09-08
FEE0857,S0857,50000,Pending,2025-07-21
FEE0858,S0858,65000,Partial,2025-10-12
FEE0859,S0859,90000,Paid,2025-09-16
FEE0860,S0860,80000,Paid,2024-12-26
FEE0861,S0861,80000,Paid,2026-06-01
FEE0862,S0862,70000,Partial,2025-06-19
FEE0863,S0863,80000,Pending,2025-11-28
FEE0864,S0864,50000,Partial,2024-11-24
FEE0865,S0865,90000,Paid,2025-08-11
FEE0866,S0866,70000,Partial,2025-05-20
FEE0867,S0867,90000,Paid,2024-10-08
FEE0868,S0868,65000,Paid,2024-12-28
FEE0869,S0869,70000,Partial,2025-01-14
FEE0870,S0870,90000,Partial,2024-10-19
FEE0871,S0871,80000,Pending,2024-11-27
FEE0872,S0872,90000,Partial,2026-03-05
FEE0873,S0873,90000,Partial,2026-02-12
FEE0874,S0874,70000,Partial,2026-03-09
FEE0875,S0875,65000,Paid,2024-10-04
FEE0876,S0876,65000,Paid,2025-01-15
FEE0877,S0877,65000,Partial,2025-10-31
FEE0878,S0878,80000,Partial,2025-03-21
FEE0879,S0879,90000,Partial,2024-08-26
FEE0880,S0880,90000,Partial,2024-09-28
FEE0881,S0881,50000,Pending,2024-09-19
FEE0882,S0882,80000,Pending,2025-08-30
FEE0883,S0883,90000,Partial,2026-03-28
FEE0884,S0884,80000,Paid,2026-05-24
FEE0885,S0885,90000,Partial,2025-10-17
FEE0886,S0886,65000,Pending,2026-05-09
FEE0887,S0887,65000,Pending,2025-09-07
FEE0888,S0888,80000,Partial,2025-09-30
FEE0889,S0889,50000,Paid,2025-09-24
FEE0890,S0890,80000,Partial,2026-03-25
FEE0891,S0891,65000,Paid,2024-12-22
FEE0892,S0892,65000,Paid,2024-07-24
FEE0893,S0893,50000,Partial,2025-04-23
FEE0894,S0894,80000,Pending,2024-10-29
FEE0895,S0895,90000,Partial,2024-08-30
FEE0896,S0896,70000,Pending,2024-12-13
FEE0897,S0897,80000,Partial,2024-07-18
FEE0898,S0898,90000,Pending,2024-07-26
FEE0899,S0899,65000,Paid,2025-09-11
FEE0900,S0900,65000,Partial,2025-12-11
FEE0901,S0901,50000,Pending,2025-12-23
FEE0902,S0902,90000,Partial,2025-12-15
FEE0903,S0903,65000,Pending,2026-05-12
FEE0904,S0904,90000,Partial,2026-02-19
FEE0905,S0905,70000,Paid,2025-02-19
FEE0906,S0906,90000,Pending,2025-09-04
FEE0907,S0907,90000,Pending,2026-02-06
FEE0908,S0908,80000,Paid,2025-11-16
FEE0909,S0909,90000,Pending,2025-03-05
FEE0910,S0910,80000,Partial,2025-04-18
FEE0911,S0911,70000,Partial,2025-01-10
FEE0912,S0912,90000,Paid,2024-11-27
FEE0913,S0913,90000,Partial,2025-05-24
FEE0914,S0914,90000,Partial,2024-09-06
FEE0915,S0915,90000,Pending,2024-10-13
FEE0916,S0916,70000,Paid,2024-11-11
FEE0917,S0917,50000,Partial,2025-05-09
FEE0918,S0918,65000,Pending,2026-07-01
FEE0919,S0919,50000,Partial,2024-08-15
FEE0920,S0920,50000,Paid,2025-07-01
FEE0921,S0921,90000,Pending,2025-10-24
FEE0922,S0922,80000,Paid,2025-03-24
FEE0923,S0923,70000,Partial,2025-04-18
FEE0924,S0924,80000,Pending,2025-07-25
FEE0925,S0925,65000,Paid,2026-01-13
FEE0926,S0926,80000,Paid,2026-02-20
FEE0927,S0927,65000,Pending,2024-10-30
FEE0928,S0928,80000,Pending,2025-03-10
FEE0929,S0929,80000,Pending,2025-08-29
FEE0930,S0930,80000,Paid,2025-07-30
FEE0931,S0931,80000,Paid,2025-02-23
FEE0932,S0932,80000,Pending,2024-09-28
FEE0933,S0933,65000,Pending,2025-05-01
FEE0934,S0934,50000,Pending,2024-12-25
FEE0935,S0935,65000,Pending,2025-11-01
FEE0936,S0936,80000,Partial,2024-12-25
FEE0937,S0937,50000,Paid,2024-10-01
FEE0938,S0938,65000,Paid,2024-12-03
FEE0939,S0939,90000,Pending,2026-06-16
FEE0940,S0940,65000,Partial,2024-10-28
FEE0941,S0941,50000,Paid,2025-02-17
FEE0942,S0942,70000,Pending,2026-04-03
FEE0943,S0943,80000,Partial,2026-07-12
FEE0944,S0944,70000,Pending,2026-05-10
FEE0945,S0945,90000,Paid,2026-03-27
FEE0946,S0946,70000,Paid,2024-08-19
FEE0947,S0947,65000,Paid,2025-05-14
FEE0948,S0948,90000,Pending,2024-09-03
FEE0949,S0949,70000,Paid,2025-04-09
FEE0950,S0950,80000,Paid,2024-09-08
FEE0951,S0951,80000,Partial,2025-12-28
FEE0952,S0952,70000,Paid,2024-10-01
FEE0953,S0953,50000,Pending,2024-09-21
FEE0954,S0954,90000,Partial,2024-10-04
FEE0955,S0955,70000,Partial,2025-05-04
FEE0956,S0956,50000,Partial,2024-08-14
FEE0957,S0957,50000,Pending,2026-06-07
FEE0958,S0958,80000,Pending,2026-02-07
FEE0959,S0959,80000,Pending,2025-03-23
FEE0960,S0960,50000,Paid,2026-06-18
FEE0961,S0961,80000,Partial,2025-05-12
FEE0962,S0962,65000,Partial,2025-12-14
FEE0963,S0963,65000,Paid,2025-05-04
FEE0964,S0964,50000,Pending,2025-10-28
FEE0965,S0965,65000,Pending,2025-06-06
FEE0966,S0966,80000,Partial,2024-10-22
FEE0967,S0967,50000,Paid,2025-02-23
FEE0968,S0968,80000,Pending,2025-11-20
FEE0969,S0969,90000,Partial,2024-07-22
FEE0970,S0970,90000,Pending,2025-12-06
FEE0971,S0971,50000,Pending,2024-11-19
FEE0972,S0972,90000,Paid,2024-08-16
FEE0973,S0973,65000,Pending,2026-03-13
FEE0974,S0974,50000,Paid,2025-06-20
FEE0975,S0975,65000,Partial,2025-11-14
FEE0976,S0976,50000,Paid,2026-05-02
FEE0977,S0977,90000,Pending,2026-02-26
FEE0978,S0978,80000,Partial,2024-09-05
FEE0979,S0979,80000,Pending,2024-09-07
FEE0980,S0980,70000,Pending,2025-04-07
FEE0981,S0981,80000,Partial,2025-10-09
FEE0982,S0982,65000,Pending,2025-10-28
FEE0983,S0983,80000,Pending,2026-03-10
FEE0984,S0984,50000,Paid,2024-11-03
FEE0985,S0985,80000,Pending,2026-06-28
FEE0986,S0986,80000,Paid,2025-09-26
FEE0987,S0987,65000,Pending,2025-10-27
FEE0988,S0988,70000,Partial,2026-05-11
FEE0989,S0989,70000,Pending,2025-05-28
FEE0990,S0990,70000,Paid,2024-09-12
FEE0991,S0991,65000,Paid,2025-12-12
FEE0992,S0992,50000,Partial,2024-11-24
FEE0993,S0993,50000,Paid,2026-05-23
FEE0994,S0994,80000,Pending,2024-08-24
FEE0995,S0995,80000,Pending,2024-10-05
FEE0996,S0996,70000,Paid,2025-10-27
FEE0997,S0997,90000,Pending,2025-06-10
FEE0998,S0998,50000,Partial,2026-06-18
FEE0999,S0999,70000,Partial,2024-12-09
FEE1000,S1000,80000,Partial,2024-09-21
