result_id,student_id,subject_id,marks,grade,year,semester
2571,S0964,SUB0229,91,F,2023,8
2572,S0135,SUB0173,89,D,2026,8
2573,S0598,SUB0567,36,A+,2025,8
2574,S0665,SUB0897,85,A+,2022,2
2575,S0912,SUB0452,100,C,2026,6
2576,S0439,SUB0488,70,F,2022,4
2577,S0115,SUB0272,71,D,2026,1
2578,S0350,SUB0050,96,A+,2024,6
2579,S0550,SUB0193,36,B+,2024,2
2580,S0492,SUB0549,56,F,2023,6
2581,S0090,SUB0341,66,F,2023,4
2582,S0410,SUB0021,43,C,2023,4
2583,S0583,SUB0002,66,F,2022,8
2584,S0629,SUB0440,63,A,2026,8
2585,S0355,SUB0869,65,D,2022,6
2586,S0362,SUB0296,89,A+,2025,6
2587,S0636,SUB0606,79,A,2025,4
2588,S0114,SUB0379,57,D,2025,6
2589,S0196,SUB0918,92,C,2022,6
2590,S0214,SUB0263,66,F,2023,4
2591,S0628,SUB0869,85,A,2023,5
2592,S0785,SUB0782,79,D,2025,5
2593,S0593,SUB0607,75,D,2024,6
2594,S0482,SUB0671,86,F,2025,1
2595,S0887,SUB0373,51,A+,2026,5
2596,S0704,SUB0107,98,A,2026,7
2597,S0940,SUB0449,40,B,2024,4
2598,S0689,SUB0600,66,A,2024,2
2599,S0815,SUB0273,37,D,2026,8
2600,S0070,SUB0842,59,A+,2024,5
2601,S0719,SUB0352,70,F,2023,2
2602,S0144,SUB0414,70,D,2024,1
2603,S0451,SUB0305,36,B,2022,8
2604,S0205,SUB0508,92,A,2024,5
2605,S0461,SUB0840,81,D,2026,5
2606,S0995,SUB0018,84,D,2024,7
2607,S0603,SUB0643,35,F,2022,6
2608,S0349,SUB0799,44,B,2025,4
2609,S0012,SUB0818,44,F,2024,5
2610,S0766,SUB0435,97,A,2025,8
2611,S0958,SUB0737,78,D,2022,5
2612,S0399,SUB0940,79,A,2026,1
2613,S0730,SUB0386,51,D,2023,3
2614,S0450,SUB0278,45,B+,2024,1
2615,S0191,SUB0432,59,D,2026,3
2616,S0522,SUB0372,76,F,2025,2
2617,S0396,SUB0917,78,B+,2024,3
2618,S0247,SUB0468,99,A+,2023,3
2619,S0500,SUB0431,38,D,2025,7
2620,S0303,SUB0143,64,B+,2025,7
2621,S0116,SUB0753,84,B,2026,8
2622,S0586,SUB0211,41,D,2022,7
2623,S0485,SUB0812,65,A+,2024,7
2624,S0928,SUB0165,46,B,2025,3
2625,S0180,SUB0656,100,A+,2023,2
2626,S0160,SUB0699,67,D,2026,7
2627,S0782,SUB0667,45,B,2023,1
2628,S0444,SUB0347,98,F,2026,8
2629,S0526,SUB0357,73,A+,2024,1
2630,S0878,SUB0035,60,C,2022,4
2631,S0338,SUB0674,94,A+,2023,1
2632,S0776,SUB0240,87,A,2024,3
2633,S0449,SUB0168,75,C,2026,2
2634,S0355,SUB0322,56,F,2024,1
2635,S0803,SUB0343,54,C,2025,2
2636,S0868,SUB0862,95,A+,2026,1
2637,S0807,SUB0738,84,A,2026,4
2638,S0691,SUB0443,38,D,2023,2
2639,S0989,SUB0214,92,D,2025,3
2640,S0320,SUB0395,59,C,2022,5
2641,S0878,SUB0107,67,B+,2023,6
2642,S0156,SUB0475,35,D,2026,2
2643,S0044,SUB0607,92,B,2025,8
2644,S0310,SUB0919,93,A,2024,1
2645,S0110,SUB0694,37,A,2023,1
2646,S0209,SUB0196,71,B+,2022,1
2647,S0650,SUB0854,90,A+,2022,6
2648,S0634,SUB0428,98,D,2022,8
2649,S0874,SUB0401,65,B,2023,7
2650,S0613,SUB0590,37,D,2022,7
2651,S0395,SUB0679,41,A,2023,6
2652,S0620,SUB0764,84,B+,2023,4
2653,S0502,SUB0743,66,A,2023,8
2654,S0079,SUB0925,82,C,2025,7
2655,S0071,SUB0355,61,C,2024,3
2656,S0479,SUB0152,49,A,2022,4
2657,S0428,SUB0679,90,D,2023,8
2658,S0810,SUB0903,57,A,2026,8
2659,S0720,SUB0124,56,B,2024,8
2660,S0457,SUB0163,90,A+,2025,2
2661,S0589,SUB0604,79,A+,2024,3
2662,S0460,SUB0054,58,A+,2026,4
2663,S0108,SUB0962,85,D,2025,2
2664,S0385,SUB0507,99,A+,2022,6
2665,S0125,SUB0369,52,A+,2023,4
2666,S0661,SUB0833,88,A+,2024,5
2667,S0025,SUB0634,47,B,2022,3
2668,S0342,SUB0682,95,B+,2026,1
2669,S0193,SUB0992,97,A+,2024,7
2670,S0114,SUB0342,67,A,2022,8
2671,S0510,SUB0892,94,B,2025,6
2672,S0228,SUB0008,39,C,2024,7
2673,S0667,SUB0170,92,A+,2026,5
2674,S0764,SUB0781,100,D,2023,4
2675,S0535,SUB0633,66,A+,2026,4
2676,S0390,SUB0280,64,C,2022,1
2677,S0831,SUB0015,74,A+,2022,6
2678,S0135,SUB0829,95,D,2025,3
2679,S0588,SUB0040,43,C,2025,2
2680,S0338,SUB0374,63,C,2025,8
2681,S0751,SUB0946,80,C,2026,1
2682,S0927,SUB0882,77,C,2022,2
2683,S0685,SUB0803,67,B+,2025,6
2684,S0172,SUB0884,91,A,2024,2
2685,S0313,SUB0499,35,C,2026,3
2686,S0396,SUB0318,49,F,2023,3
2687,S0720,SUB0885,89,C,2023,7
2688,S0365,SUB0526,51,B,2025,4
2689,S0765,SUB0091,42,B,2025,1
2690,S0837,SUB0465,93,D,2026,6
2691,S0689,SUB0976,92,D,2025,6
2692,S0003,SUB0908,66,A,2026,6
2693,S0188,SUB0605,78,B+,2022,3
2694,S0733,SUB0614,99,A,2022,1
2695,S0856,SUB0594,38,D,2025,1
2696,S0636,SUB0749,40,F,2025,4
2697,S0028,SUB0045,68,A,2025,3
2698,S0673,SUB0467,77,C,2022,1
2699,S0337,SUB0117,85,A+,2022,8
2700,S0449,SUB0525,36,B,2022,8
2701,S0980,SUB0112,90,B+,2023,4
2702,S0871,SUB0341,49,A,2022,5
2703,S0432,SUB0843,55,B+,2022,5
2704,S0527,SUB0431,39,A+,2024,3
2705,S0080,SUB0371,80,B+,2023,4
2706,S0851,SUB0664,88,D,2023,7
2707,S0309,SUB0117,99,B+,2023,1
2708,S0206,SUB0886,35,F,2023,1
2709,S0193,SUB0971,63,B,2024,2
2710,S0377,SUB0404,94,A+,2024,2
2711,S0026,SUB0681,97,D,2026,1
2712,S0787,SUB0185,50,B+,2026,6
2713,S0011,SUB0260,53,C,2024,6
2714,S0863,SUB1000,90,A+,2022,3
2715,S0997,SUB0050,54,B+,2023,5
2716,S0498,SUB0956,77,B+,2026,1
2717,S0862,SUB0298,92,B,2025,4
2718,S0857,SUB0061,35,F,2023,5
2719,S0988,SUB0618,59,C,2026,8
2720,S0494,SUB0093,55,B,2022,6
2721,S0165,SUB0751,62,B,2026,1
2722,S0985,SUB0124,71,D,2022,5
2723,S0742,SUB0330,51,B+,2026,5
2724,S0358,SUB0273,50,F,2023,7
2725,S0620,SUB0334,74,B,2024,6
2726,S0164,SUB0331,85,D,2023,8
2727,S0675,SUB0245,48,D,2026,3
2728,S0109,SUB0153,71,C,2026,6
2729,S0014,SUB0078,84,D,2026,7
2730,S0352,SUB0505,35,C,2025,8
2731,S0036,SUB0250,50,C,2026,3
2732,S0448,SUB0782,65,B+,2023,5
2733,S0494,SUB0498,84,A+,2024,7
2734,S0415,SUB0358,94,A,2025,6
2735,S0044,SUB0209,40,D,2023,2
2736,S0441,SUB0849,65,D,2024,3
2737,S0221,SUB0252,80,B+,2024,2
2738,S0177,SUB0357,45,C,2024,5
2739,S0718,SUB0835,53,A,2025,4
2740,S0416,SUB0572,76,F,2022,6
2741,S0038,SUB0604,58,F,2026,8
2742,S0567,SUB0730,94,B,2024,1
2743,S0455,SUB0193,75,B,2022,3
2744,S0313,SUB0927,76,B,2022,5
2745,S0868,SUB0037,49,F,2023,6
2746,S0396,SUB0866,70,B+,2022,8
2747,S0796,SUB0526,93,B,2023,1
2748,S0602,SUB0607,38,A+,2024,5
2749,S0407,SUB0594,53,B+,2025,4
2750,S0168,SUB0405,88,B,2025,5
2751,S0561,SUB0689,86,B+,2026,6
2752,S0772,SUB0373,54,A,2022,7
2753,S0255,SUB0859,82,B,2026,7
2754,S0645,SUB0165,36,F,2025,1
2755,S0699,SUB0259,67,B+,2024,4
2756,S0951,SUB0567,93,B+,2024,8
2757,S0043,SUB0643,53,C,2026,2
2758,S0302,SUB0407,61,A,2023,6
2759,S0311,SUB0418,49,A+,2026,7
2760,S0185,SUB0812,42,D,2023,8
2761,S0110,SUB0523,59,C,2023,6
2762,S0259,SUB0889,55,F,2026,8
2763,S0253,SUB0070,67,F,2023,2
2764,S0390,SUB0645,64,B+,2025,5
2765,S0866,SUB0711,89,D,2022,5
2766,S0173,SUB0139,59,B,2023,8
2767,S0402,SUB0108,43,C,2025,3
2768,S0177,SUB0347,96,B,2024,2
2769,S0522,SUB0473,53,D,2026,2
2770,S0487,SUB0270,96,B+,2023,3
2771,S0100,SUB0574,97,B+,2022,7
2772,S0095,SUB0533,75,B,2024,5
2773,S0722,SUB0841,49,A+,2023,2
2774,S0804,SUB0567,57,A+,2023,8
2775,S0982,SUB0705,63,B+,2022,8
2776,S0288,SUB0787,77,C,2025,5
2777,S0986,SUB0972,90,C,2025,4
2778,S0499,SUB0956,48,D,2023,7
2779,S0277,SUB0213,52,C,2022,4
2780,S0360,SUB0892,43,A,2023,4
2781,S0646,SUB0284,76,D,2022,8
2782,S0833,SUB0566,52,A+,2024,2
2783,S0510,SUB0822,56,D,2026,5
2784,S0504,SUB0636,63,B,2025,5
2785,S0019,SUB0151,39,B+,2022,8
2786,S0129,SUB0683,79,C,2024,1
2787,S0445,SUB0040,46,F,2023,1
2788,S0521,SUB0383,88,D,2023,3
2789,S0428,SUB0311,89,A,2023,6
2790,S0105,SUB0953,57,F,2024,6
2791,S0406,SUB0202,87,A,2023,8
2792,S0174,SUB0985,83,D,2022,5
2793,S0749,SUB0451,94,B+,2023,3
2794,S0865,SUB0175,100,A+,2023,8
2795,S0209,SUB0341,86,D,2023,5
2796,S0852,SUB0699,61,B,2024,4
2797,S0193,SUB0610,41,B,2023,2
2798,S0187,SUB0611,68,C,2024,1
2799,S0543,SUB0962,36,F,2026,7
2800,S0305,SUB0795,44,F,2025,7
2801,S0796,SUB0976,36,A+,2024,5
2802,S0736,SUB0468,76,B+,2025,5
2803,S0168,SUB0512,45,D,2022,8
2804,S0778,SUB0081,70,F,2022,3
2805,S0066,SUB0186,35,A,2026,5
2806,S0841,SUB0462,90,D,2023,7
2807,S0446,SUB0295,66,A+,2024,6
2808,S0762,SUB0040,94,D,2024,2
2809,S0083,SUB0869,59,A+,2024,6
2810,S0347,SUB0755,36,A+,2023,4
2811,S0228,SUB0832,52,F,2026,6
2812,S0226,SUB0864,96,F,2026,8
2813,S0999,SUB0984,58,F,2022,7
2814,S0297,SUB0692,74,C,2022,7
2815,S0726,SUB0786,66,F,2025,4
2816,S0667,SUB0497,86,A+,2026,1
2817,S0779,SUB0846,37,A+,2025,6
2818,S0549,SUB0341,90,A+,2022,1
2819,S0688,SUB0027,49,B,2025,6
2820,S0845,SUB0817,69,D,2026,6
2821,S0859,SUB0166,82,B,2026,5
2822,S0967,SUB0328,51,B,2025,2
2823,S0783,SUB0882,72,F,2025,5
2824,S0489,SUB0339,60,B+,2022,1
2825,S0784,SUB0030,49,C,2026,4
2826,S0832,SUB0429,98,A,2024,7
2827,S0938,SUB0553,37,A,2023,4
2828,S0238,SUB0616,97,C,2022,3
2829,S0659,SUB0529,53,F,2024,3
2830,S0425,SUB0667,40,F,2023,1
2831,S0493,SUB0243,68,D,2026,1
2832,S0921,SUB0169,68,B,2026,6
2833,S0153,SUB0657,87,A+,2026,6
2834,S0943,SUB0500,70,A,2023,8
2835,S0149,SUB0587,60,B,2023,6
2836,S0288,SUB0404,42,A+,2022,3
2837,S0804,SUB0225,38,A+,2024,6
2838,S0719,SUB0949,39,F,2026,1
2839,S0051,SUB0982,79,A,2023,4
2840,S0913,SUB0713,69,C,2026,7
2841,S0979,SUB0640,39,D,2025,8
2842,S0312,SUB0354,56,B+,2026,5
2843,S0845,SUB0738,71,F,2023,2
2844,S0866,SUB0116,99,B,2022,1
2845,S0103,SUB0416,73,D,2026,6
2846,S0950,SUB0835,37,D,2026,1
2847,S0603,SUB0838,79,C,2025,4
2848,S0516,SUB0679,56,B+,2022,5
2849,S0295,SUB0545,63,B+,2025,5
2850,S0836,SUB0026,89,C,2025,3
2851,S0931,SUB0493,49,C,2022,1
2852,S0884,SUB0338,43,D,2024,7
2853,S0666,SUB0769,93,B,2025,7
2854,S0622,SUB0704,56,A+,2022,8
2855,S0302,SUB0468,88,F,2022,8
2856,S0153,SUB0742,48,D,2022,7
2857,S0903,SUB0743,66,B+,2024,7
2858,S0422,SUB0690,62,F,2024,7
2859,S0215,SUB0446,92,D,2026,7
2860,S0966,SUB0716,60,B,2022,7
2861,S0432,SUB0426,42,B+,2022,6
2862,S0501,SUB0832,73,C,2022,8
2863,S0144,SUB0592,64,D,2026,7
2864,S0077,SUB0831,74,B,2023,3
2865,S0134,SUB0584,44,B,2022,5
2866,S0115,SUB0633,35,D,2026,7
2867,S0209,SUB0746,94,B,2026,8
2868,S0042,SUB0731,73,A+,2023,3
2869,S0888,SUB0126,63,F,2026,4
2870,S0735,SUB0428,42,B+,2022,4
2871,S0203,SUB0154,93,A,2025,5
2872,S0137,SUB0652,82,F,2026,1
2873,S0810,SUB0583,70,D,2026,4
2874,S0837,SUB0420,47,A,2024,7
2875,S0272,SUB0559,99,B,2023,1
2876,S0241,SUB0926,64,D,2026,7
2877,S0584,SUB0044,36,B+,2022,1
2878,S0482,SUB0109,79,F,2023,8
2879,S0159,SUB0008,80,F,2025,2
2880,S0492,SUB0378,75,D,2026,1
2881,S0173,SUB0506,81,B+,2026,7
2882,S0294,SUB0758,99,D,2023,6
2883,S0083,SUB0757,64,D,2022,5
2884,S0965,SUB0162,66,C,2025,4
2885,S0100,SUB0748,100,C,2026,4
2886,S0803,SUB0584,65,A,2026,6
2887,S0137,SUB0362,61,A+,2026,6
2888,S0301,SUB0905,39,C,2024,7
2889,S0601,SUB0550,85,F,2024,4
2890,S0908,SUB0891,94,B,2026,6
2891,S0902,SUB0359,61,B,2024,5
2892,S0618,SUB0259,80,A+,2026,5
2893,S0606,SUB0445,76,F,2022,1
2894,S0860,SUB0219,95,A,2023,5
2895,S0421,SUB0560,74,A,2022,8
2896,S0538,SUB0722,47,A,2024,4
2897,S0999,SUB0959,91,D,2026,7
2898,S0079,SUB0239,97,A,2025,3
2899,S0787,SUB0680,99,F,2025,6
2900,S0698,SUB0324,72,A+,2023,4
2901,S0363,SUB0932,67,A,2026,7
2902,S0111,SUB0919,55,B+,2026,1
2903,S0555,SUB0451,65,F,2024,4
2904,S0302,SUB0434,46,C,2026,2
2905,S0286,SUB0328,91,B,2025,6
2906,S0026,SUB0147,83,F,2026,8
2907,S0755,SUB0187,63,B,2022,7
2908,S0971,SUB0711,63,F,2026,2
2909,S0474,SUB0015,76,C,2022,3
2910,S0899,SUB0916,41,B,2022,2
2911,S0160,SUB0320,73,A+,2023,7
2912,S0225,SUB0093,35,F,2023,3
2913,S0724,SUB0635,42,B,2024,7
2914,S0284,SUB0734,99,F,2023,3
2915,S0458,SUB0347,48,B+,2024,7
2916,S0410,SUB0525,71,C,2025,1
2917,S0449,SUB0443,66,A+,2026,1
2918,S0926,SUB0376,88,B,2022,2
2919,S0635,SUB0631,78,C,2026,7
2920,S0372,SUB0079,73,C,2022,7
2921,S0702,SUB0594,64,B+,2022,7
2922,S0475,SUB0300,47,C,2024,2
2923,S0435,SUB0910,63,D,2022,7
2924,S0272,SUB0150,81,F,2025,3
2925,S0693,SUB0049,100,B,2024,1
2926,S0739,SUB0044,51,B,2023,2
2927,S0059,SUB0595,41,A,2025,4
2928,S0313,SUB0193,91,A+,2026,7
2929,S0760,SUB0517,60,A+,2023,2
2930,S0983,SUB0888,99,A+,2022,6
2931,S0331,SUB0739,84,F,2023,3
2932,S0610,SUB0710,43,A,2026,1
2933,S0031,SUB0984,65,C,2022,3
2934,S0582,SUB0653,54,A,2025,7
2935,S0251,SUB0176,46,C,2022,3
2936,S0709,SUB0904,74,C,2024,6
2937,S0500,SUB0231,82,F,2023,2
2938,S0368,SUB0205,91,B,2026,7
2939,S0978,SUB0856,84,A,2024,8
2940,S0036,SUB0775,80,F,2026,1
2941,S0251,SUB0262,62,B,2023,2
2942,S0582,SUB0668,39,F,2026,8
2943,S0754,SUB0023,70,B+,2026,2
2944,S0014,SUB0900,85,A+,2024,3
2945,S0189,SUB0757,57,A+,2026,7
2946,S0240,SUB0136,83,B,2024,1
2947,S0725,SUB0378,45,B+,2026,8
2948,S0881,SUB0172,65,A+,2022,5
2949,S0325,SUB0573,95,A,2024,7
2950,S0063,SUB0609,90,D,2025,1
2951,S0641,SUB0657,57,D,2025,6
2952,S0423,SUB0143,41,D,2023,1
2953,S0279,SUB0863,60,C,2022,6
2954,S0773,SUB0772,96,B,2023,1
2955,S0663,SUB0417,75,A,2023,8
2956,S0437,SUB0927,60,B,2024,4
2957,S0466,SUB0835,41,D,2022,2
2958,S0119,SUB0448,48,A+,2022,8
2959,S0844,SUB0654,64,C,2022,7
2960,S0838,SUB0740,43,D,2024,7
2961,S0851,SUB0555,98,D,2023,7
2962,S0295,SUB0051,55,B,2025,5
2963,S0323,SUB0091,87,B,2024,3
2964,S0076,SUB0979,77,A+,2024,2
2965,S0393,SUB0843,64,B,2022,1
2966,S0018,SUB0046,97,C,2025,8
2967,S0053,SUB0759,52,C,2024,6
2968,S0131,SUB0702,51,B,2023,3
2969,S0266,SUB0074,68,D,2022,2
2970,S0180,SUB0819,58,D,2025,5
2971,S0624,SUB0782,44,A+,2026,1
2972,S0052,SUB0806,61,A+,2022,7
2973,S0272,SUB0960,90,B+,2024,5
2974,S0253,SUB0510,35,B,2022,3
2975,S0446,SUB0550,99,A,2026,4
2976,S0641,SUB0807,61,A+,2022,3
2977,S0714,SUB0924,87,D,2025,6
2978,S0883,SUB0929,62,A,2024,3
2979,S0497,SUB0853,62,A+,2022,7
2980,S0372,SUB0539,42,A+,2022,8
2981,S0052,SUB0323,81,F,2022,3
2982,S0634,SUB0543,60,D,2022,3
2983,S0555,SUB0524,58,A,2024,6
2984,S0387,SUB0331,97,A+,2023,3
2985,S0682,SUB0945,97,A+,2023,5
2986,S0605,SUB0215,92,B+,2023,4
2987,S0656,SUB0930,64,B+,2025,4
2988,S0519,SUB0409,95,A+,2025,6
2989,S0979,SUB0444,76,F,2023,4
2990,S0369,SUB0675,72,C,2023,3
2991,S0466,SUB0957,53,A+,2022,7
2992,S0723,SUB0761,89,F,2026,8
2993,S0816,SUB0918,95,F,2024,2
2994,S0328,SUB0879,56,D,2023,8
2995,S0923,SUB0849,85,B,2022,2
2996,S0601,SUB0103,91,F,2022,6
2997,S0794,SUB0975,59,B+,2022,1
2998,S0720,SUB0764,58,B,2024,8
2999,S0688,SUB0588,44,B+,2026,1
3000,S0855,SUB0825,49,A+,2025,4
3001,S0121,SUB0216,88,F,2025,5
3002,S0313,SUB0655,69,A+,2024,7
3003,S0644,SUB0320,97,B,2023,6
3004,S0347,SUB0568,100,B,2023,4
3005,S0565,SUB0077,58,F,2022,7
3006,S0561,SUB0900,58,F,2025,4
3007,S0594,SUB0468,78,A+,2022,8
3008,S0375,SUB0872,69,B,2026,6
3009,S0062,SUB0836,41,B+,2024,1
3010,S0659,SUB0429,85,D,2023,5
3011,S0918,SUB0508,84,B+,2026,8
3012,S0754,SUB0134,56,A+,2024,7
3013,S0459,SUB0273,65,A+,2023,6
3014,S0777,SUB0035,63,B+,2022,4
3015,S0395,SUB0772,62,F,2026,1
3016,S0001,SUB0282,78,F,2023,2
3017,S0384,SUB0919,94,A,2023,7
3018,S0668,SUB0100,89,C,2024,6
3019,S0043,SUB0104,86,A+,2025,5
3020,S0168,SUB0461,53,C,2024,4
3021,S0035,SUB0964,70,A,2023,4
3022,S0691,SUB0355,46,A+,2025,3
3023,S0284,SUB0535,80,A,2026,3
3024,S0242,SUB0657,44,F,2024,4
3025,S0226,SUB0167,98,A+,2026,3
3026,S0688,SUB0498,36,B,2024,8
3027,S0273,SUB0656,88,A+,2022,5
3028,S0423,SUB0042,49,B+,2023,8
3029,S0483,SUB0478,41,D,2025,5
3030,S0394,SUB0667,84,C,2024,4
3031,S0260,SUB0454,52,C,2024,2
3032,S0352,SUB0628,74,A,2023,7
3033,S0860,SUB0734,56,D,2024,1
3034,S0207,SUB0055,87,A,2026,6
3035,S0733,SUB0139,97,D,2026,2
3036,S0746,SUB0561,39,B,2026,1
3037,S0791,SUB0841,79,A+,2024,1
3038,S0591,SUB0954,92,D,2025,7
3039,S0366,SUB0529,95,B,2026,4
3040,S0118,SUB0335,79,B,2026,6
3041,S0904,SUB0218,55,D,2026,4
3042,S0269,SUB0146,91,F,2023,7
3043,S0922,SUB0489,37,A+,2025,3
3044,S0863,SUB0375,57,A+,2023,5
3045,S0973,SUB0051,79,A+,2024,4
3046,S0951,SUB0380,86,C,2023,3
3047,S0474,SUB0020,49,A,2024,6
3048,S0335,SUB0161,64,A+,2023,6
3049,S0893,SUB0397,45,A,2023,2
3050,S0015,SUB0895,46,A+,2022,4
3051,S0814,SUB0684,38,A,2023,7
3052,S0766,SUB0586,60,A+,2026,6
3053,S0863,SUB0141,94,B,2023,5
3054,S0587,SUB0234,65,A+,2024,7
3055,S0552,SUB0409,42,A,2026,7
3056,S0860,SUB0889,70,A+,2022,1
3057,S0047,SUB0129,98,B,2023,2
3058,S0287,SUB0037,63,B+,2023,3
3059,S0093,SUB0593,86,B,2025,6
3060,S0967,SUB0811,82,F,2026,3
3061,S0012,SUB0823,72,F,2024,2
3062,S0270,SUB0946,73,C,2022,6
3063,S0725,SUB0578,63,B+,2022,6
3064,S0708,SUB0308,40,A,2024,3
3065,S0408,SUB0519,90,B,2024,7
3066,S0851,SUB0288,55,A,2023,5
3067,S0850,SUB0748,55,D,2025,3
3068,S0736,SUB0253,53,B,2022,6
3069,S0868,SUB0130,75,B+,2024,1
3070,S0011,SUB0595,71,B,2022,8
3071,S0254,SUB0253,79,A,2023,4
3072,S0118,SUB0075,39,F,2023,1
3073,S0643,SUB0140,62,D,2026,6
3074,S0045,SUB0911,40,D,2024,3
3075,S0324,SUB0345,86,A,2025,8
3076,S0161,SUB0924,67,B,2024,3
3077,S0295,SUB0510,68,F,2024,8
3078,S0823,SUB0327,87,A+,2022,4
3079,S0070,SUB0392,71,A+,2022,6
3080,S0864,SUB0536,77,C,2026,1
3081,S0969,SUB0173,79,F,2023,7
3082,S0213,SUB0855,85,C,2024,2
3083,S0503,SUB0449,94,D,2024,4
3084,S0653,SUB0748,50,A,2023,5
3085,S0624,SUB0876,56,D,2026,2
3086,S0471,SUB0454,47,B,2026,8
3087,S1000,SUB0953,97,B,2025,1
3088,S0598,SUB0160,96,B+,2026,7
3089,S0861,SUB0491,84,D,2024,6
3090,S0371,SUB0762,77,B,2025,4
3091,S0681,SUB0340,55,B+,2025,5
3092,S0709,SUB0422,41,D,2024,2
3093,S0022,SUB0074,86,B+,2022,6
3094,S0820,SUB0209,72,C,2024,6
3095,S0106,SUB0047,38,B+,2024,3
3096,S0601,SUB0864,45,F,2026,6
3097,S0378,SUB0967,95,A+,2026,3
3098,S0980,SUB0840,96,B+,2022,5
3099,S0678,SUB0489,52,A+,2026,7
3100,S0826,SUB0080,87,B+,2023,3
3101,S0587,SUB0638,73,A,2023,6
3102,S0721,SUB0231,92,A,2023,1
3103,S0520,SUB0409,97,C,2022,2
3104,S0736,SUB0063,79,B,2026,6
3105,S0250,SUB0889,90,B,2026,4
3106,S0609,SUB0083,63,C,2026,2
3107,S0210,SUB0064,88,D,2025,8
3108,S0701,SUB0222,93,F,2025,5
3109,S0093,SUB0205,99,A+,2025,5
3110,S0186,SUB0633,82,A,2025,3
3111,S0212,SUB0742,62,A,2024,2
3112,S0501,SUB0214,95,B,2026,7
3113,S0091,SUB0307,40,C,2026,2
3114,S0951,SUB0450,37,A,2024,4
3115,S0714,SUB0317,51,A+,2022,2
3116,S0253,SUB0396,36,D,2022,5
3117,S0987,SUB0679,80,B+,2026,6
3118,S0051,SUB0882,77,B,2025,3
3119,S0701,SUB0425,35,B+,2024,5
3120,S0870,SUB0598,35,F,2023,3
3121,S0850,SUB0484,64,B+,2026,3
3122,S0891,SUB0247,62,B+,2024,3
3123,S0940,SUB0244,83,D,2024,8
3124,S0078,SUB0699,68,A+,2026,2
3125,S0852,SUB0314,91,D,2023,1
3126,S0145,SUB0277,46,F,2025,6
3127,S0176,SUB0054,37,C,2023,1
3128,S0940,SUB0348,57,A+,2022,2
3129,S0950,SUB0439,84,D,2024,5
3130,S0333,SUB0839,64,B+,2026,6
3131,S0992,SUB0698,44,A+,2026,1
3132,S0140,SUB0901,86,A+,2024,8
3133,S0285,SUB0236,62,B,2022,3
3134,S0136,SUB0056,79,C,2026,6
3135,S0338,SUB0405,76,F,2026,3
3136,S0680,SUB0938,66,A+,2026,7
3137,S0845,SUB0914,63,C,2022,8
3138,S0597,SUB0522,74,D,2024,3
3139,S0252,SUB0621,70,B+,2025,8
3140,S0587,SUB0730,51,D,2022,1
3141,S0916,SUB0407,75,B,2026,8
3142,S0858,SUB0119,79,F,2026,2
3143,S0805,SUB0016,87,D,2022,5
3144,S0074,SUB0145,78,A+,2026,2
3145,S0905,SUB0556,96,A+,2024,1
3146,S0298,SUB0799,66,B,2026,3
3147,S0612,SUB0578,61,B,2024,8
3148,S0789,SUB0676,100,C,2024,1
3149,S0352,SUB0172,47,C,2026,3
3150,S0933,SUB0956,83,D,2022,5
3151,S0811,SUB0943,46,D,2024,2
3152,S0716,SUB0145,69,C,2024,3
3153,S0017,SUB0056,71,F,2026,6
3154,S0149,SUB0672,96,D,2022,7
3155,S0397,SUB0399,84,F,2023,1
3156,S0558,SUB0535,75,A,2022,5
3157,S0799,SUB0989,55,A+,2025,7
3158,S0549,SUB0315,76,A,2024,8
3159,S0248,SUB0579,83,B+,2023,8
3160,S0089,SUB0547,37,C,2024,2
3161,S0996,SUB0368,63,B+,2022,4
3162,S0532,SUB0484,38,D,2025,2
3163,S0833,SUB0033,78,D,2024,7
3164,S0772,SUB0988,53,A+,2023,4
3165,S0491,SUB0491,85,B+,2022,2
3166,S0336,SUB0419,65,D,2022,7
3167,S0855,SUB0943,87,A+,2026,5
3168,S0918,SUB0787,80,B+,2022,2
3169,S0253,SUB0602,97,A,2025,6
3170,S0161,SUB0884,100,F,2023,5
3171,S0610,SUB0100,87,B,2023,4
3172,S0146,SUB0150,78,B,2024,4
3173,S0899,SUB0659,66,B+,2022,8
3174,S0253,SUB0165,76,A+,2025,4
3175,S0976,SUB0926,88,D,2022,7
3176,S0731,SUB0563,92,D,2022,3
3177,S0557,SUB0013,82,D,2026,4
3178,S0612,SUB0954,96,A,2026,6
3179,S0351,SUB0827,76,A,2026,7
3180,S0924,SUB0653,82,A,2025,1
3181,S0692,SUB0731,73,C,2023,5
3182,S0166,SUB0795,65,F,2025,7
3183,S0060,SUB0263,58,B+,2022,8
3184,S0355,SUB0649,52,D,2025,2
3185,S0141,SUB0791,91,B+,2026,4
3186,S0409,SUB0767,54,F,2024,6
3187,S0505,SUB0456,72,A,2025,8
3188,S0613,SUB0614,84,D,2023,7
3189,S0766,SUB0119,67,A+,2022,3
3190,S0295,SUB0600,60,A,2026,5
3191,S0803,SUB0319,53,B+,2025,7
3192,S0344,SUB0894,62,C,2023,3
3193,S0242,SUB0567,67,D,2022,1
3194,S0909,SUB0122,61,F,2025,1
3195,S0925,SUB0536,61,D,2026,7
3196,S0733,SUB0789,66,A,2022,7
3197,S0318,SUB0726,77,C,2022,5
